id,model,condition,system_accuracy,concept_mapping_accuracy,_pair_precision,_pair_recall,_pair_f1,_pair_jaccard,_pair_over_under,_pred_unmatched_count,_gt_unmatched_count,duration_seconds,success,error
83,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,16.60528874397278,True,
84,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.94260311126709,True,
85,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.49958610534668,True,
86,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.669840335845947,True,
87,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.928887128829956,True,
88,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.1396214962005615,True,
89,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,18.47708940505981,True,
90,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.100910425186157,True,
91,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.877305746078491,True,
92,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.549771070480347,True,
93,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.240524530410768,True,
94,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.358213186264038,True,
95,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.71406626701355,True,
96,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.794284582138062,True,
97,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.55445671081543,True,
98,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.406401634216309,True,
99,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.591161727905272,True,
100,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.001363515853882,True,
101,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,20.88624620437622,True,
102,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.224330425262451,True,
103,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.489790201187134,True,
104,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.820852279663086,True,
105,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.327380180358888,True,
106,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.615662097930908,True,
107,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.40155291557312,True,
108,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.488159418106079,True,
109,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.6196391582489,True,
110,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.463335990905762,True,
111,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.540130615234375,True,
112,meta-llama-3-1-70b-instruct,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,27.124866485595703,True,
113,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.861446619033812,True,
114,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.872785568237305,True,
115,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.973488330841064,True,
116,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.198944330215454,True,
117,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.815183877944946,True,
118,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.196502447128296,True,
119,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.117557048797607,True,
120,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.72156858444214,True,
121,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.452390909194946,True,
122,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.271788358688354,True,
123,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,24.090158700942997,True,
124,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,14.943235635757446,True,
125,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.926170587539673,True,
126,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,4.715657711029053,True,
127,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.000489711761475,True,
128,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.356598138809204,True,
129,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,20.58611941337585,True,
130,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.322108268737793,True,
131,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.709710121154783,True,
132,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.90416955947876,True,
133,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.901346683502197,True,
134,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.917268753051758,True,
135,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.917371034622192,True,
136,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.105762720108032,True,
137,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.03699254989624,True,
138,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.575337886810305,True,
139,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,20.275716304779053,True,
140,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.675984382629394,True,
141,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.301981449127197,True,
142,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.313570022583008,True,
143,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.244496822357178,True,
144,meta-llama-3-1-70b-instruct,no_desc,0.0,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,-1,0,0,10.603036880493164,True,
145,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.808860301971436,True,
146,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.857048034667969,True,
147,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.729668140411375,True,
148,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.466176509857178,True,
149,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.061383485794067,True,
150,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,14.129646301269531,True,
151,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.275541305541992,True,
152,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.030107498168944,True,
153,meta-llama-3-1-70b-instruct,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,6.557032823562622,True,
154,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.97375226020813,True,
155,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.458069801330566,True,
156,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,15.575633525848389,True,
157,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.333277225494385,True,
158,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.394609451293945,True,
159,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.546277046203612,True,
160,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.05722165107727,True,
161,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.768208980560303,True,
162,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.526747941970823,True,
163,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,18.95756459236145,True,
164,meta-llama-3-1-70b-instruct,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,6.720919609069824,True,
165,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.324740648269653,True,
166,meta-llama-3-1-70b-instruct,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,8.204696893692017,True,
167,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.483007192611694,True,
168,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.029745101928713,True,
169,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.319461345672607,True,
170,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.705841302871704,True,
171,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.104116678237915,True,
172,meta-llama-3-1-70b-instruct,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,7.867516756057739,True,
173,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.4495267868042,True,
174,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.012797117233276,True,
175,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.309988498687744,True,
176,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.017672300338743,True,
177,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.896496772766113,True,
178,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.4173667430877686,True,
179,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.580294609069824,True,
180,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.42034125328064,True,
181,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.301830768585205,True,
182,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.778741359710693,True,
183,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.122957706451416,True,
184,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.4453125,True,
185,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.708084344863892,True,
186,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.349536657333374,True,
187,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.705109596252441,True,
188,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.639243364334106,True,
189,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.948142051696777,True,
190,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.400627136230469,True,
191,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.995543956756592,True,
192,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.583839416503906,True,
193,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.0541534423828125,True,
194,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.357616662979126,True,
195,meta-llama-3-1-70b-instruct,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,9.528868675231934,True,
196,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.8805742263793945,True,
197,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,14.778652429580688,True,
198,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.132143974304199,True,
199,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.215912818908691,True,
200,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.574414014816284,True,
201,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.36238694190979,True,
202,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.609789848327637,True,
203,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.263912200927734,True,
204,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,4.574891805648804,True,
205,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.614588260650637,True,
206,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.70134687423706,True,
207,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.524672985076904,True,
208,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.65468692779541,True,
209,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.545226812362671,True,
210,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.617595911026001,True,
211,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6,0.6,0.6,0.6,0.42857142857142855,0,0,0,12.45414423942566,True,
212,meta-llama-3-1-70b-instruct,no_desc,0.0,0.4,0.4,0.4,0.4000000000000001,0.25,0,0,0,10.410110473632812,True,
213,meta-llama-3-1-70b-instruct,no_desc,0.0,0.8,0.8,0.8,0.8000000000000002,0.6666666666666666,0,0,0,9.447059869766235,True,
214,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6,0.6,0.6,0.6,0.42857142857142855,0,0,0,9.319540739059448,True,
215,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.647804975509644,True,
216,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.466253519058228,True,
217,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.593220710754396,True,
218,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6,0.6,0.6,0.6,0.42857142857142855,0,0,0,15.062563180923462,True,
219,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.192335605621338,True,
220,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.53006625175476,True,
221,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.331079483032228,True,
222,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.437356233596802,True,
223,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.835754871368408,True,
224,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.779150247573853,True,
225,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,8.676009178161621,True,
226,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.4852049350738525,True,
227,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,5.829207420349121,True,
228,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.040802240371704,True,
229,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.675906896591186,True,
230,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.31024193763733,True,
231,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.7425971031188965,True,
232,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.320361375808716,True,
233,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.307363033294678,True,
234,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.478582859039307,True,
235,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.586890459060669,True,
236,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.10447096824646,True,
237,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.891661643981934,True,
238,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,16.376434803009033,True,
239,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6.241328477859497,True,
240,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,4.728241205215454,True,
241,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.347869873046875,True,
242,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,26.555039405822757,True,
243,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.962738990783691,True,
244,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,13.920269250869753,True,
245,meta-llama-3-1-70b-instruct,no_desc,0.0,0.4,0.6666666666666666,0.4,0.5,0.3333333333333333,-2,0,0,14.432912826538086,True,
246,meta-llama-3-1-70b-instruct,no_desc,0.0,0.75,1.0,0.75,0.8571428571428571,0.75,-1,0,0,21.59477734565735,True,
247,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,19.368979692459103,True,
248,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,14.13401746749878,True,
249,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,30.91110038757324,True,
250,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.568644285202026,True,
251,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.76952314376831,True,
252,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,12.699211359024048,True,
253,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,32.45555758476257,True,
254,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,21.002854347229004,True,
255,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,22.081891536712646,True,
256,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,14.758816719055176,True,
257,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.38794207572937,True,
258,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6666666666666666,1.0,0.6666666666666666,0.8,0.6666666666666666,-1,0,0,11.015960454940796,True,
259,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,37.49702477455139,True,
260,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.368302583694458,True,
261,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.383906602859495,True,
262,meta-llama-3-1-70b-instruct,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,9.378325462341309,True,
263,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,26.97310972213745,True,
264,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,17.973721504211426,True,
265,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.118199586868286,True,
266,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,38.96776747703552,True,
267,meta-llama-3-1-70b-instruct,no_desc,0.0,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,-1,0,0,12.254742860794067,True,
268,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,40.51539278030396,True,
269,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.015339136123655,True,
270,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.761837482452393,True,
271,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,24.19908308982849,True,
272,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,9.682533025741575,True,
273,meta-llama-3-1-70b-instruct,no_desc,0.0,0.75,0.75,0.75,0.75,0.6,0,0,0,9.49583101272583,True,
274,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,10.403444766998293,True,
275,meta-llama-3-1-70b-instruct,no_desc,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0,0,0,13.162450551986694,True,
276,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,26.812896728515625,True,
277,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,18.609320878982544,True,
278,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11.08887767791748,True,
279,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.7574474811553955,True,
280,meta-llama-3-1-70b-instruct,no_desc,0.0,0.8,0.8,0.8,0.8000000000000002,0.6666666666666666,0,0,0,18.743297576904297,True,
281,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6,0.75,0.6,0.6666666666666665,0.5,-1,0,0,6.271323919296265,True,
282,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0,0,0,8.481122970581055,True,
283,meta-llama-3-1-70b-instruct,no_desc,0.0,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,0,0,0,15.360501289367676,True,
284,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6,0.75,0.6,0.6666666666666665,0.5,-1,0,0,8.195970058441162,True,
285,meta-llama-3-1-70b-instruct,no_desc,0.0,0.2,0.25,0.2,0.22222222222222224,0.125,-1,0,0,6.537983655929565,True,
286,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,15.556889533996582,True,
287,meta-llama-3-1-70b-instruct,no_desc,0.0,0.4285714285714285,0.6,0.42857142857142855,0.5,0.3333333333333333,-2,0,0,14.20794916152954,True,
288,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0,0,0,5.665341138839722,True,
289,meta-llama-3-1-70b-instruct,no_desc,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0,0,0,5.643359422683716,True,
290,meta-llama-3-1-70b-instruct,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,7.471940279006958,True,
