id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
123,Polymer Surface Modification,"[""Makeup""]",1,"surface group, Modifier, Modification function","[""Painting"", ""Wallpaper"", ""Coating"", ""Sticker"", ""Varnish"", ""Makeup"", ""Plating"", ""Tattoo"", ""Decal"", ""Wrapping"", ""Lamination"", ""Polish"", ""Spray"", ""Glue"", ""Sealant"", ""Dye"", ""Masking"", ""Embossing"", ""Etching"", ""Taping""]","[""pigment, solvent, coating"", ""pattern, adhesive, application"", ""Primer, Paint, Application"", ""Adhesive, Sticker backing, Sticking"", ""paint, additive, coating"", ""Foundation, Blush, Concealer"", ""Coating, Plating solution, Plating process"", ""ink, needle, tattooing process"", ""decal pattern, adhesive, application method"", ""wrapper material, tape, wrapping style"", ""Adhesive Layer, Coating Material, Bonding Process"", ""compound, polishing agent, buffing process"", ""Nozzle, Dye, Spraying action"", ""adhesive agent, additive, bonding action"", ""Adhesive Agent, Additive, Sealing Function"", ""colorant, dye fixative, dyeing process"", ""Masking Agent, Coating, Application Process"", ""design pattern, dye, printing process"", ""etchant, mask, etching process"", ""Adhesive, Tape type, Taping purpose""]",,success
124,The Swarm,"[""A Distributed Computing System""]",1,"bee, honeycomb, Information transfer","[""Ant colony"", ""School of fish"", ""Flock of birds"", ""Traffic flow"", ""Human crowd"", ""Beehive"", ""Internet network"", ""Chat group"", ""Orchestra"", ""Sports team"", ""Assembly line"", ""Neuron network"", ""Bee dance"", ""Messenger pigeons"", ""Relay race"", ""Social media"", ""Fireflies"", ""Swarm of locusts"", ""Bee waggle"", ""Bee cluster""]","[""worker ant, underground tunnels, chemical signals"", ""fish, school structure, chemical signals"", ""bird, nest, bird calls"", ""vehicle, intersection, traffic signal"", ""person, city block, social media"", ""worker, hive, communication"", ""router, network topology, data transmission"", ""member, chat history, message exchange"", ""musician, sheet music, conductor cues"", ""player, stadium, play calling"", ""worker, assembly line structure, quality control checks"", ""neuron, network structure, signal transmission"", ""dancer, dance floor, communication through dance"", ""pigeon, nest, message delivery"", ""runner, track, baton pass"", ""user, network, sharing"", ""firefly, flash pattern, bioluminescence"", ""locust, nest, chemical signals"", ""dancer, dance floor, waggle dance"", ""worker bee, hive, waggle dance""]",,success
125,The Brain,"[""The Neural Network of Computers""]",1,"Neurons, neurotransmission, cerebral cortex","[""Computer"", ""City"", ""Network"", ""Library"", ""Control room"", ""Telephone system"", ""Highway"", ""Garden"", ""Factory"", ""Orchestra"", ""Switchboard"", ""Internet"", ""Puzzle"", ""Machine"", ""Brainstorm"", ""Map"", ""Web"", ""Engine"", ""Circuit"", ""Team""]","[""Microprocessors, Data Transfer, CPU"", ""Citizens, Communication, City Hall"", ""Nodes, Data Transmission, Central Hub"", ""Books, Cataloging, Reference Section"", ""Operators, Communication Systems, Command Center"", ""Switches, Signal transmission, Central exchange"", ""Cars, Traffic Flow, Highway System"", ""Seeds, Watering, Soil"", ""Workers, Communication, Management"", ""Musicians, Communication, Conductor"", ""Operators, Signal Transmission, Central Exchange"", ""Servers, Data Transmission, Network Backbone"", ""Pieces, Connections, Frame"", ""Microprocessors, Data Transfer, Central Processing Unit"", ""Ideas, Communication, Creative Center"", ""Paths, Navigation, Legend"", ""Servers, Data Transfer, Network Hub"", ""Spark Plugs, Fuel Injection, Engine Block"", ""Wires, Signal Transmission, Control Center"", ""Team Members, Communication, Leadership""]",,success
126,Deep Learning,"[""How the Human Brain Works"", ""The Brain""]",2,"Neurons, Neural Networks, processing power","[""Brain"", ""Garden"", ""Puzzle"", ""Factory"", ""Highway"", ""Library"", ""Team"", ""Web"", ""Machine"", ""Network"", ""School"", ""Recipe"", ""City"", ""Tree"", ""Computer"", ""Brainstorm"", ""Muscle"", ""Factory line"", ""Map"", ""Signal""]","[""Brain Cells, Synapses, Cognitive Ability"", ""Seeds, Roots, Growth Rate"", ""Puzzle Pieces, Puzzle Structure, Problem-Solving Ability"", ""Workers, Assembly Lines, Manufacturing Capacity"", ""Vehicles, Road Network, Traffic Flow"", ""Books, Bookshelves, Cataloging System"", ""Team Members, Team Structure, Team Strength"", ""Servers, Network Infrastructure, Bandwidth"", ""Gears, Circuits, Engine Power"", ""Nodes, Network Structure, Bandwidth"", ""Students, Classrooms, Teacher Expertise"", ""Ingredients, Cooking Techniques, Oven Temperature"", ""Citizens, Infrastructure, Economic Power"", ""Leaves, Branches, Roots"", ""Microprocessors, Circuit Boards, CPU Speed"", ""Ideas, Mind Maps, Creative Potential"", ""Muscle Fibers, Muscle Tissue, Strength"", ""Workers, Assembly Line, Production Capacity"", ""Intersections, Road Network, Scalability"", ""Waves, Transmission Lines, Signal Strength""]",,success
128,Computer Networks,"[""Neural Networks""]",1,"information, router, network line","[""Roads"", ""Mail"", ""Pipes"", ""Highways"", ""Railways"", ""Telephone"", ""Waterways"", ""Electric grid"", ""Postal system"", ""Traffic lights"", ""Messenger"", ""Air traffic"", ""Courier"", ""Subway"", ""Pipeline"", ""Bus routes"", ""Telephone lines"", ""Delivery trucks"", ""Mailboxes"", ""Switchboard""]","[""traffic, intersection, highway"", ""letter, post office, mail route"", ""water, valve, pipe"", ""traffic, intersection, road"", ""timetable, switchyard, rail line"", ""message, switchboard, phone line"", ""water, lock, canal"", ""electricity, substation, power line"", ""mail, post office, mail route"", ""traffic rules, traffic controller, road"", ""message, dispatcher, communication channel"", ""flight plan, air traffic controller, flight route"", ""package, dispatcher, delivery route"", ""map, train, track"", ""oil, pump, pipeline"", ""bus schedule, bus stop, bus route"", ""phone calls, switchboard, telephone line"", ""packages, dispatcher, delivery route"", ""letters, post office, mail route"", ""message, operator, telephone line""]",,success
129,Computer Systems,"[""Urban""]",1,"operating system, process, resource manager, File system","[""City"", ""Factory"", ""Library"", ""Office"", ""Kitchen"", ""Train station"", ""School"", ""Post office"", ""Theater"", ""Hospital"", ""Airport"", ""Warehouse"", ""Restaurant"", ""Garden"", ""Bank"", ""Mall"", ""Zoo"", ""Concert"", ""Bus depot"", ""Power plant""]","[""Government, Bureaucracy, Mayor, City Archives"", ""factory manager, production line, logistics team, inventory system"", ""librarian, book retrieval, catalog system, bookshelf"", ""office manager, workflow, supply manager, filing cabinet"", ""head chef, recipe, kitchen staff, pantry"", ""Station Master, Train Schedule, Platform Manager, Timetable Board"", ""principal, class, school administrator, library"", ""postal service, mail sorting, postmaster, mailroom"", ""stage manager, actor, production team, script"", ""administration, treatment, logistics department, record keeping system"", ""Air Traffic Control, Flight, Ground Crew, Flight Schedule"", ""warehouse manager, shipment, inventory control, storage facility"", ""Head Chef, Order, Ma\u00eetre d', Menu"", ""gardener, growth, irrigation system, filing cabinet"", ""Bank Manager, Transaction, Accountant, Vault"", ""mall management, store operations, facility manager, directory"", ""zookeeper, animal migration, food supplier, animal database"", ""Conductor, Performance, Stage Manager, Music Library"", ""depot manager, bus route, dispatcher, bus schedule"", ""control room, power generation, grid manager, data logger""]",,success
130,Artificial Intelligence,"[""The Nervous System""]",1,"data, algorithm, deep learning","[""Brain"", ""Recipe"", ""Library"", ""Factory"", ""Puzzle"", ""Toolbox"", ""Garden"", ""School"", ""Map"", ""Machine"", ""Computer"", ""Robot"", ""Network"", ""Calculator"", ""Chef"", ""Teacher"", ""Library"", ""Brainstorm"", ""Engine"", ""Workshop""]","[""neurons, synapses, cerebral cortex"", ""ingredients, cooking method, master chef techniques"", ""books, cataloging system, research skills"", ""raw materials, production line, quality control"", ""pieces, rules, pattern recognition"", ""raw materials, blueprint, expertise"", ""soil, gardening technique, root system"", ""textbook, lesson plan, study group"", ""territory, route, legend"", ""fuel, blueprint, engine"", ""hard drive, program, software"", ""fuel, blueprint, brain"", ""nodes, routing, signal processing"", ""numbers, formula, advanced calculation"", ""ingredients, recipe, culinary expertise"", ""curriculum, lesson plan, mentorship"", ""books, cataloging system, research skills"", ""ideas, process, insight"", ""fuel, blueprint, engine tuning"", ""raw materials, blueprint, apprenticeship""]",,success
131,Computer,"[""Factory""]",1,"CPU, memory, I/O device, operating system","[""Brain"", ""Library"", ""Factory"", ""Office"", ""Kitchen"", ""Workshop"", ""Conductor"", ""Post office"", ""Control tower"", ""Robot"", ""Engine"", ""School"", ""City"", ""Toolbox"", ""Puzzle"", ""Machine"", ""Telephone"", ""Calculator"", ""Desk"", ""Switchboard""]","[""cerebrum, hippocampus, sensory organs, nervous system"", ""Catalog, Shelves, Checkout Counter, Librarian"", ""Engine, Warehouse, Conveyor Belt, Management Team"", ""Manager, Filing Cabinet, Secretary, Office Administrator"", ""Chef, Recipe Book, Kitchen Utensils, Kitchen Manager"", ""Engine, Storage, Tool, Manager"", ""Maestro, Music Sheets, Instruments, Conductor's Score"", ""Manager, Filing Cabinet, Mailbox, Postal Service"", ""Air Traffic Controller, Flight Records, Communication Equipment, Air Traffic Management System"", ""brain, database, sensor, control system"", ""piston, fuel tank, exhaust pipe, ignition system"", ""Principal, Library, Teacher, Administration"", ""City Hall, Library, Transportation System, Government"", ""Pliers, Storage, Handles, Manual"", ""brain, storage box, hands, instructions"", ""Engine, Fuel Tank, Control Panel, Operator"", ""switchboard, phonebook, handset, telephone exchange"", ""microchip, display, buttons, firmware"", ""brain, filing cabinet, telephone, secretary"", ""operator, directory, telephone, switchboard manager""]",,success
132,Memory,"[""Warehouse""]",1,"program data, CPU, operating system","[""Notebook"", ""Library"", ""Filing cabinet"", ""Photo album"", ""Sticky notes"", ""Recipe book"", ""Toolbox"", ""Backpack"", ""Whiteboard"", ""Calendar"", ""Mailbox"", ""Safe"", ""Dictionary"", ""Playlist"", ""Address book"", ""Map"", ""Journal"", ""Memory box"", ""Computer hard drive"", ""Clipboard""]","[""notes, writer, organizer"", ""books, librarian, catalog system"", ""files, filing clerk, filing system"", ""photos, album organizer, album cover"", ""notes, writer, notebook"", ""ingredients, chef, kitchen"", ""Tools, Workbench, Toolbox Organizer"", ""books, brain, organizer"", ""notes, writer, eraser"", ""appointments, organizer, planner"", ""letters, postal worker, mail sorting system"", ""valuables, lock, security system"", ""entries, compiler, organizer"", ""song library, music player, playlist manager"", ""contact information, organizer, indexing system"", ""map legend, map reader, map navigation system"", ""entries, author, editor"", ""photos, lock, hinge"", ""files, processor, operating system"", ""copied text, paste function, clipboard manager""]",,success
133,hard drive,"[""book""]",1,"Storing data, read/write head, interface","[""Library"", ""Filing cabinet"", ""Bookshelf"", ""Photo album"", ""Mailbox"", ""Notebook"", ""Warehouse"", ""Pantry"", ""Toolbox"", ""Desk drawer"", ""Record player"", ""Post office"", ""Safe"", ""Closet"", ""Recipe box"", ""Briefcase"", ""Backpack"", ""Index cards"", ""Magazine rack"", ""Locker""]","[""Bookshelves, Librarian, Catalog System"", ""Filing, Drawer handle, Cabinet door"", ""Holding books, Book finder, Catalog system"", ""Holding photos, Page turner, Binding"", ""Holding mail, Mail slot, Mailbox door"", ""Writing, Pen, Binding"", ""Storing goods, Forklift, Loading dock"", ""Storing food, can opener, shelf"", ""Holding tools, Drawer handle, Lid"", ""Holding papers, Drawer handle, Drawer slide"", ""Playing music, needle, turntable"", ""Mail sorting, Mail handler, Front desk"", ""Locking, Key, Combination Lock"", ""Shelving, Drawer handle, Door"", ""Holding recipes, Recipe card drawer, Box lid"", ""Carrying documents, File organizer, Handle"", ""Carrying items, Zipper, Straps"", ""Holding information, Reader/Writer, Card catalog"", ""Holding magazines, Fingers, Shelves"", ""Storing items, key, lock""]",,success
134,Network,"[""Expressway""]",1,"software design, server, router","[""Roadmap"", ""Highway"", ""Postal system"", ""Telephone lines"", ""Railway"", ""Water pipes"", ""Electric grid"", ""Air traffic"", ""Social circle"", ""Nerve system"", ""Tree branches"", ""Spider web"", ""City streets"", ""Mailroom"", ""Bus routes"", ""Power lines"", ""River system"", ""Train station"", ""Messenger service"", ""Telephone switchboard""]","[""route planning, hub, intersection"", ""road layout, distribution center, intersection"", ""mailing protocols, post office, mail sorter"", ""switchboard, operator, exchange"", ""railway infrastructure, train station, switchyard"", ""pipe layout, water pump, pipe junction"", ""grid architecture, power plant, transformer"", ""air traffic control, air traffic hub, air traffic route"", ""social norms, central figure, social connector"", ""neurotransmitters, brain, synapses"", ""branch structure, trunk, intersection"", ""web pattern, hub, intersection"", ""urban planning, city hall, traffic light"", ""mail sorting system, mailroom staff, mail carrier"", ""route planning, bus depot, transfer station"", ""grid layout, power plant, transformer"", ""water flow, water source, waterway"", ""railway system, main terminal, switching yard"", ""message routing system, message hub, message dispatcher"", ""switchboard operator, switchboard, telephone exchange""]",,success
135,programming,"[""cooking""]",1,"program, instruction, Programming language, translater, computer","[""recipe"", ""blueprint"", ""instruction"", ""map"", ""manual"", ""script"", ""formula"", ""plan"", ""guide"", ""pattern"", ""code"", ""recipe book"", ""chore list"", ""roadmap"", ""protocol"", ""blueprint"", ""assembly"", ""workflow"", ""schedule"", ""outline""]","[""dish, step, cooking technique, chef, kitchen"", ""building, direction, architectural style, interpreter, builder"", ""manual, step, blueprint, interpreter, machine"", ""route, direction, legend, scale, navigator"", ""blueprint, directive, dialect, interpreter, machine"", ""play, cue, script language, director, stage"", ""equation, operand, math notation, calculator, mathematician"", ""blueprint, directive, dialect, interpreter, architect"", ""map, direction, legend, interpreter, navigator"", ""design, guideline, blueprint, interpreter, loom"", ""message, directive, language, interpreter, machine"", ""recipe, step, cooking technique, chef, kitchen"", ""task, step, method, executor, assistant"", ""route, direction, map key, navigator, vehicle"", ""procedure, directive, communication method, interpreter, system"", ""building, direction, architectural style, interpreter, builder"", ""product, blueprint, manual, interpreter, factory"", ""task, step, protocol, executor, system"", ""appointment, reminder, calendar system, scheduler, organizer"", ""topic, point, format, interpreter, medium""]",,success
136,Database,"[""File Cabinet"", ""Library""]",2,"data, management system, Database Table, Check for phrases","[""Library"", ""Filing Cabinet"", ""Recipe Book"", ""Toolbox"", ""Warehouse"", ""Address Book"", ""Phone Directory"", ""Notebook"", ""Closet"", ""Calendar"", ""Map"", ""Inventory List"", ""Photo Album"", ""Mailroom"", ""Bank Vault"", ""Shopping List"", ""Post Office"", ""Dictionary"", ""File Folder"", ""Binder""]","[""books, cataloging system, bookshelf, search for titles"", ""files, filing system, File Folder, Search for documents"", ""ingredients, index, recipe list, search for recipes"", ""Tools, Toolbox Organizer, Toolbox Drawer, Search for Tools"", ""goods, inventory system, shelf, inventory search"", ""contacts, organizer, address book page, search function"", ""phone numbers, directory, phonebook, look up names"", ""notes, organizer, notebook page, search for keywords"", ""clothes, organizer, shelf, search for items"", ""events, organizer, calendar grid, search for dates"", ""location, legend, map grid, search for places"", ""items, inventory software, spreadsheet, search function"", ""photos, album organizer, album page, search for captions"", ""mail, mailroom staff, mail sorting table, check for addresses"", ""money, security system, deposit box, count cash"", ""items, list app, list, search bar"", ""letters, postal service, mail sorting office, check for addresses"", ""word, compiler, dictionary page, look up definition"", ""files, file organizer, folder, search for documents"", ""notes, organizer, folder, index""]",,success
137,Encryption,"[""password lock""]",1,"Raw data, Encryption Algorithm, encrypted data","[""Lock"", ""Safe"", ""Puzzle"", ""Code"", ""Secret"", ""Envelope"", ""Mask"", ""Key"", ""Cipher"", ""Password"", ""Shield"", ""Barrier"", ""Vault"", ""Filter"", ""Maze"", ""Lockbox"", ""Scramble"", ""Camouflage"", ""Seal"", ""Guard""]","[""Valuables, Lock Mechanism, Locked Box"", ""Valuables, Lock, Locked safe"", ""Puzzle pieces, Puzzle rules, Completed puzzle"", ""Message, Compiler, Executable Code"", ""Confidential Information, Secure Lock, Hidden Message"", ""Letter, Seal, Sealed Envelope"", ""Face, Mask material, Masked face"", ""Key Material, Locking Mechanism, Locked Box"", ""Plaintext, Encryption Key, Ciphertext"", ""Username, Password Hashing, Password"", ""Vulnerable area, Shield material, Protected area"", ""Vulnerable area, Locking mechanism, Protected area"", ""Valuables, Lock, Locked Vault"", ""Input, Filtering Process, Filtered Output"", ""Entrance, Path, Exit"", ""Valuables, Lock Mechanism, Locked Box"", ""Original words, Scrambling method, Scrambled words"", ""Soldier, Camouflage Pattern, Disguised Soldier"", ""Letter, Wax, Sealed Envelope"", ""Valuables, Security Protocol, Secure Storage""]",,success
138,Internet Security,"[""Lock""]",1,"security measures, computer system, hacker","[""Lock"", ""Fence"", ""Password"", ""Alarm"", ""Guard"", ""Safe"", ""Shield"", ""Firewall"", ""Vault"", ""Key"", ""Camera"", ""Barrier"", ""Watchdog"", ""Gatekeeper"", ""Code"", ""Encryption"", ""Security badge"", ""Password manager"", ""Surveillance"", ""Checkpoint""]","[""lock mechanism, house, thief"", ""barbed wire, yard, intruder"", ""password policies, password manager, password cracker"", ""alarm system, house, intruder"", ""security protocols, protected area, intruder"", ""lock, house, burglar"", ""shielding, protected area, invader"", ""barrier, building, intruder"", ""locks, valuables, thief"", ""lock, house, thief"", ""lens filter, camera body, photobomber"", ""wall, city, invader"", ""bark, house, intruder"", ""gate, castle, intruder"", ""error handling, program, bug"", ""ciphers, plaintext, codebreaker"", ""badge protocols, secured area, trespasser"", ""password encryption, password vault, unauthorized access"", ""security cameras, facility, intruder"", ""barrier, facility, intruder""]",,success
139,cache,"[""shelf""]",1,"cache data, caching algorithm, cache hit rate, cache size","[""pantry"", ""toolbox"", ""desk drawer"", ""wallet"", ""library"", ""fridge"", ""backpack"", ""mailbox"", ""notebook"", ""filing cabinet"", ""shelf"", ""briefcase"", ""cupboard"", ""medicine cabinet"", ""tool belt"", ""shopping cart"", ""cookie jar"", ""coat pocket"", ""toy box"", ""storage bin""]","[""food, meal planning, grocery shopping frequency, pantry space"", ""toolbox supplies, toolbox organization, toolbox efficiency, toolbox capacity"", ""important papers, filing system, success rate, drawer size"", ""cash, budgeting strategy, withdrawal success rate, wallet capacity"", ""book collection, cataloging system, book retrieval rate, library capacity"", ""groceries, shopping list, meal planning success rate, fridge capacity"", ""backpack contents, packing strategy, packing efficiency, backpack size"", ""letters, mail sorting, delivery rate, mailbox size"", ""notes, organization system, lookup efficiency, notebook size"", ""files, filing system, file retrieval rate, cabinet size"", ""books, organizational system, search efficiency, shelf space"", ""important documents, filing system, success rate, briefcase size"", ""food, menu, meal satisfaction, cupboard space"", ""medicines, organization system, access efficiency, storage capacity"", ""tools, organization method, tool accessibility, belt size"", ""cart items, inventory management, checkout efficiency, cart capacity"", ""cookies, baking schedule, treat retrieval rate, jar capacity"", ""pocket contents, pocket organization, item retrieval rate, pocket size"", ""toys, packing strategy, toy retrieval rate, box size"", ""stored items, organization method, success rate, bin capacity""]",,success
140,Program Code,"[""Crime Scene""]",1,"debugging, debugging tool, Debugging process","[""Recipe"", ""Blueprint"", ""Instruction"", ""Map"", ""Manual"", ""Formula"", ""Script"", ""Plan"", ""Guide"", ""Pattern"", ""Codebook"", ""Choreography"", ""Algorithm"", ""Playbook"", ""Outline"", ""Schedule"", ""Diagram"", ""Protocol"", ""Storyboard"", ""Formulaic""]","[""tasting, spoon, quality control"", ""quality check, inspection checklist, construction review"", ""proofreading, grammar checker, editing process"", ""navigation, compass, route planning"", ""proofreading, grammar checker, editing process"", ""proofreading, calculator, solving equations"", ""rehearsal, prompter, blocking"", ""review, editor, revision process"", ""navigation, compass, orientation"", ""analysis, template, pattern recognition"", ""deciphering, decoder ring, code cracking"", ""rehearsal, assistant director, rehearsal process"", ""optimization, profiler, refinement"", ""auditing, audit software, audit process"", ""proofreading, grammar checker, editing process"", ""revision, editor, proofreading"", ""troubleshooting, legend, reading comprehension"", ""troubleshooting, diagnostic tool, troubleshooting process"", ""revisions, editor, review process"", ""proofreading, grammar checker, editing process""]",,success
141,Version Control,"[""Time Machine""]",1,"the code, Repository, management tool","[""Library"", ""Filing cabinet"", ""Photo album"", ""Recipe book"", ""Journal"", ""Blueprints"", ""Toolbox"", ""Diary"", ""Map"", ""Playlist"", ""Notebook"", ""Calendar"", ""Archive"", ""Binder"", ""Folder"", ""Ledger"", ""Scrapbook"", ""Inventory"", ""Timeline"", ""Photo negatives""]","[""books, catalog, card catalog"", ""files, cabinet, organizer"", ""photos, album, organizer"", ""ingredients, cookbook, recipe organizer"", ""article, archive, editorial board"", ""building plans, filing cabinet, architect's desk"", ""Tools, Box, Handle"", ""entries, notebook, organizer"", ""territory, legend, compass"", ""songs, library, DJ software"", ""notes, Binder, Index"", ""Events, Calendar, Planner"", ""Documents, File Cabinet, Cataloging System"", ""notes, Binder, organizer"", ""files, Folder, File Explorer"", ""transactions, account book, accounting software"", ""photos, album, organizer"", ""stock, warehouse, inventory system"", ""events, archive, organizer"", ""film, album, darkroom""]",,success
142,Cloud Computing,"[""Rental Housing""]",1,"service, Server, storage, network","[""Library"", ""Electricity"", ""Water supply"", ""Post office"", ""Public transport"", ""Warehouse"", ""Rental car"", ""Hotel"", ""Mailbox"", ""Grocery store"", ""Bank"", ""Toolbox"", ""Cloud"", ""Phone network"", ""Internet cafe"", ""Shared kitchen"", ""Parking lot"", ""Streaming service"", ""Mailroom"", ""Locker""]","[""catalog, librarian, shelves, card catalog"", ""utility, power plant, battery, grid"", ""utility, water treatment plant, reservoir, pipes"", ""mail service, post office branch, mailboxes, postal routes"", ""bus, driver, luggage compartment, routes"", ""inventory management, shelving units, warehousing space, logistics and transportation"", ""rental, car, trunk, road"", ""front desk, concierge, room, lobby"", ""Mail Service, Post Office, Mailbox, Mail Routes"", ""store, cashier, shelves, supply chain"", ""account, teller, vault, branches"", ""Tool, Workbench, Drawer, Workshop"", ""weather, storm system, water cycle, atmospheric circulation"", ""provider, tower, database, coverage"", ""cafe, computer, filing cabinet, wi-fi"", ""kitchen, stove, pantry, dining area"", ""parking service, parking attendant, parking space, parking lot layout"", ""platform, data center, library, internet connection"", ""mail service, mail clerk, mailboxes, postal routes"", ""rental, locker, shelf, hallway""]",,success
143,Software Development,"[""The Long Journey""]",1,"engineer, Requirements, design, maintenance, deployment, coding","[""Cooking"", ""Building"", ""Gardening"", ""Writing"", ""Painting"", ""Sewing"", ""Puzzle"", ""Carpentry"", ""Baking"", ""Sculpting"", ""Farming"", ""Music"", ""Teaching"", ""Driving"", ""Cleaning"", ""Planning"", ""Repairing"", ""Organizing"", ""Mapping"", ""Training""]","[""Chef, Recipe, Menu Planning, Food Safety, Service, Preparation"", ""architect, blueprints, layout, renovation, construction, drafting"", ""gardener, seeds, layout, pruning, planting, watering"", ""author, outline, plot, editing, publication, writing"", ""Artist, Commission, Sketch, Restoration, Exhibition, Brushwork"", ""Tailor, Measurements, Pattern, Mending, Fitting, Stitching"", ""puzzle maker, puzzle pieces, puzzle layout, puzzle repair, puzzle assembly, puzzle solving"", ""carpenter, blueprint, plan, upkeep, installation, craftsmanship"", ""Chef, Recipe, Recipe planning, Storage, Serving, Mixing"", ""artist, commission, sketch, restoration, exhibition, chiseling"", ""Farmer, Crop Selection, Field Layout, Irrigation, Harvesting, Planting"", ""composer, lyrics, arrangement, tuning, performance, notation"", ""Teacher, Curriculum, Lesson Plan, Grading, Presentation, Note-taking"", ""driver, route, map, tune-up, launch, navigation"", ""Janitor, Instructions, Layout, Upkeep, Arrangement, Organization"", ""project manager, objectives, blueprint, upkeep, implementation, execution"", ""mechanic, diagnosis, blueprint, servicing, installation, wiring"", ""organizer, goals, plan, upkeep, execution, implementation"", ""Cartographer, Territory, Layout, Upkeep, Navigation, Charting"", ""instructor, curriculum, lesson plan, evaluation, implementation, delivery""]",,success
144,computer,"[""mind""]",1,"computer, processing, erasing, write, read, memory, outputs, inputs, bug","[""brain"", ""library"", ""calculator"", ""factory"", ""filing cabinet"", ""post office"", ""kitchen"", ""workshop"", ""conductor"", ""office"", ""robot"", ""telephone"", ""traffic light"", ""typewriter"", ""switchboard"", ""engine"", ""control panel"", ""notebook"", ""calculator"", ""machine""]","[""brain, thinking, forgetting, learn, remember, brain cells, actions, senses, mental block"", ""library, cataloging, withdrawing, publishing, reading, archives, publications, acquisitions, misfiling"", ""calculator, calculating, clearing, input, display, registers, display, keys, error"", ""factory, production, removal, record, inspect, inventory, products, materials, defect"", ""cabinet, organizing, removing, file, retrieve, storage, drawers, folders, misfiled document"", ""post office, sorting, destroying mail, send mail, receive mail, mail storage, mail delivery, mail collection, lost mail"", ""kitchen, cooking, cleaning, label, recipe, pantry, dishes, ingredients, pest"", ""workshop, crafting, removing, create, interpret, blueprint, products, materials, defect"", ""orchestra, directing, correcting, compose, interpret, repertoire, performance, score, mistake"", ""office, filing, shredding, typing, reading, filing cabinet, printer, scanner, paper jam"", ""robot, mechanical movement, resetting, programming, sensing, database, actions, sensors, glitch"", ""telephone, connecting, hanging up, dial, listen, phonebook, speaker, microphone, static"", ""traffic light system, signal processing, resetting, displaying, sensing, timing mechanism, lights, sensors, malfunction"", ""typewriter, typing, correcting, type, proofread, paper, printouts, keyboard, typo"", ""switchboard, connecting, disconnecting, dial, listen, directory, speakers, microphone, interference"", ""engine, combustion, flushing, fuel injection, ignition, fuel tank, exhaust, intake, malfunction"", ""dashboard, control, reset, input, display, storage, indicators, controls, glitch"", ""notebook, writing, erasing, write, read, pages, content, entries, error"", ""calculator, calculating, clearing, input, display, registers, display, keys, error"", ""engine, mechanism, resetting, record, retrieve, storage, exhaust, fuel, malfunction""]",,success
145,Metaverse,"[""The Real World""]",1,"avatar, digital currency, online chat","[""Video game"", ""Theme park"", ""Chat room"", ""Shopping mall"", ""Social media"", ""Playground"", ""Movie set"", ""Board game"", ""Comic book"", ""Concert"", ""Classroom"", ""Sports arena"", ""Festival"", ""Library"", ""Museum"", ""Carnival"", ""Puzzle"", ""City"", ""Theater"", ""Playhouse""]","[""character, coins, text chat"", ""costumed character, park ticket, face-to-face conversation"", ""username, tokens, text messaging"", ""customer, cash, face-to-face conversation"", ""profile picture, online payment, messaging"", ""player, lunch money, recess conversation"", ""actor, box office sales, scripted dialogue"", ""game piece, money, player discussion"", ""character, collectible, speech bubble"", ""performer, merchandise, audience interaction"", ""student, tuition, class discussion"", ""player, ticket, concession stand"", ""costume, tickets, social gathering"", ""patron, library card, reference desk"", ""exhibit, donation, guided tour"", ""costume, tickets, face-to-face conversation"", ""piece, score, hint system"", ""citizen, local currency, public forum"", ""actor, ticket, audience discussion"", ""puppet, play money, playground conversation""]",,success
146,Feature Engineering,"[""Miner""]",1,"mine, ore, filter, processing","[""Cooking"", ""Gardening"", ""Sculpting"", ""Filtering"", ""Mining"", ""Sorting"", ""Weaving"", ""Painting"", ""Editing"", ""Farming"", ""Carpentry"", ""Brewing"", ""Baking"", ""Fishing"", ""Assembling"", ""Pruning"", ""Packing"", ""Filtering"", ""Distilling"", ""Organizing""]","[""harvest, ingredients, sift, chopping"", ""dig, soil, prune, nurture"", ""chisel, marble, refine, carve"", ""sieve, water, mesh, purification"", ""mine, ore, sift, refining"", ""sort, items, sift, organizing"", ""loom, thread, sieve, spinning"", ""canvas, paint, brush, mixing"", ""edit, text, proofread, revision"", ""harvest, crop, weed, threshing"", ""quarry, wood, sift, carving"", ""harvest, grain, strain, mashing"", ""mix, ingredients, sift, knead"", ""fish, water, net, cleaning"", ""warehouse, raw materials, quality control, assembly line"", ""prune, tree, trim, cutting"", ""box, items, sort, packing"", ""sieve, water, mesh, purification"", ""distill, liquid, strain, heating"", ""categorize, information, prioritize, organizing""]",,success
