id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
87,Healthcare,"[""Building Repair""]",1,,"[""Car repair"", ""Home maintenance"", ""Gardening"", ""School tutoring"", ""Firefighting"", ""Plumbing"", ""Cooking"", ""Fitness training"", ""Banking"", ""Road repair"", ""Childcare"", ""Pet care"", ""House cleaning"", ""Security system"", ""Weather forecasting"", ""Library services"", ""Postal service"", ""Electricity grid"", ""Insurance"", ""Transportation""]",[],,success
88,Air Pollution,"[""Disease""]",1,,"[""Smoke"", ""Fog"", ""Dust"", ""Trash"", ""Smog"", ""Mud"", ""Grease"", ""Oil"", ""Rust"", ""Stain"", ""Garbage"", ""Soot"", ""Mold"", ""Ash"", ""Dirt"", ""Litter"", ""Grease"", ""Grime"", ""Sludge"", ""Fumes""]",[],,success
89,The Periodic Table,"[""A Tuning System for Music""]",1,,"[""Library"", ""Map"", ""Calendar"", ""Family tree"", ""Recipe book"", ""Periodic chart"", ""Toolbox"", ""Filing cabinet"", ""Menu"", ""Puzzle"", ""Train schedule"", ""Blueprint"", ""Phone directory"", ""Garden"", ""Board game"", ""School timetable"", ""Music scale"", ""Sports league"", ""City map"", ""Periodic calendar""]",[],,success
90,Chemistry,"[""Cooking"", ""Music"", ""Leaping Over Barriers"", ""Crowd"", ""Construction Work"", ""Dance"", ""The Movie"", ""Football Game"", ""Buy and Sell"", ""A Jigsaw Puzzle""]",10,,"[""Cooking"", ""Building blocks"", ""Puzzle"", ""Recipe"", ""Lego"", ""Painting"", ""Gardening"", ""Music"", ""Language"", ""Sports"", ""Factory"", ""Machine"", ""Dance"", ""Traffic"", ""Teamwork"", ""Weather"", ""Storytelling"", ""Construction"", ""Market"", ""Experiment""]",[],,success
91,Molecular Synthesis,"[""Manual""]",1,,"[""Cooking"", ""Building"", ""Lego"", ""Puzzle"", ""Painting"", ""Knitting"", ""Baking"", ""Gardening"", ""Sculpting"", ""Writing"", ""Assembling"", ""Mixing"", ""Crafting"", ""Sewing"", ""Stacking"", ""Folding"", ""Weaving"", ""Molding"", ""Composing"", ""Arranging""]",[],,success
92,Chemical Separation,"[""Disassembly""]",1,,"[""Sieve"", ""Filter"", ""Strainer"", ""Colander"", ""Magnet"", ""Sorting"", ""Screen"", ""Decanting"", ""Centrifuge"", ""Distillation"", ""Fishing net"", ""Peeling"", ""Shaking"", ""Picking"", ""Separating eggs"", ""Winnowing"", ""Scooping"", ""Filtering coffee"", ""Sorting laundry"", ""Screen door""]",[],,success
94,Electrochemical Reaction,"[""Power Generation""]",1,,"[""Battery"", ""Waterfall"", ""Traffic"", ""Conveyor"", ""Pump"", ""Magnet"", ""River"", ""Switch"", ""Solar panel"", ""Generator"", ""Circuit"", ""Faucet"", ""Windmill"", ""Pumpkin seed"", ""Elevator"", ""Battery charger"", ""Lightning"", ""Fireplace"", ""Railroad"", ""Thermostat""]",[],,success
95,Crystals,"[""Architecture""]",1,,"[""Snowflake"", ""Honeycomb"", ""Brick wall"", ""Lego blocks"", ""Chessboard"", ""Beeswax"", ""Tiled floor"", ""Puzzle pieces"", ""Stacked books"", ""Ice cube"", ""Diamond"", ""Salt grains"", ""Glass window"", ""Quilt"", ""Chain link"", ""Brick oven"", ""Mosaic"", ""Origami"", ""Beaded necklace"", ""Crystal chandelier""]",[],,success
99,Chemical Reaction,"[""Friction"", ""Urban Transportation"", ""Computer"", ""Vehicle Traffic""]",4,,"[""Cooking"", ""Baking"", ""Mixing paint"", ""Building blocks"", ""Puzzle pieces"", ""Plant growth"", ""Melting ice"", ""Boiling water"", ""Fireworks"", ""Brewing tea"", ""Making salad"", ""Blending smoothie"", ""Changing clothes"", ""Folding paper"", ""Making soup"", ""Mixing music"", ""Changing seasons"", ""Lighting candle"", ""Breaking eggs"", ""Planting seeds""]",[],,success
100,Periodic Table,"[""Alphabet""]",1,,"[""Library"", ""Map"", ""Calendar"", ""Recipe book"", ""Family tree"", ""Filing cabinet"", ""Periodic chart"", ""Toolbox"", ""Puzzle"", ""Menu"", ""Train schedule"", ""Phone directory"", ""Garden"", ""Classroom seating"", ""Sports team roster"", ""Music scale"", ""Building blocks"", ""Board game"", ""Shopping list"", ""Periodic calendar""]",[],,success
101,Chemical Analysis,"[""Translation""]",1,,"[""Recipe"", ""Fingerprint"", ""Puzzle"", ""Map"", ""Blueprint"", ""Fingerprint"", ""Recipe"", ""Sorting"", ""Detective"", ""Filter"", ""Scanner"", ""Recipe"", ""Fingerprint"", ""Sorting"", ""Detective"", ""Filter"", ""Scanner"", ""Map"", ""Blueprint"", ""Puzzle""]",[],,success
103,chemical element,"[""human""]",1,,"[""Lego block"", ""Puzzle piece"", ""Building block"", ""Alphabet letter"", ""Color paint"", ""Musical note"", ""Ingredient"", ""Tool"", ""Card"", ""Bead"", ""Seed"", ""Brick"", ""Button"", ""Coin"", ""Tile"", ""Piece"", ""Key"", ""Shell"", ""Token"", ""Chip""]",[],,success
104,Chemical reaction,"[""object slides""]",1,,"[""Cooking"", ""Baking"", ""Mixing paint"", ""Building blocks"", ""Puzzle pieces"", ""Plant growth"", ""Melting ice"", ""Boiling water"", ""Making soup"", ""Fireworks"", ""Brewing tea"", ""Making dough"", ""Rusting metal"", ""Lighting a candle"", ""Fusing clay"", ""Mixing colors"", ""Changing seasons"", ""Baking bread"", ""Making lemonade"", ""Planting seeds""]",[],,success
108,Chemical Substances,"[""Human Emotions""]",1,,"[""Ingredients"", ""Building blocks"", ""Colors"", ""Letters"", ""Legos"", ""Recipes"", ""Puzzle pieces"", ""Seeds"", ""Tools"", ""Bricks"", ""Sounds"", ""Threads"", ""Notes"", ""Shapes"", ""Beads"", ""Patterns"", ""Ingredients"", ""Cells"", ""Parts"", ""Elements""]",[],,success
111,Chemical Reactions,"[""Mathematical Calculations""]",1,,"[""Cooking"", ""Baking"", ""Mixing paint"", ""Building blocks"", ""Puzzle pieces"", ""Gardening"", ""Melting ice"", ""Boiling water"", ""Fireworks"", ""Brewing tea"", ""Making salad"", ""Blending smoothie"", ""Changing clothes"", ""Fusing metals"", ""Plant growth"", ""Mixing music"", ""Changing seasons"", ""Lighting candle"", ""Cracking eggs"", ""Folding paper""]",[],,success
115,Chiral Molecules,"[""Human Hands""]",1,,"[""Hands"", ""Shoes"", ""Gloves"", ""Socks"", ""Ears"", ""Eyes"", ""Footprints"", ""Keys"", ""Swimmers"", ""Mirrors"", ""Twins"", ""Leaves"", ""Helixes"", ""Spirals"", ""Locks"", ""Shoelaces"", ""Twirls"", ""Branches"", ""Waves"", ""Patterns""]",[],,success
116,Amphiphile,"[""neutral country""]",1,,"[""Soap"", ""Magnet"", ""Battery"", ""Velcro"", ""Janus"", ""Coin"", ""Sandwich"", ""Battery"", ""Glove"", ""Puzzle"", ""Bridge"", ""Key"", ""Mask"", ""Suit"", ""Pen"", ""Flag"", ""Helmet"", ""Book"", ""Door"", ""Umbrella""]",[],,success
117,Enantiomers,"[""Human Hands""]",1,,"[""Hands"", ""Shoes"", ""Gloves"", ""Footprints"", ""Mirrors"", ""Keys"", ""Socks"", ""Ears"", ""Leaves"", ""Faces"", ""Swimmers"", ""Puzzles"", ""Locks"", ""Shoelaces"", ""Books"", ""Masks"", ""Glasses"", ""Buttons"", ""Hats"", ""Ties""]",[],,success
118,Functional Group,"[""Occupation""]",1,,"[""Lego block"", ""Puzzle piece"", ""Tool attachment"", ""Button"", ""Sticker"", ""Key"", ""Switch"", ""Label"", ""Patch"", ""Charm"", ""Badge"", ""Handle"", ""Cap"", ""Tag"", ""Socket"", ""Plug"", ""Emblem"", ""Seal"", ""Anchor"", ""Clip""]",[],,success
119,Polymer Synthesis,"[""Cooking""]",1,,"[""Lego blocks"", ""Beads necklace"", ""Train cars"", ""Paper chain"", ""Dominoes line"", ""Chain links"", ""Building bricks"", ""Puzzle pieces"", ""Garland string"", ""Ribbon roll"", ""Thread spool"", ""Cookie dough"", ""Clay modeling"", ""Stacked blocks"", ""Necklace stringing"", ""Train assembly"", ""Bead threading"", ""Paper folding"", ""Chain necklace"", ""Stringing pearls""]",[],,success
120,Polymer Structure,"[""Buildings""]",1,,"[""Chain"", ""Beads"", ""Train"", ""Lego"", ""Necklace"", ""Rope"", ""Fence"", ""Links"", ""Caterpillar"", ""Bracelet"", ""Snake"", ""Dominoes"", ""Vine"", ""Thread"", ""Ladder"", ""Chainmail"", ""Train cars"", ""Ribbon"", ""Garland"", ""String""]",[],,success
121,High Molecular Polymers,"[""Families""]",1,,"[""Chain"", ""Necklace"", ""Train"", ""Lego"", ""Beads"", ""Rope"", ""Snake"", ""Caterpillar"", ""Fence"", ""Ribbon"", ""String"", ""Vine"", ""Caterpillar"", ""Garland"", ""Chainmail"", ""Conveyor"", ""Train cars"", ""Braided hair"", ""DNA strand"", ""Paper chain""]",[],,success
122,Polymer Composites,"[""Gourmet""]",1,,"[""Brick wall"", ""Fruit salad"", ""Concrete mix"", ""Sandwich"", ""Woven fabric"", ""Puzzle pieces"", ""Layer cake"", ""Mosaic"", ""Fruit basket"", ""Jigsaw puzzle"", ""Patchwork quilt"", ""Mixed nuts"", ""Lego blocks"", ""Salad bowl"", ""Braided rope"", ""Collage"", ""Mixed paint"", ""Toolbox"", ""Sandwich wrap"", ""Layered glass""]",[],,success
123,Polymer Surface Modification,"[""Makeup""]",1,,"[""Painting"", ""Wallpaper"", ""Varnish"", ""Coating"", ""Plating"", ""Wrapping"", ""Polishing"", ""Tanning"", ""Lamination"", ""Decoupage"", ""Icing"", ""Sealing"", ""Grafting"", ""Dyeing"", ""Embossing"", ""Etching"", ""Stenciling"", ""Glazing"", ""Molding"", ""Wrapping""]",[],,success
124,The Swarm,"[""A Distributed Computing System""]",1,,"[""Beehive"", ""Flock"", ""School"", ""Crowd"", ""Colony"", ""Herd"", ""Swarm"", ""Pack"", ""Mob"", ""Troop"", ""Gang"", ""Cluster"", ""Army"", ""Team"", ""Group"", ""Squad"", ""Pod"", ""Assembly"", ""Gathering"", ""Huddle""]",[],,success
125,The Brain,"[""The Neural Network of Computers""]",1,,"[""Computer"", ""Control center"", ""Library"", ""Switchboard"", ""Command post"", ""Engine"", ""Network"", ""Orchestra"", ""Factory"", ""Puzzle"", ""Map"", ""Garden"", ""City"", ""Calculator"", ""Brainstorm"", ""Machine"", ""Hub"", ""Switch"", ""Maze"", ""Dashboard""]",[],,success
126,Deep Learning,"[""How the Human Brain Works"", ""The Brain""]",2,,"[""Brain"", ""Puzzle"", ""Recipe"", ""Garden"", ""Library"", ""Factory"", ""Network"", ""School"", ""Machine"", ""Tree"", ""Highway"", ""Team"", ""Building"", ""Map"", ""Toolbox"", ""Ocean"", ""Web"", ""Maze"", ""Puzzle"", ""Engine""]",[],,success
128,Computer Networks,"[""Neural Networks""]",1,,"[""Roads"", ""Mail"", ""Telephone"", ""Highways"", ""Pipes"", ""Railways"", ""Electricity"", ""Waterways"", ""Postal system"", ""Traffic"", ""Messenger"", ""Bridges"", ""Air traffic"", ""Neurons"", ""Bus routes"", ""Delivery trucks"", ""Power grid"", ""Subway"", ""Courier"", ""Pipeline""]",[],,success
129,Computer Systems,"[""Urban""]",1,,"[""Factory"", ""Library"", ""City"", ""Kitchen"", ""Office"", ""Brain"", ""Car"", ""Post Office"", ""School"", ""Workshop"", ""Train Station"", ""Telephone"", ""Assembly Line"", ""Toolbox"", ""Garden"", ""Machine"", ""Puzzle"", ""Network"", ""Robot"", ""Control Room""]",[],,success
130,Artificial Intelligence,"[""The Nervous System""]",1,,"[""Robot"", ""Brain"", ""Calculator"", ""Library"", ""Teacher"", ""Puzzle"", ""Assistant"", ""Factory"", ""Map"", ""Recipe"", ""Tool"", ""Game"", ""Network"", ""Machine"", ""Mirror"", ""Library"", ""Brainstorm"", ""Computer"", ""Guide"", ""Coach""]",[],,success
131,Computer,"[""Factory""]",1,,"[""Brain"", ""Library"", ""Calculator"", ""Factory"", ""Office"", ""Robot"", ""Toolbox"", ""Desk"", ""Engine"", ""Switchboard"", ""Workshop"", ""Conductor"", ""Messenger"", ""Puzzle"", ""Machine"", ""Control panel"", ""Calculator"", ""Telephone"", ""Map"", ""Notebook""]",[],,success
132,Memory,"[""Warehouse""]",1,,"[""Library"", ""Notebook"", ""Photo album"", ""Computer hard drive"", ""Filing cabinet"", ""Sticky notes"", ""Recipe book"", ""Diary"", ""Playlist"", ""Map"", ""Calendar"", ""Brainstorm"", ""Puzzle"", ""Treasure chest"", ""Flashlight"", ""Mailbox"", ""Photo frame"", ""Whiteboard"", ""Memory card"", ""Jigsaw""]",[],,success
133,hard drive,"[""book""]",1,,"[""Library"", ""Filing cabinet"", ""Bookshelf"", ""Photo album"", ""Toolbox"", ""Warehouse"", ""Safe"", ""Notebook"", ""Pantry"", ""Closet"", ""Mailbox"", ""Desk drawer"", ""Record player"", ""Recipe box"", ""Briefcase"", ""Backpack"", ""Chest"", ""Locker"", ""Photo frame"", ""Jukebox""]",[],,success
134,Network,"[""Expressway""]",1,,"[""Roadmap"", ""Spiderweb"", ""Highway"", ""Railway"", ""Tree"", ""River"", ""Grid"", ""Chain"", ""Pipeline"", ""Circuit"", ""Neighborhood"", ""Mesh"", ""Web"", ""Lattice"", ""Nerve"", ""Conveyor"", ""Highway"", ""Train"", ""Telephone"", ""Bridge""]",[],,success
135,programming,"[""cooking""]",1,,"[""Recipe"", ""Blueprint"", ""Instruction"", ""Map"", ""Puzzle"", ""Manual"", ""Recipe book"", ""Formula"", ""Guide"", ""Plan"", ""Script"", ""Code"", ""Pattern"", ""Algorithm"", ""Roadmap"", ""Chore list"", ""Game plan"", ""Assembly"", ""Workflow"", ""Sequence""]",[],,success
136,Database,"[""File Cabinet"", ""Library""]",2,,"[""Library"", ""Filing cabinet"", ""Warehouse"", ""Toolbox"", ""Recipe book"", ""Phone book"", ""Closet"", ""Notebook"", ""Pantry"", ""Mailbox"", ""Photo album"", ""Dictionary"", ""Garage"", ""Address book"", ""Safe"", ""Calendar"", ""Inventory list"", ""Binder"", ""Map"", ""Ledger""]",[],,success
137,Encryption,"[""password lock""]",1,,"[""Lock"", ""Safe"", ""Password"", ""Secret code"", ""Puzzle"", ""Envelope"", ""Key"", ""Cipher"", ""Mask"", ""Vault"", ""Barrier"", ""Shield"", ""Filter"", ""Gate"", ""Secret handshake"", ""Hidden message"", ""Password lock"", ""Codebook"", ""Invisible ink"", ""Combination lock""]",[],,success
138,Internet Security,"[""Lock""]",1,,"[""Lock"", ""Fence"", ""Password"", ""Alarm"", ""Guard"", ""Shield"", ""Vault"", ""Firewall"", ""Safe"", ""Key"", ""Watchdog"", ""Barrier"", ""Code"", ""Gatekeeper"", ""Encryption"", ""Surveillance"", ""Password"", ""Lockbox"", ""Security camera"", ""Checkpoint""]",[],,success
139,cache,"[""shelf""]",1,,"[""Pantry"", ""Toolbox"", ""Notebook"", ""Backpack"", ""Library"", ""Desk drawer"", ""Wallet"", ""Refrigerator"", ""Briefcase"", ""Filing cabinet"", ""Medicine cabinet"", ""Cupboard"", ""Cachet"", ""Safe"", ""Locker"", ""Shelf"", ""Mailbox"", ""Tool belt"", ""Toy box"", ""Storage bin""]",[],,success
140,Program Code,"[""Crime Scene""]",1,,"[""Recipe"", ""Blueprint"", ""Instruction"", ""Map"", ""Manual"", ""Formula"", ""Script"", ""Plan"", ""Guide"", ""Pattern"", ""Recipe book"", ""Roadmap"", ""Codebook"", ""Playbook"", ""Choreography"", ""Outline"", ""Schedule"", ""Diagram"", ""Protocol"", ""Formula sheet""]",[],,success
141,Version Control,"[""Time Machine""]",1,,"[""Library"", ""Photo album"", ""Recipe book"", ""Filing cabinet"", ""Time machine"", ""Notebook"", ""Journal"", ""Blueprints"", ""Diary"", ""Map"", ""Playlist"", ""Calendar"", ""Binder"", ""Folder"", ""Archive"", ""Photo negatives"", ""Comic strip"", ""Storyboard"", ""Puzzle"", ""Changelog""]",[],,success
142,Cloud Computing,"[""Rental Housing""]",1,,"[""Library"", ""Electricity"", ""Water supply"", ""Mail service"", ""Public transport"", ""Rental car"", ""Hotel room"", ""Shared kitchen"", ""Streaming video"", ""Online banking"", ""Post office"", ""Gym membership"", ""Food delivery"", ""Taxi service"", ""Tool library"", ""Parking garage"", ""Community garden"", ""Phone network"", ""Internet cafe"", ""Co-working space""]",[],,success
143,Software Development,"[""The Long Journey""]",1,,"[""Building"", ""Cooking"", ""Writing"", ""Gardening"", ""Painting"", ""Sewing"", ""Puzzle"", ""Blueprint"", ""Construction"", ""Assembly"", ""Design"", ""Crafting"", ""Mapping"", ""Planning"", ""Editing"", ""Programming"", ""Manufacturing"", ""Modeling"", ""Orchestration"", ""Scripting""]",[],,success
144,computer,"[""mind""]",1,,"[""Brain"", ""Library"", ""Calculator"", ""Factory"", ""Desk"", ""Toolbox"", ""Office"", ""Robot"", ""Switchboard"", ""Post office"", ""Workshop"", ""Engine"", ""Conductor"", ""Puzzle"", ""Machine"", ""Telephone"", ""Calculator"", ""Control panel"", ""Notebook"", ""Map""]",[],,success
145,Metaverse,"[""The Real World""]",1,,"[""Video game"", ""Theme park"", ""Social media"", ""Virtual reality"", ""Online forum"", ""Shopping mall"", ""Movie theater"", ""Playground"", ""Chat room"", ""Library"", ""Concert"", ""Board game"", ""City"", ""Museum"", ""Sports arena"", ""Carnival"", ""Classroom"", ""Festival"", ""Zoo"", ""Internet cafe""]",[],,success
146,Feature Engineering,"[""Miner""]",1,,"[""Cooking"", ""Gardening"", ""Sculpting"", ""Editing"", ""Packing"", ""Filtering"", ""Sorting"", ""Painting"", ""Building"", ""Weaving"", ""Mixing"", ""Pruning"", ""Organizing"", ""Tuning"", ""Assembling"", ""Harvesting"", ""Carving"", ""Refining"", ""Selecting"", ""Shaping""]",[],,success
147,Bias-Variance Equilibrium,"[""Archery""]",1,,"[""Seesaw"", ""Balance scale"", ""Tightrope"", ""Thermostat"", ""Steering wheel"", ""Cooking recipe"", ""Tug of war"", ""Volume knob"", ""Sailboat rudder"", ""Traffic light"", ""Musical tuning"", ""Weightlifting"", ""Garden watering"", ""Car brakes"", ""Juggling"", ""Camera focus"", ""Yoga pose"", ""Pendulum"", ""Traffic flow"", ""Balance beam""]",[],,success
148,Cross Validation,"[""Fishing""]",1,,"[""Puzzle pieces"", ""Recipe testing"", ""Dress rehearsal"", ""Practice exams"", ""Rotating shifts"", ""Sample tasting"", ""Trial runs"", ""Sports drills"", ""Quality checks"", ""Dress fittings"", ""Test flights"", ""Mock interviews"", ""Dress rehearsals"", ""Rotating crops"", ""Book chapters"", ""Movie scenes"", ""Practice rounds"", ""Segmented reviews"", ""Sample surveys"", ""Rotating duties""]",[],,success
149,random forest,"[""forest""]",1,,"[""committee"", ""crowd"", ""team"", ""forest"", ""choir"", ""jury"", ""library"", ""garden"", ""network"", ""mosaic"", ""puzzle"", ""orchestra"", ""market"", ""school"", ""swarm"", ""fleet"", ""cluster"", ""teamwork"", ""ensemble"", ""hive""]",[],,success
150,Mining Association Rules,"[""Solving Puzzles""]",1,,"[""Recipe"", ""Shopping list"", ""Friend recommendations"", ""Puzzle pieces"", ""Traffic patterns"", ""Weather forecast"", ""Book chapters"", ""Movie scenes"", ""Social networks"", ""Gardening"", ""Toolbox"", ""Class schedule"", ""Music playlist"", ""Sports plays"", ""Library catalog"", ""Market stalls"", ""Family tree"", ""Road map"", ""Game strategy"", ""Packing list""]",[],,success
151,PCA Dimensionality Reduction Algorithm,"[""3D Projection""]",1,,"[""Map"", ""Summary"", ""Filter"", ""Recipe"", ""Blueprint"", ""Highlight"", ""Lens"", ""Shortcut"", ""Outline"", ""Compression"", ""Snapshot"", ""Elevator"", ""Keyhole"", ""Essence"", ""Prism"", ""Focus"", ""Filter"", ""Skeleton"", ""Core"", ""Digest""]",[],,success
152,KNN Algorithm,"[""Finding Nearest Neighbors""]",1,,"[""Neighborhood"", ""Friend Group"", ""Voting"", ""Crowd"", ""Neighbors"", ""Classroom"", ""Tribe"", ""Team"", ""Cluster"", ""Family"", ""Circle"", ""Community"", ""Huddle"", ""Gathering"", ""Pack"", ""Group"", ""Audience"", ""Neighbors"", ""Peers"", ""Neighbors""]",[],,success
153,Bayesian Algorithms,"[""Dictionary""]",1,,"[""Weather forecast"", ""Medical diagnosis"", ""Detective work"", ""Cooking recipe"", ""Jigsaw puzzle"", ""Voting system"", ""Treasure hunt"", ""Stock market"", ""Traffic navigation"", ""Game strategy"", ""Library search"", ""Gardening"", ""Sports coaching"", ""Language learning"", ""Map reading"", ""Shopping decisions"", ""Crime investigation"", ""Puzzle solving"", ""Chess playing"", ""Budget planning""]",[],,success
154,AdaBoost Algorithm,"[""Student""]",1,,"[""Teamwork"", ""Puzzle"", ""Relay"", ""Choir"", ""Layers"", ""Voting"", ""Building"", ""Recipe"", ""Assembly"", ""Orchestra"", ""Chain"", ""Mosaic"", ""Network"", ""Stack"", ""Garden"", ""Workshop"", ""Puzzle"", ""Team"", ""Jigsaw"", ""Symphony""]",[],,success
155,Neuroevolutionary Algorithms,"[""Evolution""]",1,,"[""Garden"", ""Recipe"", ""Puzzle"", ""Workshop"", ""Evolution"", ""Brainstorm"", ""Machine"", ""Teamwork"", ""Building"", ""Cooking"", ""Training"", ""Game"", ""Factory"", ""Journey"", ""Experiment"", ""Library"", ""Gardeners"", ""Workshop"", ""Construction"", ""Orchestra""]",[],,success
156,EM Algorithm,"[""Adjust Shutter Aperture"", ""Recovering a Corrupted Music File""]",2,,"[""Puzzle"", ""Cooking"", ""Treasure Hunt"", ""Detective Work"", ""Gardening"", ""Map Reading"", ""Building Blocks"", ""Painting"", ""Fitting Clothes"", ""Learning Dance"", ""Baking"", ""Sculpting"", ""Navigating"", ""Assembling Furniture"", ""Writing Drafts"", ""Fixing a Car"", ""Cleaning"", ""Playing Chess"", ""Fishing"", ""Building a Sandcastle""]",[],,success
157,GAN Algorithm,"[""Painter and Critic""]",1,,"[""Artist"", ""Forger"", ""Teacher"", ""Student"", ""Judge"", ""Detective"", ""Chef"", ""Coach"", ""Sculptor"", ""Imitator"", ""Critic"", ""Referee"", ""Inventor"", ""Composer"", ""Editor"", ""Player"", ""Opponent"", ""Trainer"", ""Painter"", ""Writer""]",[],,success
158,Ensemble Learning Algorithms,"[""Democracy""]",1,,"[""Choir"", ""Team"", ""Orchestra"", ""Jury"", ""Committee"", ""Puzzle"", ""Mosaic"", ""Symphony"", ""Crowd"", ""Herd"", ""Pack"", ""Fleet"", ""Swarm"", ""Band"", ""Network"", ""Classroom"", ""Panel"", ""Cluster"", ""Coalition"", ""Assembly""]",[],,success
159,Bagging Algorithms,"[""Investors""]",1,,"[""Committee"", ""Choir"", ""Teamwork"", ""Puzzle"", ""Basket"", ""Orchestra"", ""Crowd"", ""Library"", ""Toolbox"", ""Garden"", ""Recipe"", ""Classroom"", ""Jury"", ""Mosaic"", ""Herd"", ""Fleet"", ""Pack"", ""Workshop"", ""Market"", ""Network""]",[],,success
161,Greedy algorithm,"[""find a shortest path on the map""]",1,,"[""Picking apples"", ""Shopping spree"", ""Eating candy"", ""Collecting coins"", ""Filling bucket"", ""Choosing snacks"", ""Gathering shells"", ""Picking flowers"", ""Filling cart"", ""Stacking blocks"", ""Grabbing toys"", ""Selecting cards"", ""Filling jar"", ""Picking berries"", ""Collecting stamps"", ""Filling basket"", ""Choosing coins"", ""Gathering leaves"", ""Picking books"", ""Filling shelves""]",[],,success
162,Hierarchical Clustering Algorithms,"[""Pedigree Trees""]",1,,"[""Family Tree"", ""Nested Boxes"", ""Russian Dolls"", ""Organizational Chart"", ""Library Catalog"", ""Branching River"", ""Corporate Ladder"", ""Tree Branches"", ""File Folders"", ""Pyramid"", ""Decision Tree"", ""Food Chain"", ""Mind Map"", ""Snowball"", ""City Map"", ""Book Index"", ""Train Network"", ""Genealogy"", ""Nested Circles"", ""Corporate Hierarchy""]",[],,success
163,Blockchain,"[""Ledger""]",1,,"[""Ledger"", ""Chain"", ""Library"", ""Journal"", ""Puzzle"", ""Train"", ""Network"", ""Diary"", ""Web"", ""File"", ""Record"", ""Book"", ""Calendar"", ""Map"", ""Grid"", ""Timeline"", ""Chainmail"", ""Ledgerbook"", ""Spreadsheet"", ""Archive""]",[],,success
164,Internet of Things,"[""Ecosystem""]",1,,"[""Nervous system"", ""Postal service"", ""Traffic lights"", ""Smart home"", ""Telephone network"", ""Power grid"", ""Beehive"", ""Library system"", ""Water pipes"", ""Mailboxes"", ""Train system"", ""Messenger pigeons"", ""Radio waves"", ""City roads"", ""Telephone switchboard"", ""Conveyor belt"", ""Social network"", ""Factory assembly"", ""Telephone lines"", ""Electric circuits""]",[],,success
165,Internet,"[""Mail""]",1,,"[""Highway"", ""Library"", ""Post office"", ""Telephone"", ""Marketplace"", ""Road map"", ""Electric grid"", ""Train network"", ""Mailman"", ""City"", ""Messenger"", ""Bridge"", ""Telephone switchboard"", ""Broadcast tower"", ""Social network"", ""Pipeline"", ""Bookstore"", ""Radio"", ""Traffic system"", ""Web""]",[],,success
167,Monetary Policy,"[""Drug Treatment""]",1,,"[""Thermostat"", ""Traffic light"", ""Water faucet"", ""Volume knob"", ""Brake pedal"", ""Gas pedal"", ""Garden sprinkler"", ""Air conditioner"", ""Dimmer switch"", ""Speedometer"", ""Pressure valve"", ""Oven timer"", ""Fuel gauge"", ""Elevator buttons"", ""Light switch"", ""Radio tuner"", ""Water dam"", ""Volume control"", ""Speed bump"", ""Traffic cop""]",[],,success
168,Stock Market,"[""Horse Racing""]",1,,"[""Marketplace"", ""Auction"", ""Bazaar"", ""Game"", ""Exchange"", ""Trading post"", ""Casino"", ""Store"", ""Flea market"", ""Barter"", ""Lottery"", ""Stockroom"", ""Bank"", ""Shop"", ""Race"", ""Market stall"", ""Fair"", ""Parade"", ""Auction house"", ""Trading floor""]",[],,success
169,Asset Pricing,"[""Music""]",1,,"[""Market"", ""Store"", ""Auction"", ""Barter"", ""Pricing tag"", ""Supply-demand"", ""Currency exchange"", ""Ticket booth"", ""Real estate"", ""Grocery shopping"", ""Garage sale"", ""Stock exchange"", ""Online shopping"", ""Farmers market"", ""Car dealership"", ""Flea market"", ""Price tag"", ""Bidding war"", ""Vending machine"", ""Currency value""]",[],,success
170,Option Pricing Model,"[""Insurance Contract""]",1,,"[""Weather forecast"", ""Recipe"", ""Map"", ""Game strategy"", ""Puzzle"", ""Blueprint"", ""Budget plan"", ""Traffic light"", ""Sports playbook"", ""Board game"", ""Investment portfolio"", ""Cooking timer"", ""Road trip plan"", ""Fitness tracker"", ""Lottery ticket"", ""Stock market ticker"", ""Auction"", ""Insurance policy"", ""Ticket pricing"", ""Supply and demand""]",[],,success
171,Portfolio,"[""Cooking""]",1,,"[""Toolbox"", ""Library"", ""Menu"", ""Gallery"", ""Playlist"", ""Suitcase"", ""Basket"", ""Collection"", ""Folder"", ""Showcase"", ""Album"", ""Menu"", ""Chest"", ""Portfolio"", ""Shelf"", ""Binder"", ""Catalog"", ""Box"", ""Briefcase"", ""Notebook""]",[],,success
172,Marketing,"[""War""]",1,,"[""Fishing"", ""Storytelling"", ""Gardening"", ""Cooking"", ""Networking"", ""Hunting"", ""Matchmaking"", ""Teaching"", ""Selling"", ""Advertising"", ""Negotiating"", ""Hosting"", ""Building"", ""Painting"", ""Directing"", ""Shopping"", ""Communicating"", ""Planning"", ""Promoting"", ""Organizing""]",[],,success
173,Economics,"[""Sailing""]",1,,"[""Marketplace"", ""Garden"", ""River"", ""Game"", ""Machine"", ""Ecosystem"", ""Kitchen"", ""Factory"", ""Network"", ""Puzzle"", ""Traffic"", ""Bank"", ""Farm"", ""Library"", ""Store"", ""Team"", ""Market"", ""Balance"", ""Bridge"", ""Clock""]",[],,success
