id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
81,Immune Tolerance,Deafness,Immunity,-1,"['Immunity', 'Healing', 'accepting a belief', 'Drug Treatment', 'Skin System', 'Disease', 'Diseases', 'Human Body', 'Molecular Symmetry', 'Blindness', 'The Nervous System', 'Evolution', 'Sun Protection', 'Neural Networks', 'natural selection', 'Taylor Expansion', 'illness', 'Biological Evolution', 'memory', 'The Brain']","[0.6879216375714678, 0.37837343597670003, 0.31575898284593173, 0.30962065940536754, 0.30522410621549967, 0.2898392202448123, 0.28862851574125253, 0.2826837055196993, 0.2758103357566129, 0.2748564705107399, 0.27369247365270777, 0.27253046210559545, 0.26715409509783683, 0.26398851160212916, 0.2601260845635065, 0.2570234011349059, 0.2495911403210208, 0.24212543071624198, 0.2388687098262134, 0.2371163581144518]",name_properties,Immune Tolerance,"Immune tolerance refers to the state of the immune system where it does not respond to certain substances or tissues that would usually trigger an immune response. This is achieved through either central tolerance, which occurs in the thymus and bone marrow, or peripheral tolerance, which takes place in other tissues and lymph nodes. Immune tolerance plays a crucial role in preventing over-reactivity of the immune system to various environmental entities and is instrumental in preventing autoimmune diseases. However, it also allows for some pathogenic microbes to successfully infect a host and avoid elimination, while certain tumors may also evade the immune system by inducing peripheral tolerance.",
82,Immune Tolerance,Blindness,Immunity,10,"['Immunity', 'Healing', 'accepting a belief', 'Drug Treatment', 'Skin System', 'Disease', 'Diseases', 'Human Body', 'Molecular Symmetry', 'Blindness', 'The Nervous System', 'Evolution', 'Sun Protection', 'Neural Networks', 'natural selection', 'Taylor Expansion', 'illness', 'Biological Evolution', 'memory', 'The Brain']","[0.6878817285291918, 0.37837963837935895, 0.31575577112320086, 0.30966230089333724, 0.30519377573683654, 0.28984362734178215, 0.2886413930790688, 0.28265175845865187, 0.27585714469199046, 0.2748867183750315, 0.2736933134015004, 0.2725592315206554, 0.26711817763071877, 0.264020418054871, 0.26012472706684153, 0.25703748425174544, 0.24962150348879303, 0.24211691233664445, 0.23879053636961473, 0.2371225197080148]",name_properties,Immune Tolerance,"Immune tolerance is a state in which the immune system of an organism does not respond to specific antigens which would normally elicit an immune response. It is divided into central tolerance, induced in the thymus and bone marrow, and peripheral tolerance, induced in other tissues and lymph nodes. Immune tolerance plays a crucial role in distinguishing self from non-self and preventing over-reactivity of the immune system to various environmental entities. However, deficits in central or peripheral tolerance can lead to autoimmune diseases, while some pathogenic microbes can successfully infect a host by avoiding elimination through tolerance mechanisms.",
83,deaf,blind,Deafness,3,"['Deafness', 'Blindness', 'blind', 'sounds', 'sound system', 'signal', 'Nie Haihua', 'Desert', 'car', 'Loudspeakers for Acoustic Systems', 'understanding', 'poverty', 'Disease', 'Student', 'debate', 'wound', 'camera', 'difficulties', 'human', 'clock']","[0.8157593399734536, 0.4600614058674785, 0.4400900405470438, 0.3796754670665704, 0.347988500018538, 0.32395831701923616, 0.28929817581418915, 0.2863540004511709, 0.28252114412075335, 0.27756842144558697, 0.27404763317196934, 0.27341282589000415, 0.27255173146694356, 0.27244880561577633, 0.2703590961141642, 0.26953644226255613, 0.2690392610934256, 0.26833661083163424, 0.26563834590475727, 0.262990318425395]",name_properties,deaf,"Deafness is a condition that affects a person's ability to hear sounds. In medical context, it refers to an audiological condition where a person has a hearing loss that makes it hard for them to understand spoken language. However, in cultural context, the meaning of deafness is broader and refers to those who primarily communicate through sign language even if they have some ability to hear. This group is often referred to as ""big D Deaf"". It is worth noting that deafness and cultural Deafness are not identical and overlap to some extent. People who are Deaf may be hearing people who use sign language, such as children of deaf adults. In either case, deafness is characterized by a lack of reaction to sound stimuli, and those who are deaf rely on other senses to communicate and interact with the world around them.",
84,Blood Chest Barrier,Great Wall,Leaping Over Barriers,-1,"['Leaping Over Barriers', 'Heart', 'Human Body', 'Skin System', 'Fortress Besieged', 'Brave New World', 'Firewall', 'Bookshelf', 'Bridge', 'Walls', 'air circulation ducts', 'Blankets', 'Shooting Through Walls', 'Building Structure', 'Immunity', 'Human Hands', 'Healing', 'The Great Wall', 'Burning Energy', 'Building']","[0.4020010263127475, 0.35467660723557326, 0.3441697736290478, 0.3296436479035193, 0.32707752769729365, 0.31426709002444597, 0.3021971808994076, 0.30015362176818045, 0.2996437206329565, 0.29841168601158674, 0.29352126890622154, 0.29170291226448564, 0.275507020293405, 0.2743600143621671, 0.25435085646247724, 0.24950818890417906, 0.24823039403314534, 0.24781414596321516, 0.2472500895946135, 0.24382624940071357]",name_properties,Blood Chest Barrier,"The Blood Chest Barrier plays a crucial role in the respiratory system of mammals, including humans. The lungs are responsible for extracting oxygen from the air and transferring it into the bloodstream, and releasing carbon dioxide from the bloodstream into the atmosphere. The pleurae reduce friction between the lungs and chest wall during breathing to allow for smooth and effortless movements of the lungs. Humans have two lungs situated in the thoracic cavity of the chest, within pleural sacs. Each lung has lobes that are further divided into bronchopulmonary segments and pulmonary lobules. The lungs receive a unique blood supply, with one circulatory system receiving deoxygenated blood from the heart for oxygen exchange and a separate supply of oxygenated blood to the lung tissue. However, the lungs are highly susceptible to respiratory diseases due to exposure to toxic chemicals or inhalation of harmful substances such as coal dust or asbestos fibers. The Thymus plays a key barrier function in the human body, protecting it from the threats of air and fluid pollutants, exposure to radiation, harmful chemicals, and external agents.",
85,Limit Modification System,Firewall,Regulator,12,"['Regulator', 'Factory System', 'A Tuning System for Music', 'Program Error', 'Lock', 'password lock', 'edit', 'A Distributed Computing System', 'British Government System', 'Circuit Malfunction', 'Computer Code', 'Firewall', 'Transportation Systems', 'Disassembly', 'lubrication system', 'Taylor Expansion', 'The Law of Means', 'Operating System', 'Chinese Political System', 'Building Structure']","[0.39259991417544365, 0.3634868192182736, 0.3450616705691881, 0.3415496582747456, 0.33142547335778, 0.32941620481643347, 0.32811850344638877, 0.3280672400204805, 0.31977879310084617, 0.31667993844258235, 0.30539243945927713, 0.3035587630287611, 0.3014203213598192, 0.30041641281333087, 0.2946647392997852, 0.2914461311704867, 0.2871453650423915, 0.2865398344984883, 0.28366990754709503, 0.2766493675599659]",name_properties,Limit Modification System,"The Limit Modification System, also known as the restriction modification system (RM system), is a natural defense mechanism found in prokaryotic organisms, including bacteria. It serves as a barrier against foreign DNA, such as that carried by bacteriophages. Bacteria possess restriction enzymes or restriction endonucleases, which act as molecular scissors that cut double-stranded DNA at specific points into fragments, which are further degraded by other endonucleases. This process effectively destroys the exogenous DNA, preventing infection. However, as the sequences recognized by these enzymes are very short, the bacterium itself also has these sequences within its genome. To prevent self-inflicted damage, methyl groups are added to the bases, which usually only modify a few specific bases on each strand. Endonucleases only cleave internal/non-terminal phosphodiester bonds after recognizing specific sequences, which are usually 4-6 base pairs long and often palindromic.",
86,Rod of Asclepius,Healing,Healing,1,"['Healing', 'Ancient Greece', 'Archery', 'Heart', 'wound', 'Ancient Rome', 'Robotic arm', 'Ancient Western Asia', 'The Helix Bridge', 'The Ring', 'lift', 'Diseases', 'Disease', 'atom', 'Human Hands', 'air circulation ducts', 'illness', 'Sun Protection', 'Peach Blossom Fan', 'Human Body']","[0.33483393829023816, 0.30684044714592895, 0.29014414747082956, 0.2816221571085993, 0.2780514715843081, 0.27730066915704926, 0.27267725529241177, 0.26589801883625686, 0.26173608211933685, 0.25886940589957785, 0.2439888906008463, 0.2438420112517657, 0.24253841205733748, 0.22930317700911734, 0.22503045548974832, 0.22444309100251641, 0.22326090405952115, 0.22203357407413, 0.2183564707768016, 0.21808163773047498]",name_properties,Rod of Asclepius,"The Rod of Asclepius is an ancient Greek symbol associated with medicine and healing, wielded by the god Asclepius. It is a single stick or rod, often depicted with a serpent wrapped around it. The serpent is said to represent regeneration and healing, as it sheds its skin (or molts) and emerges anew. This symbol has remained a powerful emblem in modern medicine and is often displayed as a sign of healthcare facilities and organizations. It is important to note that the Rod of Asclepius is often confused with the similar-looking caduceus, which is adorned with two intertwined snakes and was traditionally associated with commerce and not medicine.",
87,Healthcare,Building Repair,Healing,-1,"['Healing', 'Disease', 'business', 'Human Body', 'politics', 'Diseases', 'Occupation', 'illness', 'government', 'life', 'family', 'Financial Markets', 'Immunity', 'Houses', 'Supply Chain', 'education', 'Democracy', 'Music', 'War', 'Families']","[0.41356339630146044, 0.39784807317638177, 0.35237130603954725, 0.34486783470979265, 0.3379582845592787, 0.33546890584339584, 0.33424379247758407, 0.3218940246847716, 0.3184057475477403, 0.3168790472650619, 0.314721383024821, 0.3117487325168766, 0.3108186256924887, 0.31073082659879725, 0.30944156834459735, 0.3089703729780247, 0.30842527430867855, 0.3083629765577104, 0.3055717239531836, 0.3050181356011642]",name_properties,Healthcare,"Healthcare is the umbrella term that encompasses a wide range of health-related services aimed at achieving better physical and mental health outcomes for individuals. It consists of a diverse mix of health professionals and allied health fields such as medicine, dentistry, pharmacy, midwifery, nursing, optometry, audiology, psychology, occupational therapy, physical therapy, and athletic training, among others. The primary goal of healthcare is to prevent, diagnose, treat, ameliorate or cure diseases, injuries, mental impairments, and other health-related conditions. An efficient healthcare system is not only significant in promoting general physical and mental health but also in contributing to a country's economy, development, and industrialization. Access to healthcare may vary depending on social and economic conditions, and it is imperative that healthcare services are available to everyone irrespective of financial limitations, geographical and logistical barriers, and personal limitations. The provision of drugs and medication by a qualified doctor is an integral part of healthcare, and diseases can be effectively managed with proper access to healthcare services.",
88,Air Pollution,Disease,air filter,-1,"['air filter', 'Air handling system', 'Dust Storm', 'Urban Transportation', 'gas molecules', 'air circulation ducts', 'Urban Entropy Increase', 'Burning Energy', 'respiration', 'Vehicle Traffic', 'Architecture', 'Greenhouse', 'Urban', 'Sun Protection', 'Urban Evolution', 'Wind Power', 'Information Flow', 'Power Generation', 'Spread of Fire', 'Population Movement']","[0.5410800497823264, 0.4459525374482525, 0.43476095617216765, 0.39570838787928125, 0.3766014025360761, 0.3765332175774579, 0.3530926824688325, 0.3424574981753249, 0.3179418251005317, 0.31585695059810315, 0.3055502179574775, 0.30489528100417707, 0.2989278300244427, 0.29803194992088533, 0.29773988367015314, 0.2951603360180721, 0.2941675789690721, 0.2938577398616837, 0.2800143924073207, 0.2731134607362279]",name_properties,Air Pollution,"Air pollution is a global crisis that is harming both human health and the environment. It can be caused by both human activities and natural phenomena, with different types of pollutants such as gases, particulates and biological molecules. The effects of air pollution are far-reaching, causing diseases, allergies and even death to humans, animals and crops. Furthermore, it can damage the natural and built environment, such as causing climate change or habitat degradation. The main sources of air pollution are governance and pollution sources. Although several international and national legislation and regulations have been developed to limit the negative effects of air pollution, it is still considered largely haphazard or neglected. The problem of air pollution affects 90% of the world's population to some degree, causing $5 trillion in productivity losses and degraded quality of life each year. It is a significant risk factor for a number of pollution-related diseases and is the world's largest single environmental health risk, causing the deaths of around 7 million people worldwide each year. Nevertheless, several pollution control technologies and strategies are available to reduce air pollution, and local rules, when properly executed, have resulted in significant advances in public health.",
89,The Periodic Table,A Tuning System for Music,The Nervous System,-1,"['The Nervous System', 'The Brain', 'atom', 'Chemical Reactions', 'The Puzzle', 'Plants', 'Dictionary', 'Musical Notes', 'Human Body', 'Alphabet', 'The Writing System', 'A Puzzle', 'the skeletal system', 'Foundation Series', 'Ledger', 'Operating System', 'Ecosystem', 'Molecular Symmetry', 'Reactor', 'Bookshelf']","[0.3400048116594974, 0.33566370280741653, 0.33482055365901736, 0.32652664522462954, 0.317626161075129, 0.31387004130530394, 0.31031945827915947, 0.30867012005520433, 0.3020925474039059, 0.2987393966308791, 0.2832485472156746, 0.2807976976716758, 0.27431224102847757, 0.27298715201458823, 0.2694532358052602, 0.26799316098009984, 0.2669458423403136, 0.2653805629452284, 0.26126862420838687, 0.26089920098272623]",name_properties,The Periodic Table,"The periodic table is a fundamental tool in the study of chemistry. It is a tabular arrangement of the chemical elements in order of their increasing atomic numbers. This arrangement groups the elements with similar properties and allows scientists to predict the properties of new and undiscovered elements. Each element is represented by its symbol, atomic number, and atomic weight. The table can be used to examine the behavior of elements in chemical reactions and to predict the products of those reactions. The periodic table has many applications beyond chemistry, including in physics, biology, and materials science. Although it is a simple concept, the periodic table is one of the most important tools in modern science. This importance is reflected in the many variations of the periodic table, such as those that focus on crystal structure or electron configurations. Whether you are a student of science, a researcher, or simply interested in learning more about the elements that make up our world, the periodic table is an indispensable resource.",
90,Chemistry,Cooking,Chemical Reactions,4,"['Chemical Reactions', 'Math', 'laboratory', 'Cooking', 'Evolution', 'Drama', 'gas molecules', 'politics', 'Molecular Symmetry', 'Burning Energy', 'Dictionary', 'Dance', 'Reactor', 'Baking', 'atom', 'theory', 'Christianity', 'Friction', 'Disease', 'Human Body']","[0.5679808557118116, 0.429167171964955, 0.3984021726302715, 0.3652044312375967, 0.3433289135336177, 0.3329207810874449, 0.3322450463543741, 0.32782890321595404, 0.3230982212627857, 0.32208526204067794, 0.31870398477192374, 0.3181488746044825, 0.31556571488486607, 0.31496149115641786, 0.3148785121729852, 0.3092343595989945, 0.30732001000656317, 0.30570791216118676, 0.3033789711993138, 0.30055457351063425]",name_properties,Chemistry,"Chemistry is a branch of natural sciences that deals with matter, its composition, properties, and changes that occur during a reaction with other substances. It is a broad subject area that covers everything from the elements that make up matter to the compounds made of atoms, molecules, and ions. In chemistry, the chemical bonds in chemical compounds are also an essential aspect addressed. Often referred to as the ""central science,"" chemistry provides a foundation for understanding basic and applied scientific disciplines. It occupies an intermediate position between physics and biology, explaining various phenomena in botany, geology, ecology, cosmochemistry, pharmacology, and forensics. Chemicals are the building blocks of everything we know in this world, and a catalyst is a substance that facilitates a chemical reaction. A product is the result of a chemical reaction, often desired for its usefulness in society, such as the creation of new medicines or advanced materials.",
91,Molecular Synthesis,Manual,Molecular Symmetry,-1,"['Molecular Symmetry', 'Chemical Reactions', 'bacterial mutation', 'the replicator', 'Biological Evolution', 'Baking', 'Disassembly', 'Reactor', 'The Helix Bridge', 'Computer Code', 'Evolution', 'Translation', 'gas molecules', 'Deciphering the Code', 'Factory System', 'Drug Treatment', 'Solving Puzzles', 'atom', 'Cooking', 'Robotic Movement']","[0.5358478075076389, 0.3942817821202341, 0.3340898960974121, 0.3189688476601586, 0.30792578336814613, 0.2939521352200455, 0.2864833598914967, 0.2854426872326049, 0.2789218300776999, 0.27015635304984753, 0.2695202783213044, 0.26886343029876864, 0.26632964780214635, 0.2621346492146719, 0.25897271463265137, 0.25784069465305937, 0.2560317335415154, 0.25505827665359804, 0.25393018215199115, 0.25306095712963417]",name_properties,Molecular Synthesis,"Molecular biology is a branch of biological science that is interested in the chemical and physical structures of biological molecules such as proteins, nucleic acids, and lipids. It aims to understand the molecular basis of the biological processes that take place in cells, including how these molecules are synthesized, modified, and interact with one another. The field of molecular biology has grown substantially since the 1950s, when scientists Francis Crick, James Watson, Rosalind Franklin, and colleagues made a double helix model of DNA, thereby revolutionizing the way we think about genetics and biological activity. Molecular biology has many practical applications, including gene therapy, drug development, and disease diagnosis. By studying the fundamental building blocks of biological molecules, including the atoms and chemical bonds that form them, molecular biology is unlocking the secrets of life at the molecular level.",
92,Chemical Separation,Disassembly,Chemical Reactions,4,"['Chemical Reactions', 'Drug Treatment', 'Reactor', 'Disassembly', 'Molecular Symmetry', 'gas molecules', 'Machines', 'the cleaners', 'Circuits', 'Burning Energy', 'Plants', 'Soda', 'Buy and Sell', 'Air handling system', 'Friction', 'Cooking', 'Transportation Systems', 'Recipes', 'laboratory', 'Computer Processor']","[0.5865289980012367, 0.3439173918610477, 0.3194820889422251, 0.2962806581658506, 0.28547295603861333, 0.28249622226782123, 0.26136242881769306, 0.25458722671215006, 0.2497145699065528, 0.24147669479959777, 0.23965706179730106, 0.2396244806345129, 0.22811623045866006, 0.2260678515145261, 0.22425026360353, 0.22405318764944854, 0.2239208015098925, 0.22318441331898153, 0.22310611481857295, 0.22297366158623866]",name_properties,Chemical Separation,"Chemical Separation is a crucial scientific process that involves isolating or separating two or more substances within a mixed substance. This process is used to obtain the desired level of purity and enrichment in one or more of the source mixture's constituents. Separation techniques exploit differences in physical or chemical properties to accomplish the desired separation, and multiple operations are often combined to achieve the desired end. Industrial uses of separation techniques are essential for the modern economy since elements and compounds exist naturally in an impure state, and separation is required to make them productive. Chemical Separation serves analytical and preparative purposes, and it is performed on both small and large scales in laboratories and Chemical plants.",
93,Chemistry,Music,Chemical Reactions,-1,"['Chemical Reactions', 'Math', 'laboratory', 'Cooking', 'Evolution', 'Drama', 'gas molecules', 'politics', 'Molecular Symmetry', 'Burning Energy', 'Dictionary', 'Dance', 'Reactor', 'Baking', 'atom', 'theory', 'Christianity', 'Friction', 'Disease', 'Human Body']","[0.5680403413959121, 0.42916676484158267, 0.39840473105005203, 0.3651871240590273, 0.3433554731546632, 0.33293384124350767, 0.33222478401271294, 0.32780443668951276, 0.3231013095620209, 0.32209752586681684, 0.3186823285175102, 0.31818078394886345, 0.3155615821953083, 0.31498083680614375, 0.3149043124835052, 0.30925653339245274, 0.3072927997827012, 0.305727650376084, 0.30344343662993833, 0.3005240698190358]",name_properties,Chemistry,"Chemistry is a fundamental scientific discipline that explores the properties and behavior of matter. The study of chemistry encompasses everything from the individual atoms that make up chemical elements to the complex molecular structures that create chemical compounds. The key concepts of chemistry include the composition, structure, properties, and behavior of matter, as well as the changes it undergoes during chemical reactions. Through an understanding of chemical formulas and reactions, chemists are able to explain a wide range of natural phenomena, such as the formation of igneous rocks or the growth of plants. Moreover, chemistry provides a foundation for numerous applied scientific disciplines, including pharmacology and forensics. By studying chemistry, scientists are able to understand the fundamental building blocks of the natural world and harness this knowledge to develop new technologies that improve our lives.",
94,Electrochemical Reaction,Power Generation,Chemical Reactions,8,"['Chemical Reactions', 'Reactor', 'electromagnetic emission system', 'Circuits', 'Burning Energy', 'Electronic Signal Transmission', 'Ecosystem', 'Power Generation', 'Circuit Malfunction', 'Evolution', 'atom', 'Healing', 'respiration', 'Drug Treatment', 'Friction', 'Cooking', 'Financial Equilibrium', 'electronic scale automatically adjusts', 'Circular Economy', 'Group Behavior']","[0.6271249045002192, 0.45935115055795905, 0.3305682380633609, 0.3252712794543934, 0.3217270278785076, 0.30821076037982187, 0.280538848921231, 0.28018049847018134, 0.2635673849455424, 0.25567296514976323, 0.25454550487550054, 0.24672501767985378, 0.24484475774299655, 0.24455638400446075, 0.24184898596384052, 0.24120396761030047, 0.23320739434978416, 0.23134570890678624, 0.22846609322531122, 0.2258844529741077]",name_properties,Electrochemical Reaction,"Electrochemical reactions involve a unique process where electrical potential difference leads to an identifiable chemical change. The transfer of electrons occurs via an electronically-conducting phase, which can be an external electrical circuit or ions in a solution, between electrodes separated by an electrolyte. This process is distinct from conventional chemical reactions where electrons are transferred directly between atoms, ions, or molecules. The conductivity of the circuit or solution is critical to the overall process, as it facilitates the transfer of electrons between the electrodes, which can lead to reactions such as electrolysis, electric batteries, or fuel cells. This explanation highlights the significance of electron transfer, the role of conductors and the use of electronic circuits in electrochemical reactions.",
95,Crystals,Architecture,Mirrors,-1,"['Mirrors', 'Plants', 'Circuits', 'Solving Puzzles', 'Walls', 'Molecular Symmetry', 'Healing', ""Rubik's Cube"", 'The Puzzle', 'A Puzzle', 'Chemical Reactions', 'Families', 'atom', 'wrinkles', 'Deciphering the Code', 'Houses', 'Buildings', 'Vortex', 'Foundation Series', 'Diseases']","[0.3869292540488284, 0.3665942200472431, 0.34895537720655334, 0.3385775562648095, 0.3312548597689396, 0.3208159748749173, 0.31885272779623997, 0.3179420296819544, 0.31575453136926934, 0.31444851382508154, 0.3066860179420485, 0.30649411700938056, 0.302141545836564, 0.29992692653380526, 0.295892899829328, 0.2939321539454597, 0.2888302355736714, 0.2858921425973939, 0.28534197311001974, 0.2850414075707979]",name_properties,Crystals,"Crystals are solid materials that exhibit a highly ordered microscopic structure, formed by the arrangement of its atomic constituents in a crystal lattice. This lattice extends in all directions and imparts a specific geometrical shape to macroscopic single crystals. The study of crystals and their formation is known as crystallography, and it involves understanding chemical bonds and atomic arrangements that sustain the crystalline solid. Examples of commonly known crystals include diamonds, snowflakes, and table salt. Inorganic solids are mainly polycrystals, which consist of several microscopic crystals fused together into a single solid. On the contrary, amorphous solids are those that have atoms without a periodic structure. Examples of amorphous solids include glass, wax, and plastic. Although they may be called crystals, lead crystal and crystal glass are types of glass, which is another type of amorphous solid. Despite their scientific importance, crystals are also sometimes used in pseudoscientific practices like crystal therapy, associated with Wiccan beliefs and other religious movements that embrace spellwork.",
96,Chemistry,Leaping Over Barriers,Chemical Reactions,-1,"['Chemical Reactions', 'Math', 'laboratory', 'Cooking', 'Evolution', 'Drama', 'gas molecules', 'politics', 'Molecular Symmetry', 'Burning Energy', 'Dictionary', 'Dance', 'Reactor', 'Baking', 'atom', 'theory', 'Christianity', 'Friction', 'Disease', 'Human Body']","[0.5679548987832436, 0.4291647739322988, 0.39836070890495984, 0.3651118259699573, 0.3433182670081632, 0.3329306910035001, 0.3322367804278318, 0.32773727505433503, 0.3231069583568146, 0.32208968158279633, 0.3186331354099857, 0.3181659304460034, 0.3154988999450026, 0.3149678085952297, 0.3148636091738276, 0.3092328781756052, 0.3072951820417493, 0.30573379903765036, 0.3033503305981893, 0.3005219815912113]",name_properties,Chemistry,"Chemistry is a fascinating field of study that helps us understand the building blocks that make up the world around us - from the elements that compose matter to the compounds made of atoms and molecules. It deals with the composition, structure, properties, and behavior of matter, as well as the changes that occur when substances react with one another. One of the key concepts in chemistry is activation energy which is the minimum amount of energy required for a chemical reaction to occur. Reactants are the substances that undergo a chemical change while products are the substances formed after a reaction. Understanding these concepts can provide insights into the behavior of matter in our physical environment and is useful in many fields, such as botany, geology, ecology, pharmacology, and forensics. Overall, chemistry plays a foundational role in both basic and applied scientific disciplines and has a wide range of fascinating applications that continue to be explored by scientists today.",
97,Chemistry,Crowd,Chemical Reactions,-1,"['Chemical Reactions', 'Math', 'laboratory', 'Cooking', 'Evolution', 'Drama', 'gas molecules', 'politics', 'Molecular Symmetry', 'Burning Energy', 'Dictionary', 'Dance', 'Reactor', 'Baking', 'atom', 'theory', 'Christianity', 'Friction', 'Disease', 'Human Body']","[0.5679548987832436, 0.4291647739322988, 0.39836070890495984, 0.3651118259699573, 0.3433182670081632, 0.3329306910035001, 0.3322367804278318, 0.32773727505433503, 0.3231069583568146, 0.32208968158279633, 0.3186331354099857, 0.3181659304460034, 0.3154988999450026, 0.3149678085952297, 0.3148636091738276, 0.3092328781756052, 0.3072951820417493, 0.30573379903765036, 0.3033503305981893, 0.3005219815912113]",name_properties,Chemistry,"Chemistry is a fascinating field that involves the study of matter and its properties. It delves into the elements that make up matter, the compounds created from them, and the changes that occur during a reaction with other substances. Chemistry looks closely at the composition, structure, properties, and behavior of matter. It examines the nature of chemical bonds and how they interact with each other. In studying these aspects, chemistry occupies an intermediate position between physics and biology. Known as the central science, it provides the foundation for a fundamental understanding of both basic and applied scientific disciplines. Understanding chemistry is essential to explaining plant growth, the formation of rocks, atmospheric ozone creation, environmental pollutant degradation, soil properties, how medications work, and DNA collection for criminal investigation. Chemistry is driven by various factors, including a material's reactive surface area and the speed and process of chemical reactions.",
98,Chemistry,Construction Work,Chemical Reactions,-1,"['Chemical Reactions', 'Math', 'laboratory', 'Cooking', 'Evolution', 'Drama', 'gas molecules', 'politics', 'Molecular Symmetry', 'Burning Energy', 'Dictionary', 'Dance', 'Reactor', 'Baking', 'atom', 'theory', 'Christianity', 'Friction', 'Disease', 'Human Body']","[0.5679808557118116, 0.429167171964955, 0.3984021726302715, 0.3652044312375967, 0.3433289135336177, 0.3329207810874449, 0.3322450463543741, 0.32782890321595404, 0.3230982212627857, 0.32208526204067794, 0.31870398477192374, 0.3181488746044825, 0.31556571488486607, 0.31496149115641786, 0.3148785121729852, 0.3092343595989945, 0.30732001000656317, 0.30570791216118676, 0.3033789711993138, 0.30055457351063425]",name_properties,Chemistry,"Chemistry is a fundamental branch of science that explores the properties and behavior of matter at both macroscopic and microscopic levels. It deals with the composition, structure, properties, and reactivity of substances, from individual atoms and molecules to complex compounds. Chemistry is often referred to as the central science, as it provides a foundation for understanding other fields such as physics, biology, and geology. Enzymes are one vital aspect of chemistry, which are biological catalysts that speed up chemical reactions. However, enzymes require specific conditions to work effectively, such as optimal temperature, pH, and substrate concentration. In any chemical reaction, a reactant is transformed into a product, which may have different physical and chemical properties from the original substance. Hence, chemistry is a fascinating field that explains the natural phenomena we observe in our daily lives, from the growth of plants to the development of medicines and the analysis of forensic evidence.",
99,Chemical Reaction,Friction,Chemical Reactions,15,"['Chemical Reactions', 'Reactor', 'Burning Energy', 'Evolution', 'atom', 'Group Behavior', 'Molecular Symmetry', 'Biological Evolution', 'Cooking', 'Drug Treatment', 'Healing', 'gas molecules', 'Recipes', 'respiration', 'Friction', 'Ecosystem', 'Disease', 'Computer Code', 'The Law of Means', 'bacterial mutation']","[0.8731054820954685, 0.5141228938068834, 0.35037243674553187, 0.31503665810365317, 0.308341377717794, 0.3047859278657391, 0.29790310184046354, 0.2969367997449587, 0.29597767215404885, 0.2955688514898095, 0.29359089238659636, 0.2923788914599704, 0.2916696257214608, 0.28611516346233334, 0.2827452340026128, 0.2798551495040117, 0.2719473996913725, 0.27121593140445976, 0.27090256839850224, 0.2701304296780525]",name_properties,Chemical Reaction,"A chemical reaction is a process that involves the transformation of one set of chemical substances into another. This change occurs through the breaking and forming of chemical bonds between atoms, often resulting in different properties of the products compared to the reactants. Chemical reactions can be described by a chemical equation, and usually occur at a certain rate depending on temperature and chemical concentration. Reactants, or the substances initially involved, undergo a series of individual sub-steps until they reach completion or equilibrium in either the forward or reverse direction. Chemical reactions may be classified as redox or nonredox depending on whether oxidation and reduction occur, and different reactions are used in chemical synthesis to obtain desired products. In biochemistry, these reactions form metabolic pathways that are catalyzed by proteins enzymes. Chemical reactions are also extended to include reactions between entities smaller than atoms such as nuclear reactions, radioactive decays, and elementary particle interactions.",
100,Periodic Table,Alphabet,Dictionary,6,"['Dictionary', 'atom', 'Chemical Reactions', 'Bookshelf', 'Plants', 'Alphabet', 'planet', 'Ledger', 'Musical Notes', 'Reactor', 'Tree', 'Human Body', 'Ecosystem', 'clock', 'Operating System', 'shelf', 'The Brain', 'Molecular Symmetry', 'Foundation Series', 'Families']","[0.3721315364305634, 0.3637747661675281, 0.3511392385426806, 0.3375718096443651, 0.3302009738151591, 0.3291101812706231, 0.3236913272571794, 0.3220243118707705, 0.3216847660998996, 0.32063316989993473, 0.31982789055321237, 0.3013719139166169, 0.3012480407194871, 0.290231425509594, 0.28757558719243337, 0.2863782908407182, 0.2852604654567963, 0.28467350505031674, 0.28363084946535105, 0.281080758853303]",name_properties,Periodic Table,"The periodic table is a key tool in chemistry, physics, and other sciences, providing a systematic arrangement of the chemical elements according to their atomic numbers and chemical properties. This iconic table is divided into rows called periods and columns called groups, which exhibit similar chemical characteristics. The elements on the periodic table are electrically neutral atoms with an equal number of protons and electrons, and isotopes are listed together. Dmitri Mendeleev formulated the first periodic table in 1869, based on the periodic law that chemical properties depend on atomic mass. Since then, scientists have discovered all 118 elements and the table has continued to evolve with scientific progress. However, there is still discussion on whether some elements are correctly positioned in the table and alternative representations exist. Despite these debates, the periodic table remains an indispensable tool in modern chemistry, providing a foundation for understanding the fundamental building blocks of matter.",
