id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
234,The Discovery of the Cape of Good Hope,The Discovery of America,"['The Discovery of America', 'The Discovery of India']",The Discovery of India,1,2,"['The Discovery of America', 'The Discovery of India']","[2, 1]","['The Discovery of India', 'The Discovery of America', 'Sailing', 'Islam', 'laboratory', 'The Long Journey', 'The Old Man and the Sea', 'India', 'Maps', 'Love in the Time of Cholera', 'company', 'Declaration of Independence', 'Into the Wild', 'Brave New World', 'Archeology', 'The Movie', 'Crime Scene', 'China', 'Ancient Greece', 'The American War of Independence']","[0.7692640711520586, 0.5727287732526798, 0.3108839581020084, 0.298471448754727, 0.2647226798607162, 0.2522167057064978, 0.24482410660949405, 0.24103277371566784, 0.23294172650174674, 0.2194514534809579, 0.21662834170759837, 0.21541501614648245, 0.20934898587424908, 0.20232512983078527, 0.20102729361339186, 0.19333914192164958, 0.19163811024629324, 0.18936104756975547, 0.18853108787236655, 0.18778862058139262]",name_properties,"The Discovery of the Cape of Good Hope. Dias, Portugal, indian ocean","The Discovery of America by Joachim Heinrich Campe is a groundbreaking trilogy that centers around the discovery, early exploration, and conquest of America. Published in the 18th century, the book speaks to young readers and kids, providing a glimpse into the achievements of Christopher Columbus, Hernán Cortés, and Francisco Pizarro. Campe was among the pioneers of German children's literature, and the book has become a cornerstone of children's literature worldwide. The author's involvement in philanthropinism is evident in the trilogy, which has been translated into various languages. Although the trilogy does not directly deal with Dias or Portugal in the Indian Ocean, it is essential in educating and inspiring young readers about the history and culture of America.","Dias, Portugal, indian ocean"
235,The Discovery of the Cape of Good Hope,The Discovery of India,"['The Discovery of America', 'The Discovery of India']",The Discovery of India,1,2,"['The Discovery of America', 'The Discovery of India']","[2, 1]","['The Discovery of India', 'The Discovery of America', 'Sailing', 'Islam', 'laboratory', 'The Long Journey', 'The Old Man and the Sea', 'India', 'Maps', 'Love in the Time of Cholera', 'company', 'Declaration of Independence', 'Into the Wild', 'Brave New World', 'Archeology', 'The Movie', 'Crime Scene', 'China', 'Ancient Greece', 'The American War of Independence']","[0.7692640711520586, 0.5727287732526798, 0.3108839581020084, 0.298471448754727, 0.2647226798607162, 0.2522167057064978, 0.24482410660949405, 0.24103277371566784, 0.23294172650174674, 0.2194514534809579, 0.21662834170759837, 0.21541501614648245, 0.20934898587424908, 0.20232512983078527, 0.20102729361339186, 0.19333914192164958, 0.19163811024629324, 0.18936104756975547, 0.18853108787236655, 0.18778862058139262]",name_properties,"The Discovery of the Cape of Good Hope. Dias, Portugal, indian ocean","The Discovery of America is a renowned trilogy that takes the reader on a journey through the discovery, exploration, and conquest of America. It is an amazing creation of Joachim Heinrich Campe, a German author and educator, which targets children and young adults as its primary audience. The work focuses on three explorers - Christopher Columbus, Hernán Cortés, and Francisco Pizarro, and each volume is dedicated to one of them. With its direct targeting of children, it is considered to be one of the first books of specific children's literature. The book has been widely successful since its publication in 1781/82 and has been translated into several languages. Joachim Heinrich Campe has set the standard for German children's literature and has made significant contributions to the educational movement of philanthropinism. Despite having nothing to do with Dias or Portugal in the Indian Ocean, the book is a must-read for anyone who loves to discover history in a unique way.","Dias, Portugal, indian ocean"
236,The Discovery of America,The Discovery of India,['The Discovery of India'],The Discovery of America,2,1,['The Discovery of India'],[2],"['The Discovery of America', 'The Discovery of India', 'Ancient Rome', 'laboratory', 'Declaration of Independence', 'Christianity', 'Sailing', 'Into the Wild', 'Love in the Time of Cholera', 'The American War of Independence', 'Archeology', 'The Long Journey', 'company', 'India', 'Ancient Greece', 'innovation', 'The Real World', 'The Old Man and the Sea', 'Solving Puzzles', 'Crime Scene']","[0.9653396107371184, 0.6632926160810442, 0.386174155950004, 0.35537745494998385, 0.34144279309791725, 0.30797729528415396, 0.30237168573876677, 0.294637927306974, 0.2939452954716908, 0.28256001839307343, 0.2815141000437635, 0.274556428169761, 0.273591408250233, 0.2577730391694094, 0.2527228482401832, 0.24963334884028385, 0.24619235428399375, 0.24155773045611006, 0.22944493742387856, 0.22797834147097304]",name_properties,"The Discovery of America. columbus, Italy, America","Sorry, the given keywords are not relevant to the description of the item which is about the discovery of the Cape of Good Hope. The Cape of Good Hope is a rocky headland on the Atlantic coast of the Cape Peninsula in South Africa that marks the point where a ship begins to travel more eastward than southward when following the western side of the African coastline from the equator. It was discovered by Portuguese explorer Bartolomeu Dias in 1487, who called it Cabo das Tormentas ('Cape of Storms'; Dutch: Stormkaap), which was the original name of the ""Cape of Good Hope"". Its significance to sailors as a waypoint on the Cape Route and the clipper route followed by clipper ships to the Far East and Australia has made it a famous landmark. The term Cape of Good Hope is also used to refer to a section of the Table Mountain National Park, the early Cape Colony established by the Dutch East Indies Company, and the entire region that was to become the Cape of Good Hope Province.","columbus, Italy, America"
237,British Constitutional Monarchy,American Presidential System,"['American Presidential System', 'German Constitutional Monarchy']",German Constitutional Monarchy,1,2,"['American Presidential System', 'German Constitutional Monarchy']","[4, 1]","['German Constitutional Monarchy', 'British Government System', 'Australian Parliamentary System', 'American Presidential System', 'French Presidential System', 'French presidential system', 'Feudal Dynasties', 'The French Revolution', 'government', 'Enlightenment', 'The American War of Independence', 'Constitution of 1787', 'The Constitution of 1787', 'Declaration of Human Rights', 'Declaration of the Rights of Man', 'Democracy', 'Declaration of Independence', 'state', 'American Civil War', 'Chinese Political System']","[0.6758892371890907, 0.552364592249021, 0.3640680274329805, 0.3553919129508839, 0.33827633192998224, 0.32471685204138334, 0.3095005260780207, 0.3035300863842347, 0.293716192079964, 0.291580495899751, 0.27799459005464006, 0.27747871387870315, 0.2759951517869781, 0.26775790942736305, 0.26727339691898033, 0.26609844268012284, 0.2529296620718234, 0.24490703978953637, 0.24402168332605073, 0.23483666487761473]",name_properties,"British Constitutional Monarchy. king, hereditary, life tenure","A British Constitutional Monarchy is a system of government where the monarch's authority is limited by a constitution, and the monarch's decision-making power is not absolute. This differs from an absolute monarchy, where the king or queen has complete authority. Constitutional monarchies have varying levels of authority granted to the monarch, ranging from almost no discretion to some reserve powers. The United Kingdom is a constitutional monarchy, where the monarch holds formal powers such as dissolving parliament, but these powers can only be exercised in accordance with constitutional principles. One of the defining features of a constitutional monarchy is that the monarch holds their position through hereditary and life tenure, meaning that their role is not subject to regular elections.","king, hereditary, life tenure"
238,British constitutional monarchy,French presidential system,['French presidential system'],German Constitutional Monarchy,5,1,['French presidential system'],[5],"['German Constitutional Monarchy', 'British Government System', 'Australian Parliamentary System', 'American Presidential System', 'French Presidential System', 'French presidential system', 'government', 'Enlightenment', 'The French Revolution', 'Feudal Dynasties', 'Constitution of 1787', 'The Constitution of 1787', 'The American War of Independence', 'Declaration of the Rights of Man', 'Declaration of Human Rights', 'Declaration of Independence', 'Democracy', 'American Civil War', 'state', 'Horse Racing']","[0.6505714614257503, 0.5712961953692517, 0.3743443964636012, 0.34216258821671774, 0.3226246817043721, 0.3167537616914329, 0.3026489590927769, 0.297680176280138, 0.29387066633282466, 0.289806227621919, 0.28153810676311, 0.2797130479826153, 0.2794631719207234, 0.2717541766608798, 0.2656726039714953, 0.2578123158408352, 0.2540434638355542, 0.2446109244290801, 0.2389817600441706, 0.22211144138384808]",name_properties,"British constitutional monarchy. king, hereditary, life tenure","A British constitutional monarchy is a form of government where the monarch exercises their authority in accordance with a constitution and is not the only decision-maker. The monarch is bound to exercise powers and authorities within the limits prescribed by an established legal framework. The United Kingdom and other Commonwealth realms are constitutional monarchies in the Westminster system of constitutional governance. The monarchy holds formal authority and the government may legally operate in the monarch's name, but the monarch no longer personally sets public policy or chooses political leaders. The British political theorist Walter Bagehot identified three main political rights which a constitutional monarch may freely exercise: the right to be consulted, the right to encourage, and the right to warn. The monarch retains the title for life but is hereditary.","king, hereditary, life tenure"
239,British Constitutional Monarchy,German Constitutional Monarchy,"['American Presidential System', 'German Constitutional Monarchy']",German Constitutional Monarchy,1,2,"['American Presidential System', 'German Constitutional Monarchy']","[4, 1]","['German Constitutional Monarchy', 'British Government System', 'Australian Parliamentary System', 'American Presidential System', 'French Presidential System', 'French presidential system', 'Feudal Dynasties', 'The French Revolution', 'government', 'Enlightenment', 'The American War of Independence', 'Constitution of 1787', 'The Constitution of 1787', 'Declaration of Human Rights', 'Declaration of the Rights of Man', 'Democracy', 'Declaration of Independence', 'state', 'American Civil War', 'Chinese Political System']","[0.6759517906918189, 0.5523053717170061, 0.36401926607779705, 0.35536182638142727, 0.3382796363629529, 0.3247275903658301, 0.3094826330003727, 0.30350943728742885, 0.2936914318479124, 0.29154309467773365, 0.27791183242613093, 0.2774064218729039, 0.27592401418969126, 0.2677418672569702, 0.2672698655957335, 0.2660349390238317, 0.252837109718729, 0.2447965216979735, 0.24392669525482982, 0.2348460058786425]",name_properties,"British Constitutional Monarchy. king, hereditary, life tenure","A British constitutional monarchy is a type of monarchy where the monarch's authority is exercised in accordance with a constitution, meaning they are not the sole decision-maker. The British constitutional monarchy is a strong example of this system, with the monarch exercising limited powers that are strictly defined by written constitutional principles and/or unwritten constitutional conventions. The British monarch holds formal powers, such as the right to dissolve parliament or give royal assent to legislation, but these powers are typically exercised only in accordance with established legal frameworks. The British monarchy is hereditary, meaning the crown passes down through generations within the royal family. Additionally, the British monarchy operates on a life tenure basis, with the current monarch reigning until their death or abdication.","king, hereditary, life tenure"
240,American Presidential System,French Presidential System,"['French Presidential System', 'German Constitutional Monarchy']",American Presidential System,2,2,"['French Presidential System', 'German Constitutional Monarchy']","[2, 16]","['American Presidential System', 'French Presidential System', 'French presidential system', 'Mexican Political System', 'Chinese Political System', 'Australian Parliamentary System', 'politics', 'state', 'Democracy', 'Democratic Centralism in China', 'government', 'British Government System', 'Constitution of 1787', 'The Constitution of 1787', 'nation', 'German Constitutional Monarchy', 'The American War of Independence', 'The Writing System', 'Army', 'American Civil War']","[0.9745878241824611, 0.643268373455016, 0.6284442964001976, 0.49410089326635376, 0.47266324452013997, 0.4585845141567956, 0.3829709195683084, 0.3796190881300656, 0.37311852423888575, 0.3673608506396524, 0.36665437999795464, 0.3379777277463796, 0.3379072640494317, 0.33008834946203097, 0.3262374294051301, 0.31858718910619366, 0.30521600232200496, 0.28573349795384195, 0.26724815614240727, 0.26240030023826144]",name_properties,"American Presidential System. president, election, four years","The American Presidential System is a form of government where the head of government is typically referred to as the president and is directly or indirectly elected by a group of citizens for a term of four years. This system is separate from the legislative branch and is responsible for leading the executive branch of the government. The president serves as both the head of government and head of state, unlike in a parliamentary system where the head of government is selected by gaining the confidence of an elected legislature. The presidential system originated from a time when the person presided over the governing body and in the early days of the United States where the President of the Continental Congress held such powers. This system is prevalent in the mainland Americas, Central and southern West Africa, and Central Asia. With elections happening every four years, the American Presidential System depends heavily on the democratic process to maintain its stability and progression.","president, election, four years"
241,American Presidential System,German Constitutional Monarchy,"['French Presidential System', 'German Constitutional Monarchy']",American Presidential System,2,2,"['French Presidential System', 'German Constitutional Monarchy']","[2, 16]","['American Presidential System', 'French Presidential System', 'French presidential system', 'Mexican Political System', 'Chinese Political System', 'Australian Parliamentary System', 'politics', 'state', 'Democracy', 'Democratic Centralism in China', 'government', 'British Government System', 'Constitution of 1787', 'The Constitution of 1787', 'nation', 'German Constitutional Monarchy', 'The American War of Independence', 'The Writing System', 'Army', 'American Civil War']","[0.9745614708824911, 0.6432133877907233, 0.6283822655753295, 0.4940494140700062, 0.47262422827343714, 0.458544384305948, 0.3830824276178112, 0.37965099293514093, 0.373202462529674, 0.3673477413814954, 0.36669508108690385, 0.3379229336358299, 0.3379098174244232, 0.3300932966975102, 0.3263250564930358, 0.31853303650224274, 0.3052947251462483, 0.2857899322252584, 0.26731227192624385, 0.26246830288138634]",name_properties,"American Presidential System. president, election, four years","The American Presidential System is one form of government that is adopted by several countries around the world. In this system, the head of government is directly or indirectly elected by a group of citizens and holds the title of president. The president is not responsible to the legislature and is the head of state as well as the head of the executive branch of the government. The presidency term in the United States is restricted to four years, after which the president has to be re-elected for another four-year term if he/she wishes to continue serving as the president. This system of government is prevalent in the mainland Americas, Central and southern West Africa and in Central Asia, and is in contrast to a parliamentary system where the head of government is elected by gaining the confidence of an elected legislature.","president, election, four years"
242,French Presidential,German Constitutional Monarchy,['German Constitutional Monarchy'],French Presidential System,10,1,['German Constitutional Monarchy'],[10],"['French Presidential System', 'French presidential system', 'American Presidential System', 'Enlightenment', 'Declaration of Human Rights', 'The French Revolution', 'Chinese Political System', 'politics', 'Declaration of the Rights of Man', 'German Constitutional Monarchy', 'government', 'Democratic Centralism in China', 'Mexican Political System', 'Constitution of 1787', 'Australian Parliamentary System', 'The Constitution of 1787', 'Democracy', 'state', 'British Government System', 'society']","[0.9268055256220773, 0.9204990419491176, 0.5979883800076947, 0.3788758115754026, 0.378683425519225, 0.3684948325436159, 0.36532353680250673, 0.3639888490030355, 0.3633368371845577, 0.3491876669089815, 0.3317643743772681, 0.31604072210315154, 0.3046590013614239, 0.300747016959816, 0.29496455857934856, 0.2908357350830529, 0.2778708847947321, 0.27001784378863813, 0.2512738692769872, 0.24222508834276257]",name_properties,"French Presidential. president, election, seven years","The French presidential election of 2022 was a highly-anticipated event that saw the re-election of Emmanuel Macron as the President of France for another term of seven years. The election took place over two rounds, with Macron emerging as the winner in the second round against his opponent, Marine Le Pen. The election was notable for its low turnout and the poor performance of the traditional dominant parties, the Republicans and the Socialist Party. Despite facing stiff competition from other candidates, including Jean-Luc Mélenchon and Éric Zemmour, Macron was able to secure a comfortable victory to become the first French President in almost two decades to win a re-election bid. The presidential election was followed by the French legislative election, which aimed to elect members of the National Assembly, the lower house of the French Parliament.","president, election, seven years"
243,Historical Research,Deciphering the Code,['Deciphering the Code'],laboratory,-1,0,[],[],"['laboratory', 'Archeology', 'research', 'life', 'Crime Scene', 'theory', 'Mathematical Calculations', 'reasons for a theory', 'idea', 'crime', 'Construction Work', 'memory', 'society', 'Houses', 'debate', 'nation', 'company', 'Building', 'innovation', 'Miner']","[0.4498845288459804, 0.4488138010403888, 0.4404908772967194, 0.37038523422818337, 0.35633970116070046, 0.347161965622503, 0.32255074122939054, 0.32209212480798893, 0.3218473180736068, 0.31301243707093185, 0.3129770601505996, 0.30989546572281534, 0.30889893801869256, 0.3082739214185488, 0.2996665437981144, 0.29780637044952096, 0.2915522743862696, 0.28609104161953197, 0.285039938992328, 0.2850358030989368]",name_properties,"Historical Research. facts, background, historical data, analyze","Historical research is an important field that involves the collection and analysis of historical data to uncover the facts and background of past events. The Institute of Historical Research (IHR) is a respected organisation in the United Kingdom, providing researchers with the resources and training they need to excel in this field. Founded in 1921 by A. F. Pollard, the IHR is a part of the School of Advanced Study at the University of London and is located at Senate House. With access to an extensive collection of primary sources and historical documents, researchers at the IHR are well-equipped to analyze and interpret historical data, uncovering new insights into the past. By conducting rigorous research and applying critical thinking skills, these researchers can shed light on events that have shaped the world we live in today.","facts, background, historical data, analyze"
244,La Traviata,Sunrise,['Sunrise'],La Traviata,3,1,['Sunrise'],[3],"['La Traviata', 'Drama', 'Sunrise', 'American Civil War', 'Love in the Time of Cholera', 'The French Revolution', 'Nie Haihua', 'A Dream of Red Mansions', 'The Great Gatsby', 'Enlightenment', 'The Old Man and the Sea', 'Occupation', 'the cleaners', 'The Movie', 'Declaration of Human Rights', 'eating dinner', 'poverty', 'Painter and Critic', 'Revolution of 1911', 'The Revolution of 1911']","[0.8248661134174095, 0.3299689597049401, 0.31263549153874637, 0.3110064395390679, 0.2985437917967535, 0.29611858600088015, 0.2795019100001886, 0.26614050651446025, 0.26559683334588075, 0.25662506259912915, 0.24284038661271926, 0.24030755922414404, 0.2367411304224584, 0.2296707475848872, 0.21479332384315852, 0.2116740404671673, 0.20816781490409392, 0.20808788959887536, 0.20771907205928203, 0.20030152061402723]",name_properties,"La Traviata. Dumas, Margaret, prostitute, bourgeoisie","La Traviata is an opera in three acts by Giuseppe Verdi, based on the play La Dame aux camélias by Alexandre Dumas fils, adapted from his own novel. Originally titled Violetta, the opera tells the story of Margaret, a wealthy and well-educated prostitute who falls in love with a member of the bourgeoisie. Despite societal pressures and tragic circumstances, their love is immortalized through Verdi's stunning score. Though the opera was intended to be set in contemporary times, it was initially staged in the 1700s at the insistence of La Fenice opera house authorities. Despite this setback, La Traviata has become one of the most beloved operas of all time, with realistic productions finally being staged in the 1880s.","Dumas, Margaret, prostitute, bourgeoisie"
245,Pride and Prejudice,The Old Man and the Sea,"['The Old Man and the Sea', 'A Dream of Red Mansions']",La Traviata,10,1,['A Dream of Red Mansions'],[10],"['La Traviata', 'The Great Gatsby', 'Brave New World', 'Human Relationships', 'human', 'ambition', 'marriage', 'Nie Haihua', 'Animal Farm', 'A Dream of Red Mansions', 'The Real World', 'Drama', 'love', 'British Government System', 'life', 'faith', 'Fortress Besieged', 'business', 'The Movie', 'Houses']","[0.36819390293813276, 0.3355570906213373, 0.32906307375444527, 0.30974989270342856, 0.3092445526616614, 0.2787362689970357, 0.2775023833219661, 0.2740709102498141, 0.264007336332457, 0.25960935594366924, 0.25895390704719484, 0.2547366902493391, 0.2543715892692426, 0.2502257760670914, 0.24423560179112125, 0.23819435403849729, 0.23576492859864184, 0.23571943841608495, 0.2352708826765774, 0.23354498927303416]",name_properties,"Pride and Prejudice. Jane Austin, Elizabeth Bennett, Frances Bennett, Mr Darcy, human arrogance","Pride and Prejudice, written by the renowned author Jane Austen, is a novel of manners that explores the character development of the dynamic protagonist, Elizabeth Bennet. The novel revolves around the lives of Mr Bennet and his five daughters, who face the possibility of becoming poor upon his death since their property is entailed and can only be passed to a male heir. This situation motivates the Bennet sisters to find wealthy husbands to support themselves and their family. The novel introduces the popular characters of Elizabeth Bennet and Mr Darcy, whose initial interactions are characterized by human arrogance and misunderstandings. Through the novel, Elizabeth Bennet learns about the repercussions of hasty judgments and discerns the difference between superficial goodness and actual goodness. Pride and Prejudice has become one of the most beloved books in English literature, with over 20 million copies sold and still counting, inspiring many derivatives in modern literature. This novel has remained relevant for over a century, with many dramatic adaptations, sequels, films, and TV versions portraying its memorable characters and themes, reaching mass audiences.","Jane Austin, Elizabeth Bennett, Frances Bennett, Mr Darcy, human arrogance"
246,One Hundred Years of Solitude,Into the Wild,"['Into the Wild', 'Love in the Time of Cholera']",Love in the Time of Cholera,1,2,"['Into the Wild', 'Love in the Time of Cholera']","[7, 1]","['Love in the Time of Cholera', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'White Night Walk', 'The Great Gatsby', 'Foundation Series', 'Into the Wild', 'Fortress Besieged', 'The Discovery of America', 'La Traviata', 'Animal Farm', 'Brave New World', 'Mexican Political System', 'Bookshelf', 'Sunrise', 'The Discovery of India', 'family', 'The Real World', 'Journey to the West', 'Drama']","[0.543931567261571, 0.3786134287240343, 0.32861444599510164, 0.324953050494593, 0.29405346396831816, 0.28336402563452545, 0.27138314116575823, 0.2693998544778169, 0.2647126298808091, 0.24614445978055005, 0.2435292821377676, 0.2414506254312449, 0.23779010497494388, 0.23359037328946536, 0.23137709587400257, 0.22998820260895642, 0.2277667228087626, 0.22735352601812361, 0.22661840471943484, 0.22273843896533974]",name_properties,"One Hundred Years of Solitude. Garcia Marquez, buendia family, marcos, Magical Realism","One Hundred Years of Solitude, written by the renowned Colombian author Gabriel García Márquez, takes readers on a journey through the multi-generational story of the Buendía family. The novel focuses on the founding of Macondo, a fictitious town, by the patriarch, José Arcadio Buendía, and its subsequent history spanning across a century. One Hundred Years of Solitude is considered a remarkable representative of the literary Latin American Boom of the 1960s and 1970s, which was inspired by Modernism and the Cuban Vanguardia literary movement. García Márquez's use of magical realism style and thematic substance adds to the novel’s allure, making it one of the most important contributions to the Hispanic literary canon, as well as to world literature. With its translation into 46 languages and over 50 million copies sold, One Hundred Years of Solitude is, without a doubt, García Márquez's magnum opus and a must-read for literature enthusiasts.","Garcia Marquez, buendia family, marcos, Magical Realism"
247,1984,Brave New World,"['Brave New World', 'Animal Farm']",Brave New World,1,2,"['Brave New World', 'Animal Farm']","[1, 2]","['Brave New World', 'Animal Farm', 'Foundation Series', 'politics', 'British Government System', 'New Culture Movement', 'The Second Industrial Revolution', 'The Real World', 'laboratory', 'The Great Gatsby', 'communication networks', 'Operating System', 'memory', 'society', 'book', 'Enlightenment', 'The Neural Network of Computers', 'Deciphering the Code', 'edit', 'government']","[0.39797592196209425, 0.38293981600197124, 0.3110238609698789, 0.28159368640613847, 0.26453731090782506, 0.26101629322832426, 0.24680523460240164, 0.24174956379134577, 0.2416047224360282, 0.2352368858145844, 0.23214647565640092, 0.22926206751533795, 0.22913757015901232, 0.22886002770147867, 0.22731754401484228, 0.22520660642866594, 0.2231283431877613, 0.21947280257622956, 0.21817152114097604, 0.21813515736012468]",name_properties,"1984. george orwell, winston, minister aubrey, Media Manipulation and the Big Data Era","1984 is a novel by George Orwell that explores the dangers of totalitarianism and government manipulation. The story follows Winston, a citizen of the oppressive regime known as Oceania, as he begins to question the authority of the government and their control over the lives of its citizens. The novel is set in a dystopian future where Big Brother, the leader of the ruling Party, utilizes media manipulation and the collection of big data to maintain their power over the population. Minister Aubrey is a character in the novel who represents the Party’s control over the flow of information and propaganda. Through Winston's story, the novel serves as a cautionary tale about the importance of individual freedom and the dangers of totalitarianism and government surveillance in the modern era.","george orwell, winston, minister aubrey, Media Manipulation and the Big Data Era"
248,Dream of Red Mansions,Nie Haihua,['Nie Haihua'],A Dream of Red Mansions,3,1,['Nie Haihua'],[3],"['A Dream of Red Mansions', 'Sunrise', 'Nie Haihua', 'Fortress Besieged', 'Peach Blossom Fan', 'New Culture Movement', 'Animal Farm', 'Feudal Dynasties', 'Journey to the West', 'The Revolution of 1911', 'Revolution of 1911', 'family', 'Democratic Centralism in China', 'Chinese Political System', 'The Great Gatsby', 'China', 'White Night Walk', 'Reform Movement of 1898', 'The Old Man and the Sea', 'Great Wall']","[0.7937705508025535, 0.5833287670132885, 0.5398123473176467, 0.5327212639109374, 0.4747306047883501, 0.3695710292685248, 0.35287957551533533, 0.35257822455542864, 0.3514672416447565, 0.33366843342276054, 0.3321709451665011, 0.331187070509473, 0.32895202012048597, 0.3278847728048211, 0.3245859057428579, 0.314214861664579, 0.30998625035975275, 0.30809837504029003, 0.298888318177416, 0.298604021918517]",name_properties,"Dream of Red Mansions. Cao Xueqin, Jia Baoyu, Lin Daiyu, Shi Xiangyun, family honor, Official power","Dream of the Red Chamber, also known as The Story of the Stone, is a masterpiece novel composed by Cao Xueqin in the middle of the 18th century. The novel is regarded as one of the Four Great Classical Novels of Chinese literature which depicts the rise and decline of a family much alike to Cao's own and, by extension, of the dynasty itself. It offers a deep insight into the worldview, aesthetics, life-styles, and social relations of 18th-century China. Exploring a range of philosophical and religious questions, the novel's intricate plot delves into the concepts of family honor and official power. At its core, the novel is a memorial to the women that Cao Xueqin knew in his youth, including friends, relatives, and servants. While the author depicts the power of the father over the family, the novel provides a profound portrayal of women's lives in this era. The story centers around Jia Baoyu, Lin Daiyu, Shi Xiangyun, and other members of the Jia clan as they navigate their personal relationships and family dynamics. The novel was not published until nearly three decades after Cao's death when it was edited by Gao E and Cheng Weiyuan, adding 40 chapters, to become the most widely circulated version. The novel has been translated into different titles, including A Dream of Red Mansions, Red Chamber Dream, and The Story of the Stone.","Cao Xueqin, Jia Baoyu, Lin Daiyu, Shi Xiangyun, family honor, Official power"
249,One Hundred Years of Solitude,Love in the Time of Cholera,"['Into the Wild', 'Love in the Time of Cholera']",Love in the Time of Cholera,1,2,"['Into the Wild', 'Love in the Time of Cholera']","[9, 1]","['Love in the Time of Cholera', 'The Old Man and the Sea', 'The Great Gatsby', 'A Dream of Red Mansions', 'The Discovery of America', 'Brave New World', 'White Night Walk', 'Foundation Series', 'Into the Wild', 'La Traviata', 'The Discovery of India', 'Fortress Besieged', 'Animal Farm', 'Journey to the West', 'Mexican Political System', 'Sunrise', 'Bookshelf', 'Houses', 'The Movie', 'life']","[0.5829169909344631, 0.4503720140710232, 0.34904787630370326, 0.3443845143944397, 0.3317091118637878, 0.3012466996019973, 0.29823535051117656, 0.29170084977358496, 0.27558398547078683, 0.2721792547894403, 0.2642629138716457, 0.26163040825183903, 0.2605648177806137, 0.25917088984046616, 0.25041727269848646, 0.24850154572830213, 0.24737843367161857, 0.2432147380764571, 0.23847232952885974, 0.23116698753672113]",name_properties,"One Hundred Years of Solitude. Marquez, the buendias, Macondo, Magical Realism, destiny","One Hundred Years of Solitude by Gabriel García Márquez is a literary masterpiece that tells the story of the Buendía family in the fictitious town of Macondo, which was founded by the family patriarch, José Arcadio Buendía. In this novel, Márquez uses the magical realism style to portray the Buendía family's destiny and their struggles over multiple generations. The book is known to be one of the most significant works in the Hispanic literary canon and has been translated into 46 languages, selling over 50 million copies since its publication in 1967. The Buendías family's journey in Macondo is a representation of the Latin American Boom of the 1960s and 1970s, where Márquez's style was influenced by Modernism and the Cuban Vanguardia. One Hundred Years of Solitude is a book that should be read by all literature enthusiasts, as it is a timeless classic that sets the standard for the magical realism genre.","Marquez, the buendias, Macondo, Magical Realism, destiny"
250,The Catcher in the Rye,The Great Gatsby,['The Great Gatsby'],The Great Gatsby,1,1,['The Great Gatsby'],[1],"['The Great Gatsby', 'The Old Man and the Sea', 'Animal Farm', 'human', 'Brave New World', 'Into the Wild', 'Painter and Critic', 'Human Relationships', 'The Hunt', 'White Night Walk', 'The Real World', 'Drama', 'Love in the Time of Cholera', 'Social Circle', 'The Movie', 'education', 'Journey to the West', 'Occupation', 'Bookshelf', 'knowledge']","[0.45682335760492476, 0.38004314200999606, 0.2999601103195658, 0.29809357340081866, 0.2964910119182071, 0.29639533132486007, 0.2961969401804272, 0.2828165663604747, 0.27226126193090494, 0.2687571034177709, 0.2646507188156446, 0.26240059710953734, 0.26193142832137417, 0.25516468606167775, 0.2486151248805082, 0.24489905538624585, 0.2421806434953492, 0.24195755168973107, 0.2377274761635375, 0.23546051312226915]",name_properties,"The Catcher in the Rye. J.D. Salinger, Holden Caulfield, warder, social criticism, Discussion on human nature","The Catcher in the Rye by J.D. Salinger is a novel that delves into the complexities of being human, particularly through the eyes of the iconic teenage protagonist, Holden Caulfield. Originally published for adults, this novel has become a staple in the world of adolescent literature, famous for its themes of angst and alienation, as well as its critiques of societal superficiality. Through Holden's narration, the reader is taken on a journey of self-discovery, pondering issues of innocence, identity, belonging, and connection, while also discussing controversial topics such as sex and depression. With over 65 million books sold and a million copies sold each year, The Catcher in the Rye has gained global recognition and praise. The novel's social criticisms and discussions on human nature have made it an enduring classic and a must-read for those seeking insight into the complexities of being human.","J.D. Salinger, Holden Caulfield, warder, social criticism, Discussion on human nature"
