id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
245,Pride and Prejudice,The Old Man and the Sea,"['The Old Man and the Sea', 'A Dream of Red Mansions']",The Great Gatsby,10,1,['A Dream of Red Mansions'],[10],"['The Great Gatsby', 'Love in the Time of Cholera', 'The Ring', 'The Hunt', 'Animal Farm', 'The Movie', 'Into the Wild', 'Declaration of Independence', 'book', 'A Dream of Red Mansions', 'La Traviata', 'The Puzzle', 'Pedigree Trees', 'Bookshelf', 'The Discovery of India', 'A Puzzle', 'Library', 'Brave New World', 'The Discovery of America', 'Houses']","[0.4029749186915546, 0.33261821636720307, 0.3237860023023653, 0.3201251523398486, 0.317166431857097, 0.29471173238232373, 0.28390055822413074, 0.27386290288982285, 0.269448774581308, 0.2673822421051338, 0.266961337197706, 0.264706304962513, 0.26437269168193656, 0.2549645482328313, 0.25039100134052755, 0.24978391556603358, 0.24924521122742804, 0.24713853763688254, 0.24672063776144657, 0.24647835644189786]",name_only,Pride and Prejudice,"Pride and Prejudice, written by the renowned author Jane Austen, is a novel of manners that explores the character development of the dynamic protagonist, Elizabeth Bennet. The novel revolves around the lives of Mr Bennet and his five daughters, who face the possibility of becoming poor upon his death since their property is entailed and can only be passed to a male heir. This situation motivates the Bennet sisters to find wealthy husbands to support themselves and their family. The novel introduces the popular characters of Elizabeth Bennet and Mr Darcy, whose initial interactions are characterized by human arrogance and misunderstandings. Through the novel, Elizabeth Bennet learns about the repercussions of hasty judgments and discerns the difference between superficial goodness and actual goodness. Pride and Prejudice has become one of the most beloved books in English literature, with over 20 million copies sold and still counting, inspiring many derivatives in modern literature. This novel has remained relevant for over a century, with many dramatic adaptations, sequels, films, and TV versions portraying its memorable characters and themes, reaching mass audiences.","Jane Austin, Elizabeth Bennett, Frances Bennett, Mr Darcy, human arrogance"
246,One Hundred Years of Solitude,Into the Wild,"['Into the Wild', 'Love in the Time of Cholera']",Love in the Time of Cholera,1,2,"['Into the Wild', 'Love in the Time of Cholera']","[5, 1]","['Love in the Time of Cholera', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Long Journey', 'Into the Wild', 'Bookshelf', 'Animal Farm', 'cocoon', 'The Great Gatsby', 'Desert', 'The Ring', 'The Discovery of America', 'Journey to the West', 'The Great Wall', 'Blankets', 'The Revolution of 1911', 'The Movie', 'La Traviata', 'The Discovery of India', 'book']","[0.45896130096611665, 0.4551937590384009, 0.3537849073334468, 0.3304360102892513, 0.2904387033093584, 0.2827557117806222, 0.2706099812350573, 0.25710533778558853, 0.2567844657386045, 0.2524200841612871, 0.24268424156247517, 0.23876860769711616, 0.23140869937246822, 0.22807786195266594, 0.2181361269923353, 0.21701735498204547, 0.2150818667751074, 0.21344108417288676, 0.21296969196570278, 0.21255811891049795]",name_only,One Hundred Years of Solitude,"One Hundred Years of Solitude, written by the renowned Colombian author Gabriel García Márquez, takes readers on a journey through the multi-generational story of the Buendía family. The novel focuses on the founding of Macondo, a fictitious town, by the patriarch, José Arcadio Buendía, and its subsequent history spanning across a century. One Hundred Years of Solitude is considered a remarkable representative of the literary Latin American Boom of the 1960s and 1970s, which was inspired by Modernism and the Cuban Vanguardia literary movement. García Márquez's use of magical realism style and thematic substance adds to the novel’s allure, making it one of the most important contributions to the Hispanic literary canon, as well as to world literature. With its translation into 46 languages and over 50 million copies sold, One Hundred Years of Solitude is, without a doubt, García Márquez's magnum opus and a must-read for literature enthusiasts.","Garcia Marquez, buendia family, marcos, Magical Realism"
247,1984,Brave New World,"['Brave New World', 'Animal Farm']",Animal Farm,1,1,['Animal Farm'],[1],"['Animal Farm', 'The Great Gatsby', 'clock', 'War', 'state', 'code', 'Declaration of Human Rights', 'crime', 'government', 'The Movie', 'The Ring', 'nation', 'politics', 'city', 'signal', 'Checkers', 'sport', 'car', 'Declaration of Independence', 'book']","[0.32534731318798527, 0.31445693773063155, 0.30344215308815015, 0.2962838589565656, 0.2922279894530432, 0.29006687228156613, 0.2849726024142006, 0.28432977176863605, 0.2810716933228764, 0.2805494419109502, 0.27235510680674113, 0.2721729053627472, 0.27134377900266893, 0.268780484751044, 0.26817688378118293, 0.26320592018494904, 0.25450778370371707, 0.2534320755980514, 0.25090125702112714, 0.24917102721896459]",name_only,1984,"1984 is a novel by George Orwell that explores the dangers of totalitarianism and government manipulation. The story follows Winston, a citizen of the oppressive regime known as Oceania, as he begins to question the authority of the government and their control over the lives of its citizens. The novel is set in a dystopian future where Big Brother, the leader of the ruling Party, utilizes media manipulation and the collection of big data to maintain their power over the population. Minister Aubrey is a character in the novel who represents the Party’s control over the flow of information and propaganda. Through Winston's story, the novel serves as a cautionary tale about the importance of individual freedom and the dangers of totalitarianism and government surveillance in the modern era.","george orwell, winston, minister aubrey, Media Manipulation and the Big Data Era"
248,Dream of Red Mansions,Nie Haihua,['Nie Haihua'],A Dream of Red Mansions,15,1,['Nie Haihua'],[15],"['A Dream of Red Mansions', 'The Great Wall', 'Journey to the West', 'White Night Walk', 'Great Wall', 'The Ring', 'The Great Gatsby', 'Peach Blossom Fan', 'Democratic Centralism in China', 'The Movie', 'Chinese Political System', 'The Long Journey', 'ambition', 'Mirrors', 'Nie Haihua', 'The Hunt', 'Animal Farm', 'Houses', 'Fortress Besieged', 'love']","[0.9398297478586166, 0.361106007978216, 0.35341028179446554, 0.33258661033188086, 0.3197178826098388, 0.318164729834505, 0.30645979573977866, 0.3026419467710074, 0.3011344282301761, 0.2918731790922605, 0.2916908591018136, 0.2863772481720369, 0.28297562607685506, 0.27701441114628966, 0.26907661222504053, 0.2669071909450015, 0.25890980236233824, 0.2584053647264163, 0.255531896306606, 0.2535281904184538]",name_only,Dream of Red Mansions,"Dream of the Red Chamber, also known as The Story of the Stone, is a masterpiece novel composed by Cao Xueqin in the middle of the 18th century. The novel is regarded as one of the Four Great Classical Novels of Chinese literature which depicts the rise and decline of a family much alike to Cao's own and, by extension, of the dynasty itself. It offers a deep insight into the worldview, aesthetics, life-styles, and social relations of 18th-century China. Exploring a range of philosophical and religious questions, the novel's intricate plot delves into the concepts of family honor and official power. At its core, the novel is a memorial to the women that Cao Xueqin knew in his youth, including friends, relatives, and servants. While the author depicts the power of the father over the family, the novel provides a profound portrayal of women's lives in this era. The story centers around Jia Baoyu, Lin Daiyu, Shi Xiangyun, and other members of the Jia clan as they navigate their personal relationships and family dynamics. The novel was not published until nearly three decades after Cao's death when it was edited by Gao E and Cheng Weiyuan, adding 40 chapters, to become the most widely circulated version. The novel has been translated into different titles, including A Dream of Red Mansions, Red Chamber Dream, and The Story of the Stone.","Cao Xueqin, Jia Baoyu, Lin Daiyu, Shi Xiangyun, family honor, Official power"
249,One Hundred Years of Solitude,Love in the Time of Cholera,"['Into the Wild', 'Love in the Time of Cholera']",Love in the Time of Cholera,1,2,"['Into the Wild', 'Love in the Time of Cholera']","[5, 1]","['Love in the Time of Cholera', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Long Journey', 'Into the Wild', 'Bookshelf', 'Animal Farm', 'cocoon', 'The Great Gatsby', 'Desert', 'The Ring', 'The Discovery of America', 'Journey to the West', 'The Great Wall', 'Blankets', 'The Revolution of 1911', 'The Movie', 'La Traviata', 'The Discovery of India', 'book']","[0.45896130096611665, 0.4551937590384009, 0.3537849073334468, 0.3304360102892513, 0.2904387033093584, 0.2827557117806222, 0.2706099812350573, 0.25710533778558853, 0.2567844657386045, 0.2524200841612871, 0.24268424156247517, 0.23876860769711616, 0.23140869937246822, 0.22807786195266594, 0.2181361269923353, 0.21701735498204547, 0.2150818667751074, 0.21344108417288676, 0.21296969196570278, 0.21255811891049795]",name_only,One Hundred Years of Solitude,"One Hundred Years of Solitude by Gabriel García Márquez is a literary masterpiece that tells the story of the Buendía family in the fictitious town of Macondo, which was founded by the family patriarch, José Arcadio Buendía. In this novel, Márquez uses the magical realism style to portray the Buendía family's destiny and their struggles over multiple generations. The book is known to be one of the most significant works in the Hispanic literary canon and has been translated into 46 languages, selling over 50 million copies since its publication in 1967. The Buendías family's journey in Macondo is a representation of the Latin American Boom of the 1960s and 1970s, where Márquez's style was influenced by Modernism and the Cuban Vanguardia. One Hundred Years of Solitude is a book that should be read by all literature enthusiasts, as it is a timeless classic that sets the standard for the magical realism genre.","Marquez, the buendias, Macondo, Magical Realism, destiny"
250,The Catcher in the Rye,The Great Gatsby,['The Great Gatsby'],The Great Gatsby,1,1,['The Great Gatsby'],[1],"['The Great Gatsby', 'The Old Man and the Sea', 'Into the Wild', 'Love in the Time of Cholera', 'The Ring', 'Animal Farm', 'The Hunt', 'book', 'The Movie', 'Checkers', 'The Puzzle', 'Bookshelf', 'Student', 'Fishing', 'Painter and Critic', 'the cleaners', 'The Long Journey', 'Library', 'The War Against Japan', 'A Puzzle']","[0.4433861700704558, 0.3996532722124131, 0.3689908824756244, 0.32218309657421224, 0.31316109307777124, 0.3045349278060505, 0.28742653976728416, 0.27179255784919254, 0.26875741505834694, 0.26576575904807226, 0.2569250850381143, 0.25189591690290436, 0.249879577858063, 0.24535097924408408, 0.23875776971380502, 0.23250999615247134, 0.23062425942287113, 0.2194303605534772, 0.21359743287272606, 0.2083894412293436]",name_only,The Catcher in the Rye,"The Catcher in the Rye by J.D. Salinger is a novel that delves into the complexities of being human, particularly through the eyes of the iconic teenage protagonist, Holden Caulfield. Originally published for adults, this novel has become a staple in the world of adolescent literature, famous for its themes of angst and alienation, as well as its critiques of societal superficiality. Through Holden's narration, the reader is taken on a journey of self-discovery, pondering issues of innocence, identity, belonging, and connection, while also discussing controversial topics such as sex and depression. With over 65 million books sold and a million copies sold each year, The Catcher in the Rye has gained global recognition and praise. The novel's social criticisms and discussions on human nature have made it an enduring classic and a must-read for those seeking insight into the complexities of being human.","J.D. Salinger, Holden Caulfield, warder, social criticism, Discussion on human nature"
251,The Three-Body Problem,Foundation Series,['Foundation Series'],a three-dimensional puzzle,-1,0,[],[],"['a three-dimensional puzzle', 'The Puzzle', 'The Maze Problem', 'A Puzzle', 'Human Body', 'Solving Puzzles', 'The Great Wall', 'A Dream of Red Mansions', 'The Long Journey', 'Journey to the West', '3D Projection', ""Rubik's Cube"", 'The Ring', 'Chinese Political System', 'A Jigsaw Puzzle', 'Molecular Symmetry', 'Deciphering the Code', 'The Movie', 'The Brain', 'Crime Scene']","[0.44202666081965514, 0.4201622578547046, 0.4119470927375788, 0.3788307707294487, 0.3594749394977005, 0.33214569899007307, 0.3270724627922507, 0.3246379545457876, 0.3124273216909276, 0.30495827208747456, 0.30281443015581716, 0.2980434438675805, 0.2966262361945309, 0.29250557929131704, 0.28592122274871, 0.28144678974371096, 0.2780370300518533, 0.27505561103068993, 0.2713144336290394, 0.270472823352867]",name_only,The Three-Body Problem,"The Three-Body Problem, written by the renowned Chinese science fiction author Liu Cixin, is a novel that explores the possibility of an encounter with an advanced alien civilization. The trilogy, known as Remembrance of Earth's Past, vividly describes the encounter when Earth discovers a nearby star system inhabited by a unique Three-Body Civilization. The novel uses the concept of the Three-Body Problem in orbital mechanics as a metaphor to illustrate the chaos and unpredictability that ensues from a first contact scenario. The second and third novels in the series, The Dark Forest and Death's End, continue the epic story, with themes of dimensionality reduction strike and the complex interplay between civilizations. Notably, the character Luo Ji emerged as a prominent figure in the story, propelling the narrative to new heights. The Three-Body Problem won multiple literary awards, including China's premier science fiction accolade, the Yinhe Award. The English translation by Ken Liu was also awarded the prestigious Hugo Award for Best Novel, a historic achievement as it was the first-ever Asian novel to achieve this feat.","Liu Cixin, Dimensionality reduction strike, Three-body civilization, Luo Ji"
252,Pride and Prejudice,A Dream of Red Mansions,"['The Old Man and the Sea', 'A Dream of Red Mansions']",The Great Gatsby,10,1,['A Dream of Red Mansions'],[10],"['The Great Gatsby', 'Love in the Time of Cholera', 'The Ring', 'The Hunt', 'Animal Farm', 'The Movie', 'Into the Wild', 'Declaration of Independence', 'book', 'A Dream of Red Mansions', 'La Traviata', 'The Puzzle', 'Pedigree Trees', 'Bookshelf', 'The Discovery of India', 'A Puzzle', 'Library', 'Brave New World', 'The Discovery of America', 'Houses']","[0.40289250559989753, 0.33262450564757934, 0.32383987197379643, 0.32014310809364255, 0.31712830663294805, 0.29475224329904987, 0.2839819068784363, 0.2737943603480769, 0.2694214721843319, 0.2673618445149738, 0.26699035658666453, 0.2646406646367507, 0.2644208811356125, 0.25494572845735486, 0.2503569024484516, 0.24972338221618368, 0.249194174233285, 0.24716426683501647, 0.24667783278805938, 0.2464142819491928]",name_only,Pride and Prejudice,"Pride and Prejudice, authored by Jane Austen, is a classic novel of manners that follows the journey of the protagonist, Elizabeth Bennet. The story revolves around the Bennet family, their challenges, and the societal norms of 19th century England. Elizabeth, the second daughter of Mr Bennet, learns about the importance of avoiding hasty judgments and the difference between superficial goodness and genuine goodness. The plot is driven by the family's financial difficulties that can only be resolved through at least one of the daughters marrying well. Despite being written over 200 years ago, Pride and Prejudice continues to be one of the most popular novels in English literature with over 20 million copies sold. The novel's memorable characters and themes have been portrayed in dramatic adaptations, reprints, films, and TV versions. The novel evokes a sense of nostalgia for readers of all ages and has influenced modern literature. Despite the story’s setting in a world where consanguineous marriage was socially acceptable, the novel still resonates with contemporary readers, making it a timeless classic.","Jane Austin, Elizabeth Bennet, Mr Darcy, consanguineous marriage"
253,Red and Black,La Traviata,['La Traviata'],A Dream of Red Mansions,-1,0,[],[],"['A Dream of Red Mansions', 'American Civil War', 'Football Game', 'White Night Walk', 'Buy and Sell', 'River', 'War', 'Checkers', 'The Ring', 'Final Exam', 'Dominoes', 'Horse Racing', ""Rubik's Cube"", 'Painter and Critic', 'Circuits', 'Crime Scene', 'Mirrors', 'Friction', 'Musical Notes', 'Desert']","[0.3447568210399373, 0.2999531578860961, 0.2979661777698489, 0.2947291786951939, 0.29202962548758726, 0.2838682688843073, 0.2832489265307366, 0.2832217152449573, 0.27380449726720335, 0.27102891657864814, 0.26975045431061, 0.24821309007818318, 0.24799001435041182, 0.24650488388117567, 0.24314789060642508, 0.24068875782026883, 0.24044329860440836, 0.2403397920751949, 0.23874167360721538, 0.23838687710666184]",name_only,Red and Black,"Red and black are a pair of colors that have been associated with various aspects of life. In literature, they are often used to symbolize different characters or themes. One notable example is the novel ""The Red and the Black"" by Stendhal, which centers around the life of a young man named Julian Sorrell. Julian seeks to advance in society by using his intelligence, but he is caught between two women, Mathilde and Madame de Rênal. Mathilde is a wealthy and manipulative woman who tempts Julian with promises of a bright future, while Madame de Rênal is a noblewoman who offers him pure love and a simpler life. Red and black feature prominently in the novel's themes of passion, ambition, and societal constraints, as Julian's decisions lead him down a path of both triumph and tragedy. Overall, 'Red and black' can be seen to represent the dualities of life, the struggle between passion and reason, and the societal norms that govern our choices.","Stendhal, Julian Sorrell, Mathilde, noble"
254,The Old Man and the Sea,Journey to the West,['Journey to the West'],The Old Man and the Sea,9,1,['Journey to the West'],[9],"['The Old Man and the Sea', 'Love in the Time of Cholera', 'The Great Gatsby', 'Animal Farm', 'Into the Wild', 'The Movie', 'The Long Journey', 'A Dream of Red Mansions', 'Journey to the West', 'Fishing', 'Sailing', 'Painter and Critic', 'The Hunt', 'The Discovery of America', 'The Ring', 'La Traviata', 'book', 'Bookshelf', 'Final Exam', 'The Puzzle']","[0.9999994239864362, 0.35885603405847444, 0.33947618426240284, 0.3297481891295336, 0.32201380706889926, 0.29052083328346046, 0.2866634307032596, 0.28441661711735805, 0.27159029099462484, 0.2683203993736417, 0.25912939230913756, 0.24696766243561208, 0.24330328485303465, 0.2299304611887852, 0.2273152567386589, 0.2232872550761597, 0.2231561045548454, 0.22237075161950315, 0.20820567836987233, 0.20167736858069113]",name_only,The Old Man and the Sea,"The Old Man and the Sea by Ernest Hemingway is a captivating novella that tells the story of an aging Cuban fisherman named Santiago. Through his journey, Santiago seeks to overcome his ego while facing the challenges of an impossible task - to catch a giant marlin in the Gulf Stream off the coast of Cuba. The author does a remarkable job portraying Santiago as a saint-like figure, doomed to fight against forces beyond his control. Despite his struggle, Santiago remains determined, driven by a deep sense of purpose and a desire to prove his worth. The story is beautifully written and offers a powerful message on the human condition, reminding us of the importance of resilience, perseverance, and the strength to seek out our goals despite seemingly insurmountable obstacles. Awarded the Pulitzer Prize for Fiction in 1953 and cited as a significant contribution towards Hemingway's Nobel Prize in Literature in 1954, The Old Man and the Sea remains a timeless classic that continues to inspire readers worldwide.","Ernest Hemingway, saint, overcome ego, doomed, seek"
255,1984,Animal Farm,"['Brave New World', 'Animal Farm']",Animal Farm,1,1,['Animal Farm'],[1],"['Animal Farm', 'The Great Gatsby', 'clock', 'War', 'state', 'code', 'Declaration of Human Rights', 'crime', 'government', 'The Movie', 'The Ring', 'nation', 'politics', 'city', 'signal', 'Checkers', 'sport', 'car', 'Declaration of Independence', 'book']","[0.32534731318798527, 0.31445693773063155, 0.30344215308815015, 0.2962838589565656, 0.2922279894530432, 0.29006687228156613, 0.2849726024142006, 0.28432977176863605, 0.2810716933228764, 0.2805494419109502, 0.27235510680674113, 0.2721729053627472, 0.27134377900266893, 0.268780484751044, 0.26817688378118293, 0.26320592018494904, 0.25450778370371707, 0.2534320755980514, 0.25090125702112714, 0.24917102721896459]",name_only,1984,"1984 is a highly acclaimed novel by George Orwell which was published in 1949. The book is set in a dystopian society where a totalitarian government runs everything and monitors every move made by its citizens. The story is centered around Winston Smith, a member of the working class who is disillusioned with the oppressive nature of the society he lives in. He begins to question the political propaganda that is fed to the masses by the government, which is led by the mysterious figure known as Big Brother. 

As Winston delves deeper into this world, he discovers a dark truth about the government's intentions and agenda. The novel explores themes of government surveillance, propaganda, and the power of language to manipulate a society. The story is set in the year 1984, which has now passed, but the thought-provoking concepts explored in the book continue to resonate with readers to this day. It warns against the dangers of an all-powerful government that seeks to control its citizens through fear, manipulation, and oppressive tactics. 

Overall, 1984 is a timeless classic that continues to be relevant despite being written over 70 years ago. It presents a stark warning of what can happen when political power is concentrated in the hands of a few, and the devastating consequences that can result if such power is not checked. Orwell's novel serves as a reminder of the importance of individual freedom, the power of dissent, and the need for accountability and transparency in government.","winston smith, big brother government, dystopia, political propaganda"
256,Gone with the Wind,Peach Blossom Fan,['Peach Blossom Fan'],The Great Gatsby,20,1,['Peach Blossom Fan'],[20],"['The Great Gatsby', 'Into the Wild', 'The Movie', 'American Civil War', 'La Traviata', 'The Ring', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Great Wall', 'The Long Journey', 'Journey to the West', 'Wind Power', 'Dust Storm', 'Animal Farm', 'The American War of Independence', 'The Hunt', 'The War Against Japan', 'Great Wall', 'Blankets', 'Peach Blossom Fan']","[0.4477315115410545, 0.38632031982543014, 0.37907208700048023, 0.3614601199210197, 0.3036029856612543, 0.30078620856168203, 0.3004137296894323, 0.29384035685943344, 0.2926653138484339, 0.29229610558647234, 0.2843985968955949, 0.27966353668116994, 0.26341367764409707, 0.2631972163159775, 0.2592804182518477, 0.24731806168939724, 0.24482212672192172, 0.24204910659665588, 0.24172081050739885, 0.2382883092326935]",name_only,Gone with the Wind,"Gone with the Wind is a timeless classic that has touched the hearts of millions of people around the world. Written by Margaret Mitchell in 1936, the novel tells the story of Scarlett O'Hara, a self-centered Southern belle living in Georgia during the Civil War. Scarlett is headstrong and determined, and through her trials and tribulations, she learns the endurance and resilience that is required to survive in a world torn apart by war. Alongside Scarlett are other important characters like her sisters, Serena and Lark, who also experience the hardships of living in the South during this tumultuous time in history. In 1939, the novel was adapted into a film of the same name, which went on to become one of the most beloved movies in history. The film starred Vivien Leigh as Scarlett O'Hara, and was a stunning visual masterpiece with a sweeping score and lavish costumes. With its rich and complex characters, stunning plot, and powerful themes, Gone with the Wind will always hold a special place in the hearts of readers and moviegoers alike.","Margaret Mitchell, Scarlett O'Hara, Serena O'Hara, Lark Hamp"
257,Sherlock Holmes,White Night Walk,['White Night Walk'],Solving Puzzles,-1,0,[],[],"['Solving Puzzles', 'The Puzzle', 'A Puzzle', 'Crime Scene', 'A Jigsaw Puzzle', ""Rubik's Cube"", 'The Hunt', 'The Ring', 'human', 'universe', 'Deciphering the Code', 'mind', 'The Discovery of India', 'Dictionary', 'Islam', 'Checkers', 'Enlightenment', 'the cleaners', 'Love in the Time of Cholera', 'crime']","[0.3440036357030446, 0.3389753738755495, 0.3301915651786186, 0.2953720433835165, 0.2908793766757001, 0.27526981524389066, 0.2735812410016833, 0.27220096083244794, 0.2668323775487367, 0.2621838921434505, 0.26190269884958695, 0.24968715252644372, 0.2435797762774582, 0.24170110022218091, 0.24027861312004542, 0.2365290451625107, 0.2353847369852137, 0.2287999820745833, 0.2287052300107858, 0.22837490543931074]",name_only,Sherlock Holmes,"Sherlock Holmes is a fictional detective created by the British author Arthur Conan Doyle, known for his unsurpassed skills in reasoning and puzzle-solving while solving cases for a wide range of clients, including Scotland Yard. The character was first introduced in 1887 and has since become one of the world's most renowned literary detectives. Holmes's popularity is such that many believe him to be a genuine person, not a fictional hero. His impact on popular culture and mystery writing cannot be understated, with countless adaptations and recreations appearing in literature, television, film, video games, and other media. Conan Doyle's ingenuity in crafting the enigmatic Holmes, combined with his exceptional writing skills, culminated in a creation that has stood the test of time and influenced generations.","Arthur Conan Doyle, sherlock holmes, reasoning and puzzle solving"
258,Thorn Birds,Fortress Besieged,['Fortress Besieged'],The Hunt,-1,0,[],[],"['The Hunt', 'The Ring', 'A Dream of Red Mansions', 'Mirrors', 'Peach Blossom Fan', 'Tree', 'Into the Wild', 'Archery', 'Drama', 'Plants', 'The Movie', 'Brave New World', 'forest', 'The Long Journey', 'cocoon', 'The Puzzle', 'River', 'Spring', 'The Great Gatsby', 'Heart']","[0.3984635351101287, 0.3679800314366609, 0.3334909405883679, 0.3090142123722364, 0.2994567317283532, 0.29829556720711525, 0.29811852313700127, 0.28496334749748076, 0.2786846053599962, 0.27832823804882467, 0.27797811571011277, 0.2743446907446399, 0.2740197330434454, 0.26760907826030933, 0.2596845986505296, 0.25528930695143565, 0.25314471217233053, 0.25176322529474016, 0.25019816032437886, 0.24694540017998512]",name_only,Thorn Birds,"The Thorn Birds is a critically acclaimed novel by Colleen McCullough that has become a cultural phenomenon. Set in the Australian Outback, the story follows the lives of the Cleary family spanning from 1915 to 1969. The novel has made history as the best-selling book in Australian history with over 33 million copies sold worldwide. The Thorn Birds was also adapted into a highly rated miniseries, becoming the second highest-rated miniseries in the United States behind Roots. McCullough’s work has inspired other adaptations such as a musical and has even garnered the attention of the ""Big Jubilee Read"" list of 70 books by Commonwealth authors in 2022. This novel tells a captivating and emotional tale, without the themes of racism present in other monumental works of literature such as Harper Lee’s ""To Kill a Mockingbird"" or Scott Fitzgerald’s ""The Great Gatsby.""","harper lee, Scott Fitzgerald, racism"
259,Group Theory,Molecular Symmetry,['Molecular Symmetry'],Group Behavior,2,1,['Molecular Symmetry'],[2],"['Group Behavior', 'Molecular Symmetry', 'Social Circle', 'theory', 'Math', 'Evolution', 'Tree', 'Alphabet', 'The Maze Problem', 'society', 'The Brain', 'Families', 'Biological Evolution', 'reasons for a theory', 'Circuits', 'Factory System', 'Taylor Expansion', 'Building Structure', ""Rubik's Cube"", 'The Puzzle']","[0.5728068877461105, 0.3839524658633409, 0.3828086630648153, 0.3650340468383797, 0.34613649911200045, 0.28692748444198324, 0.2845889019163472, 0.2841832770292789, 0.2824156048534481, 0.28112249779161214, 0.2785553780854054, 0.2726954681856807, 0.2719327789842218, 0.26841381464280106, 0.2639814049660807, 0.26078769756709175, 0.25802894322491404, 0.25787645539386006, 0.25569356958711426, 0.25409926578047143]",name_only,Group Theory,"Group theory is a branch of abstract algebra that studies algebraic structures called groups. A group is a set of elements that are operated on by a binary operation satisfying certain axioms. This concept is fundamental to abstract algebra, with many other algebraic structures being defined as groups with added operations and axioms. Linear algebraic groups and Lie groups are two specific branches of group theory with their own applications. 

Group theory has significant applications in physics, chemistry, and material science, as group theory and representation theory can be used to model systems such as crystals and atoms. Additionally, it is central to the field of public key cryptography. The history of group theory dates back to the 19th century, and one of the most significant contributions to the field was the effort towards a complete classification of finite simple groups between 1960 and 2004. The concept of an invariant subset is an important aspect of group theory.","group, element, operate, invariant subset"
260,Music,Math,['Math'],Music,9,1,['Math'],[9],"['Music', 'Music Performance', 'sounds', 'Musical Notes', 'A Tuning System for Music', 'sport', 'life', 'sound system', 'Math', 'Dance', 'money', 'Car', 'City', 'ideas', 'Architecture', 'atom', 'The Movie', 'business', 'War', 'book']","[0.9999989287278115, 0.6330254525816519, 0.5632861662194242, 0.5238309702298898, 0.46299839923362107, 0.4401184362192819, 0.43021435535140884, 0.42901607936709246, 0.4156370328606135, 0.4053175962576504, 0.4011284478895416, 0.38769613936362546, 0.38494366460825824, 0.3805699104920781, 0.3766645744666334, 0.3746736667207615, 0.37284164256783064, 0.37221850014537483, 0.36731446240327525, 0.3648177996096835]",name_only,Music,"Music is an art form that combines various elements such as sound, melody, rhythm, harmony and more to create expressions that evoke emotions and connect deeply with the listeners. It is an integral part of human societies and cultural traditions around the world, played and enjoyed by people of all age groups. Music can be created in various ways, through improvisation, composition, and performance of a wide range of instruments, including vocals. While notes, chords, and rhythms are essential building blocks to create music, there is no exact consensus on their specific definitions. Music industry involves numerous professionals such as songwriters, performers, sound engineers, producers, tour organizers, distributors, critic, scholars and more. Music is often played at various occasions and events, delighting music enthusiasts with its magical presence.","Note, Rhythm, chord, song"
261,Fermat's Theorem,The Maze Problem,['The Maze Problem'],Mathematical Calculations,6,1,['The Maze Problem'],[6],"['Mathematical Calculations', 'Math', 'Molecular Symmetry', 'theory', 'Taylor Expansion', 'The Maze Problem', 'The Law of Means', 'Financial Equilibrium', 'Principle of Financial Balance', 'heat transfer', ""Rubik's Cube"", 'Friction', 'universe', 'Factory', 'Evolution', 'The Puzzle', '3D Projection', 'A Puzzle', 'Circuits', 'Computer Code']","[0.3747474739177116, 0.357706912521303, 0.3500708949189105, 0.3174334423867934, 0.31394095716051906, 0.3097445428067163, 0.304538911619758, 0.2934187890198622, 0.27642963938893594, 0.26913991707518425, 0.2604959377180843, 0.25964610393316057, 0.2591272308574851, 0.2578413211867992, 0.2548352355402147, 0.25330904802048515, 0.2499909226794087, 0.24789997223869975, 0.24605045260791933, 0.24365797400509198]",name_only,Fermat's Theorem,"

Fermat's Theorem is a collection of mathematical theorems derived from the works of Pierre de Fermat, a prominent 17th-century mathematician. The theorem comprises several fascinating theorems, including Fermat's Last Theorem, Fermat's little theorem, Fermat's theorem on sums of two squares, Fermat's theorem on stationary points, Fermat's principle, Fermat polygonal number theorem, and Fermat's right triangle theorem. Each theorem deals with unique properties of numbers and critical concepts in mathematics. For instance, Fermat's principle relates to the path taken by a ray of light, while Fermat's theorem on stationary points deals with local maxima and minima of differentiable functions. Meanwhile, Fermat's right triangle theorem relates to squares not being expressible as the difference of two fourth powers. Despite its diversity, the common denominator in Fermat's theorem is the use of mathematics to solve problems in different contexts. This makes it a valuable tool for addressing different mathematical problems. However, Fermat's theorem does not apply to specific concepts such as shortest path, point, or obstacle, making it relevant to specific mathematical problems only.","shortest path, point, obstacle"
