id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
213,Reform Movement of 1898,Revolution of 1911,"['Revolution of 1911', 'New Culture Movement']",Reform Movement of 1898,2,2,"['Revolution of 1911', 'New Culture Movement']","[2, 3]","['Reform Movement of 1898', 'The Revolution of 1911', 'New Culture Movement', 'Revolution of 1911', 'Meiji Restoration in Japan', 'A Dream of Red Mansions', 'Peach Blossom Fan', 'Chinese Political System', 'Democratic Centralism in China', 'Nie Haihua', 'Fortress Besieged', 'Enlightenment', 'The French Revolution', 'Sunrise', 'China', 'Great Wall', 'Journey to the West', 'The Great Wall', 'The War Against Japan', 'The Second Industrial Revolution']","[0.9557920139335226, 0.5581739154229804, 0.5552972537496947, 0.5537038080755807, 0.4444492609014479, 0.3891902216043607, 0.3596855760859242, 0.35152287053401254, 0.34659261286568116, 0.32365526172966086, 0.3187737132819622, 0.30203749832912985, 0.292265270678248, 0.2881567580925911, 0.28372849744303635, 0.2826655941662912, 0.2710629592822645, 0.2568613072623145, 0.2526275862384333, 0.22374142821955006]",name_properties_background,"Reform Movement of 1898. politics, reform, Kang Youwei, bourgeois reformers, bourgeois reform movement. The Reform Movement of 1898, also known as the Wuxu Reform, was a significant political and cultural event in late Qing dynasty China. The movement was initiated by the young emperor Guangxu and supported by a group of bourgeois reformers led by Kang Youwei. The aim of the reform movement was to modernize China's political and educational systems and increase its economic and military power. However, the conservative opponents, led by Empress Dowager Cixi, staged a coup d'état and ended the movement after just 103 days. Despite its failure, the Reform Movement of 1898 represented a critical moment in Chinese history and paved the way for future political and social reforms.","The Reform Movement of 1898, also known as the Wuxu Reform, was a significant political and cultural event in late Qing dynasty China. The movement was initiated by the young emperor Guangxu and supported by a group of bourgeois reformers led by Kang Youwei. The aim of the reform movement was to modernize China's political and educational systems and increase its economic and military power. However, the conservative opponents, led by Empress Dowager Cixi, staged a coup d'état and ended the movement after just 103 days. Despite its failure, the Reform Movement of 1898 represented a critical moment in Chinese history and paved the way for future political and social reforms.","politics, reform, Kang Youwei, bourgeois reformers, bourgeois reform movement"
214,Reform Movement of 1898,New Culture Movement,"['Revolution of 1911', 'New Culture Movement']",Reform Movement of 1898,2,2,"['Revolution of 1911', 'New Culture Movement']","[2, 4]","['Reform Movement of 1898', 'The Revolution of 1911', 'Revolution of 1911', 'New Culture Movement', 'Meiji Restoration in Japan', 'A Dream of Red Mansions', 'Democratic Centralism in China', 'Peach Blossom Fan', 'Chinese Political System', 'Nie Haihua', 'The French Revolution', 'Fortress Besieged', 'Enlightenment', 'Sunrise', 'China', 'Great Wall', 'The Great Wall', 'The War Against Japan', 'Journey to the West', 'The Second Industrial Revolution']","[0.9631186674741995, 0.5950144416796371, 0.591025370868254, 0.5617700753788613, 0.45382203537644195, 0.3898948012868555, 0.37290462475011965, 0.3711666041359031, 0.3576434143050282, 0.34671956538420534, 0.34037793699952656, 0.33593691618218546, 0.3190839057449274, 0.3145829419472038, 0.3006017985516613, 0.27983519604097934, 0.26257504798984593, 0.25771594630771166, 0.2536831022664731, 0.24026334297525256]",name_properties_background,"Reform Movement of 1898. politics, reform, Kang Youwei, bourgeois reformers, bourgeois reform movement. The Hundred Days' Reform or Wuxu Reform was a major political, cultural, and educational movement that took place in China during the late Qing dynasty. Led by the young Guangxu Emperor and supported by reformists such as Kang Youwei, the movement aimed to modernize and reform the Qing dynasty to keep up with the rapidly changing world. However, the reformative edicts faced opposition from powerful conservative opponents, who eventually carried out a coup d'état led by Empress Dowager Cixi. This event is often considered as the beginning of the bourgeois reform movement in China, and Kang Youwei and other bourgeois reformers became important figures in the country's history.","The Hundred Days' Reform or Wuxu Reform was a major political, cultural, and educational movement that took place in China during the late Qing dynasty. Led by the young Guangxu Emperor and supported by reformists such as Kang Youwei, the movement aimed to modernize and reform the Qing dynasty to keep up with the rapidly changing world. However, the reformative edicts faced opposition from powerful conservative opponents, who eventually carried out a coup d'état led by Empress Dowager Cixi. This event is often considered as the beginning of the bourgeois reform movement in China, and Kang Youwei and other bourgeois reformers became important figures in the country's history.","politics, reform, Kang Youwei, bourgeois reformers, bourgeois reform movement"
215,Revolution of 1911,New Culture Movement,['New Culture Movement'],The Revolution of 1911,4,1,['New Culture Movement'],[4],"['The Revolution of 1911', 'Revolution of 1911', 'Reform Movement of 1898', 'New Culture Movement', 'Democratic Centralism in China', 'Chinese Political System', 'China', 'Meiji Restoration in Japan', 'The French Revolution', 'A Dream of Red Mansions', 'Nie Haihua', 'The War Against Japan', 'Declaration of the Rights of Man', 'Fortress Besieged', 'The American War of Independence', 'Declaration of Human Rights', 'Peach Blossom Fan', 'Great Wall', 'Enlightenment', 'American Civil War']","[0.9262896313368225, 0.9197120349272119, 0.6059256374110988, 0.47848928387242257, 0.46676365317913104, 0.46558043518398085, 0.4371550972789986, 0.4185271407343769, 0.40852094847171305, 0.4065240847268737, 0.37662200554758196, 0.3620044913545941, 0.3606657784868788, 0.3448277191020499, 0.3299597221602515, 0.32419521208621854, 0.3143239630010804, 0.3122881099964452, 0.3072592296136004, 0.306769616069998]",name_properties_background,"Revolution of 1911. politics, Democratic Republic, Sun Yat-sen, bourgeois revolutionaries, bourgeois revolutionary movement. The Revolution of 1911, also known as the Xinhai Revolution, marked the end of China's last imperial dynasty, the Qing dynasty, and the establishment of the Republic of China. The nation had struggled to reform the government and resist foreign aggression, but the program of reforms faced opposition from Qing court conservatives as too radical and from reformers as too slow. The revolution was the culmination of years of agitation, revolts, and uprisings among various factions, including underground anti-Qing groups, revolutionaries in exile, and bourgeois revolutionaries who wanted to save the monarchy through modernization. The revolution began with the Wuchang Uprising, an armed rebellion among members of the New Army, which spread spontaneously around the country. Nanjing became the base for a provisional coalition government, and the National Assembly declared the establishment of the Republic of China, with Sun Yat-sen, leader of the United League as President. A brief civil war between the North and the South ended in compromise, with Sun resigning in favor of Yuan Shikai, leader of the powerful Beiyang Army, who would become President of the new national government on the condition of securing the abdication of the Qing emperor. The edict of abdication was promulgated, and Yuan was sworn in as president. However, his failure to consolidate a legitimate central government led to decades of political division and warlordism. The Xinhai Revolution was a significant political event and marked the end of imperial rule in China. It is still commemorated in Taiwan as the National Day of the Republic of China and in mainland China as the Anniversary of the 1911 Revolution, with both nations considering themselves the legitimate successors of the revolution's ideals of nationalism, republicanism, modernization, and national unity.","The Revolution of 1911, also known as the Xinhai Revolution, marked the end of China's last imperial dynasty, the Qing dynasty, and the establishment of the Republic of China. The nation had struggled to reform the government and resist foreign aggression, but the program of reforms faced opposition from Qing court conservatives as too radical and from reformers as too slow. The revolution was the culmination of years of agitation, revolts, and uprisings among various factions, including underground anti-Qing groups, revolutionaries in exile, and bourgeois revolutionaries who wanted to save the monarchy through modernization. The revolution began with the Wuchang Uprising, an armed rebellion among members of the New Army, which spread spontaneously around the country. Nanjing became the base for a provisional coalition government, and the National Assembly declared the establishment of the Republic of China, with Sun Yat-sen, leader of the United League as President. A brief civil war between the North and the South ended in compromise, with Sun resigning in favor of Yuan Shikai, leader of the powerful Beiyang Army, who would become President of the new national government on the condition of securing the abdication of the Qing emperor. The edict of abdication was promulgated, and Yuan was sworn in as president. However, his failure to consolidate a legitimate central government led to decades of political division and warlordism. The Xinhai Revolution was a significant political event and marked the end of imperial rule in China. It is still commemorated in Taiwan as the National Day of the Republic of China and in mainland China as the Anniversary of the 1911 Revolution, with both nations considering themselves the legitimate successors of the revolution's ideals of nationalism, republicanism, modernization, and national unity.","politics, Democratic Republic, Sun Yat-sen, bourgeois revolutionaries, bourgeois revolutionary movement"
216,Egypt,Ancient Western Asia,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']",India,1,5,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']","[2, 4, 1, 5, 3]","['India', 'Ancient Western Asia', 'China', 'Ancient Greece', 'Ancient Rome', 'Islam', 'Archeology', 'Christianity', 'Alphabet', 'Desert', 'City', 'The Great Wall', 'nation', 'Democracy', 'city', 'Population Movement', 'poverty', 'Great Wall', 'human', 'River']","[0.4677151935619491, 0.46738886716846995, 0.4606366834140643, 0.4348271740255198, 0.39862296914629053, 0.35385255445727903, 0.3351872748866738, 0.33052772019353277, 0.3287846403246928, 0.32388300231950395, 0.3055053401211483, 0.3010301705601418, 0.29869501594563774, 0.2906537327527271, 0.2860521587604647, 0.28173048407364804, 0.2804074906561557, 0.28002625676912873, 0.2777262494084797, 0.26660739799170197]",name_properties_background,"Egypt. the nile, pyramid, hieroglyphs, pharaoh. Egypt, officially known as the Arab Republic of Egypt, is a transcontinental country located in the northeast corner of Africa and the southwest corner of Asia, connected via the Sinai Peninsula. It has a rich heritage dating back to the 6th–4th millennium BCE, and is considered a cradle of civilisation. Egypt is renowned for its iconic monuments such as the Pyramids of Giza and Sphinx, as well as its vast collection of hieroglyphs representing the history and language of the region. With over 100 million inhabitants, it is the 14th-most populated country on the planet, and is considered a regional power in North Africa, the Middle East and the Muslim world, with a diversified economy ranking 33rd-largest in the world by nominal GDP. Egypt's long and rich cultural heritage is an integral part of its national identity, highlighting its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African.","Egypt, officially known as the Arab Republic of Egypt, is a transcontinental country located in the northeast corner of Africa and the southwest corner of Asia, connected via the Sinai Peninsula. It has a rich heritage dating back to the 6th–4th millennium BCE, and is considered a cradle of civilisation. Egypt is renowned for its iconic monuments such as the Pyramids of Giza and Sphinx, as well as its vast collection of hieroglyphs representing the history and language of the region. With over 100 million inhabitants, it is the 14th-most populated country on the planet, and is considered a regional power in North Africa, the Middle East and the Muslim world, with a diversified economy ranking 33rd-largest in the world by nominal GDP. Egypt's long and rich cultural heritage is an integral part of its national identity, highlighting its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African.","the nile, pyramid, hieroglyphs, pharaoh"
217,Egypt,Ancient Greece,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']",China,1,5,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']","[2, 4, 3, 5, 1]","['China', 'Ancient Western Asia', 'India', 'Ancient Greece', 'Ancient Rome', 'Islam', 'Christianity', 'Archeology', 'Desert', 'City', 'city', 'Alphabet', 'The Great Wall', 'nation', 'Population Movement', 'poverty', 'River', 'human', 'Great Wall', 'life']","[0.4715438059477476, 0.4715245949978797, 0.45564752701192646, 0.4436540625245053, 0.40870711231519763, 0.35823449086280185, 0.33679747208134664, 0.3175698807537861, 0.31581863729868487, 0.3152158923519078, 0.30407916718179673, 0.30284543321963203, 0.2905095070018666, 0.2900855355511912, 0.28939540889547005, 0.27975667842820384, 0.27754523305525775, 0.26847765295349846, 0.26734913553678874, 0.2671866270652497]",name_properties_background,"Egypt. the nile, pyramid, hieroglyphs, pharaoh. Egypt is a transcontinental country located in the northeast corner of Africa and southwest corner of Asia, famous for its rich cultural heritage and iconic monuments. It is known as the cradle of civilization with a history dating back to the 6th–4th millennia BCE. The country is home to the Nile River, the pyramid, hieroglyphs and pharaohs which reflect its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African. With over 100 million inhabitants, Egypt is the most populous country in North Africa, the Middle East, and the Arab world, the third-most populous in Africa, and the fourteenth-most populous in the world. The country is a regional power in North Africa, the Middle East, and the Muslim world, and a middle power worldwide. It has a diversified economy, which is the third-largest in Africa and the 20th-largest globally by PPP.","Egypt is a transcontinental country located in the northeast corner of Africa and southwest corner of Asia, famous for its rich cultural heritage and iconic monuments. It is known as the cradle of civilization with a history dating back to the 6th–4th millennia BCE. The country is home to the Nile River, the pyramid, hieroglyphs and pharaohs which reflect its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African. With over 100 million inhabitants, Egypt is the most populous country in North Africa, the Middle East, and the Arab world, the third-most populous in Africa, and the fourteenth-most populous in the world. The country is a regional power in North Africa, the Middle East, and the Muslim world, and a middle power worldwide. It has a diversified economy, which is the third-largest in Africa and the 20th-largest globally by PPP.","the nile, pyramid, hieroglyphs, pharaoh"
218,Ancient Asia,Ancient Greece,"['Ancient Greece', 'Ancient Rome']",Ancient Western Asia,2,2,"['Ancient Greece', 'Ancient Rome']","[2, 3]","['Ancient Western Asia', 'Ancient Greece', 'Ancient Rome', 'India', 'China', 'Islam', 'Christianity', 'The Writing System', 'The War Against Japan', 'Foundation Series', 'Feudal Dynasties', 'Archeology', 'Journey to the West', 'The Great Wall', 'human', 'Alphabet', 'Enlightenment', 'The Discovery of India', 'The Second Industrial Revolution', 'Great Wall']","[0.7635333104882748, 0.5215233263310766, 0.5077536173826405, 0.4968518786232963, 0.44733464623704744, 0.4420246381951689, 0.3942242212020038, 0.3268104025499996, 0.32105279260526914, 0.3070615317024096, 0.30157809289306386, 0.2995516403155905, 0.29143585551222717, 0.28074860085101716, 0.2773284367544404, 0.27625388911095344, 0.27367141779315596, 0.26971048109669127, 0.2692229870825078, 0.26369856407799075]",name_properties_background,"Ancient Asia. Mesopotamia, Code of Hammurabi, cuneiform, persian empire, Judaism. Ancient Asia was the birthplace of several civilizations that developed around the fertile river valleys. These civilizations included Mesopotamia, India, and China, and they shared similarities and exchanged technologies and ideas such as mathematics and the wheel. Mesopotamia gave the world the Code of Hammurabi and the use of cuneiform, while the Persian Empire rose to a powerful position in the region. Judaism also has its roots in ancient Asia, developing in the Middle East. The spread of Islam in later centuries gave rise to the Islamic Golden Age and influenced the age of Islamic gunpowder empires. The history of Asia also includes major developments such as the trade of the Silk Road and the innovation of gunpowder, which not only affected Asia but also had a significant impact on other parts of the world.","Ancient Asia was the birthplace of several civilizations that developed around the fertile river valleys. These civilizations included Mesopotamia, India, and China, and they shared similarities and exchanged technologies and ideas such as mathematics and the wheel. Mesopotamia gave the world the Code of Hammurabi and the use of cuneiform, while the Persian Empire rose to a powerful position in the region. Judaism also has its roots in ancient Asia, developing in the Middle East. The spread of Islam in later centuries gave rise to the Islamic Golden Age and influenced the age of Islamic gunpowder empires. The history of Asia also includes major developments such as the trade of the Silk Road and the innovation of gunpowder, which not only affected Asia but also had a significant impact on other parts of the world.","Mesopotamia, Code of Hammurabi, cuneiform, persian empire, Judaism"
219,Gusia,India,"['India', 'China']",Sunrise,-1,0,[],[],"['Sunrise', 'Ancient Western Asia', 'The Discovery of America', 'air circulation ducts', 'White Night Walk', 'Ancient Greece', 'Archeology', 'Recovering a Corrupted Music File', 'Gourmet', 'The Puzzle', 'Islam', 'Deciphering the Code', 'The Great Gatsby', 'human', 'idea', 'Desert', 'Disease', 'Prospecting', 'Foundation Series', 'Seismic Imaging']","[0.42060410187229297, 0.3408997762311512, 0.32272409368623733, 0.2902059023328095, 0.2780250256238971, 0.24654167593308882, 0.23976723482843318, 0.23848639495635002, 0.216779563406991, 0.1941025627567227, 0.19287848242214664, 0.1910712736436423, 0.1899323754978603, 0.18238807873616042, 0.18173818987345325, 0.1810227193639983, 0.1809457716062076, 0.17933191370706958, 0.1777896048193887, 0.17677510438753036]",name_properties_background,"Gusia. Mesopotamia, Judaism, cuneiform. 

Unfortunately, the description and keywords provided do not seem to be related to the item mentioned, which is ""Gusia."" Could you please provide more information or clarify the description and keywords so that I can generate a proper introduction for the item? Thank you.","

Unfortunately, the description and keywords provided do not seem to be related to the item mentioned, which is ""Gusia."" Could you please provide more information or clarify the description and keywords so that I can generate a proper introduction for the item? Thank you.","Mesopotamia, Judaism, cuneiform"
220,Egypt,India,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']",Ancient Western Asia,1,5,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']","[1, 2, 5, 3, 4]","['Ancient Western Asia', 'Ancient Greece', 'Ancient Rome', 'China', 'India', 'Archeology', 'Alphabet', 'Christianity', 'The Writing System', 'The Great Wall', 'Islam', 'City', 'city', 'Feudal Dynasties', 'Desert', 'human', 'River', 'Great Wall', 'Walls', 'nation']","[0.5181425849386112, 0.4711792324595963, 0.46580562647282087, 0.45755999213209225, 0.45280037417463204, 0.4247301936640736, 0.39854071778484035, 0.3517246009020759, 0.3504025451529995, 0.3367062167087543, 0.33564372266912923, 0.33440751642377164, 0.3243631047430703, 0.3233999843979744, 0.320044055409606, 0.312465572539308, 0.30878217609935965, 0.3077753477045658, 0.3055400096810165, 0.30247191430974896]",name_properties_background,"Egypt. the nile, pyramid, hieroglyphs. Egypt is a country with deep cultural roots, spanning the northeast corner of Africa and southwest corner of Asia via a land bridge formed by the Sinai Peninsula. With a history dating back to the 6th–4th millennia BCE, Ancient Egypt saw some of the earliest developments of writing, agriculture, urbanisation, organised religion and central government. The country is most known for its iconic monuments, the giza pyramid complex and the Valley of the Kings, which reflect this rich legacy and remain a significant focus of scientific and popular interest. These pyramids are amongst the most studied and awe-inspiring ancient monuments due to their sheer size and the engineering marvels they represent. The hieroglyphs found within the pyramids and throughout Egypt are a testament to the highly developed writing system of the time, and the important role writing played in preserving history and religion. Despite undergoing political and social instability throughout its history, Egypt remains a regional power in North Africa, the Middle East and the Muslim world, and a middle power worldwide, with a diversified economy ranking 97th on the Human Development Index.","Egypt is a country with deep cultural roots, spanning the northeast corner of Africa and southwest corner of Asia via a land bridge formed by the Sinai Peninsula. With a history dating back to the 6th–4th millennia BCE, Ancient Egypt saw some of the earliest developments of writing, agriculture, urbanisation, organised religion and central government. The country is most known for its iconic monuments, the giza pyramid complex and the Valley of the Kings, which reflect this rich legacy and remain a significant focus of scientific and popular interest. These pyramids are amongst the most studied and awe-inspiring ancient monuments due to their sheer size and the engineering marvels they represent. The hieroglyphs found within the pyramids and throughout Egypt are a testament to the highly developed writing system of the time, and the important role writing played in preserving history and religion. Despite undergoing political and social instability throughout its history, Egypt remains a regional power in North Africa, the Middle East and the Muslim world, and a middle power worldwide, with a diversified economy ranking 97th on the Human Development Index.","the nile, pyramid, hieroglyphs"
221,Egypt,Ancient Rome,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']",China,1,5,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']","[4, 3, 2, 5, 1]","['China', 'India', 'Ancient Greece', 'Ancient Western Asia', 'Ancient Rome', 'Christianity', 'City', 'Islam', 'city', 'Archeology', 'Alphabet', 'Desert', 'nation', 'The Great Wall', 'River', 'human', 'Deciphering the Code', 'Great Wall', 'life', 'society']","[0.49184164556909415, 0.47684456924420826, 0.4724510484364407, 0.4630707848622179, 0.45067000209794417, 0.3874754117009138, 0.3784189214478384, 0.3772595035569173, 0.36800841665778133, 0.3508880623104037, 0.34661187878048805, 0.3252956169754764, 0.32422040707710587, 0.3094680545696102, 0.3031327826776845, 0.28941000843501874, 0.28846581034600516, 0.2879130075523544, 0.28696275618607303, 0.2862872608172994]",name_properties_background,"Egypt. the nile, pharaoh, hieroglyphs. Egypt is a transcontinental country, being part of both Asia and Africa, and is known officially as the Arab Republic of Egypt. Its capital city, Cairo, holds significant importance, alongside Alexandria, which is a major industrial and tourist hub. The country has a long and rich cultural heritage, dating back to the 6th-4th millennia BCE, and is considered a cradle of civilization, given its role in areas such as writing, agriculture, urbanization, organized religion, and central government. The Giza Necropolis, The Valley of the Kings, and the ruins of Memphis and Thebes, are among the iconic monuments that reflect its legacy. With over 100 million inhabitants, the country is the most populous in North Africa and the Arab world. The Nile River, which spans the country, is of great significance, with the majority of the population living near its banks. Although largely Islamised, Egypt has a significant Christian minority, and its long and rich cultural heritage serves as an integral part of its national identity. The country has a diversified economy and is a middle power worldwide, with membership in numerous organizations that reflect its global impact. The Pharaohs and hieroglyphs continue to fascinate scientists and tourists alike and hold a special place in the country's cultural history.","Egypt is a transcontinental country, being part of both Asia and Africa, and is known officially as the Arab Republic of Egypt. Its capital city, Cairo, holds significant importance, alongside Alexandria, which is a major industrial and tourist hub. The country has a long and rich cultural heritage, dating back to the 6th-4th millennia BCE, and is considered a cradle of civilization, given its role in areas such as writing, agriculture, urbanization, organized religion, and central government. The Giza Necropolis, The Valley of the Kings, and the ruins of Memphis and Thebes, are among the iconic monuments that reflect its legacy. With over 100 million inhabitants, the country is the most populous in North Africa and the Arab world. The Nile River, which spans the country, is of great significance, with the majority of the population living near its banks. Although largely Islamised, Egypt has a significant Christian minority, and its long and rich cultural heritage serves as an integral part of its national identity. The country has a diversified economy and is a middle power worldwide, with membership in numerous organizations that reflect its global impact. The Pharaohs and hieroglyphs continue to fascinate scientists and tourists alike and hold a special place in the country's cultural history.","the nile, pharaoh, hieroglyphs"
222,Egypt,China,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']",Ancient Western Asia,1,5,"['Ancient Western Asia', 'Ancient Greece', 'India', 'Ancient Rome', 'China']","[1, 4, 2, 5, 3]","['Ancient Western Asia', 'India', 'China', 'Ancient Greece', 'Ancient Rome', 'Christianity', 'Islam', 'Alphabet', 'Desert', 'City', 'nation', 'Archeology', 'city', 'The Great Wall', 'River', 'Maps', 'Great Wall', 'Population Movement', 'Deciphering the Code', 'poverty']","[0.48845739726477405, 0.46150211388722334, 0.4340292581326845, 0.4240135781405122, 0.40279350517697954, 0.40204395264691384, 0.3900898801677589, 0.35472509457365686, 0.3328445045979255, 0.3163471483396665, 0.3011006491949677, 0.3006553604085612, 0.2853016733821546, 0.27472996395606336, 0.26931190578452585, 0.2690905719781281, 0.2686839904497633, 0.2655777104801454, 0.2642371113519595, 0.255486244347272]",name_properties_background,"Egypt. the nile, hieroglyphs. Egypt is a country located in Northeast Africa and Southwest Asia. Its transcontinental location is composed of the Sinai Peninsula, which forms a land bridge to connect the two regions. Bordering the Mediterranean Sea to the north, Palestine and Israel to the northeast, Sudan to the south, and Libya to the west, Egypt is known for its iconic monuments such as the Giza Necropolis, the Sphinx, Karnak, and other ancient ruins along the Nile Delta. With over 100 million inhabitants, it is considered the 14th most populated country in the world. Egypt has a long and rich cultural heritage, with the Nile River being a vital part of its identity, and hieroglyphs being one of the earliest developments of writing. Although largely Islamized in the 7th century, Egypt has a significant Christian minority and other lesser practiced faiths. Overcoming political instability and turmoil, Egypt is now classified as a developing country and a regional power in North Africa, the Middle East, and the Muslim world.","Egypt is a country located in Northeast Africa and Southwest Asia. Its transcontinental location is composed of the Sinai Peninsula, which forms a land bridge to connect the two regions. Bordering the Mediterranean Sea to the north, Palestine and Israel to the northeast, Sudan to the south, and Libya to the west, Egypt is known for its iconic monuments such as the Giza Necropolis, the Sphinx, Karnak, and other ancient ruins along the Nile Delta. With over 100 million inhabitants, it is considered the 14th most populated country in the world. Egypt has a long and rich cultural heritage, with the Nile River being a vital part of its identity, and hieroglyphs being one of the earliest developments of writing. Although largely Islamized in the 7th century, Egypt has a significant Christian minority and other lesser practiced faiths. Overcoming political instability and turmoil, Egypt is now classified as a developing country and a regional power in North Africa, the Middle East, and the Muslim world.","the nile, hieroglyphs"
223,Gusia,China,"['India', 'China']",Sunrise,-1,0,[],[],"['Sunrise', 'White Night Walk', 'Ancient Western Asia', 'The Discovery of America', 'air circulation ducts', 'Recovering a Corrupted Music File', 'Ancient Greece', 'The Great Gatsby', 'Archeology', 'Gourmet', 'Nie Haihua', 'object slides', 'The Puzzle', 'Peach Blossom Fan', 'Deciphering the Code', 'A Puzzle', 'idea', 'Foundation Series', 'Fortress Besieged', 'Maps']","[0.39032011831407476, 0.3129274259160709, 0.2896146885925298, 0.28900667842709593, 0.2684280454338663, 0.23153474932827917, 0.20775638520388978, 0.19986220098505625, 0.19843985456727725, 0.19762049331833448, 0.1918723930766951, 0.18315090703701142, 0.18258146799770142, 0.1747176615189776, 0.17442509041730664, 0.16966137036672568, 0.16863287818309047, 0.1676846364035291, 0.16272192889126239, 0.1607145135305956]",name_properties_background,"Gusia. Mesopotamia, cuneiform. I'm sorry, but the description and the keywords do not seem to be related to the same topic. The name ""Gusia"" is not mentioned in the description and the keywords ""Mesopotamia"" and ""cuneiform"" do not have any apparent connection to Agnieszka Dowbor-Muśnicka or her role in the Polish resistance during World War II. If you could provide a more accurate and coherent description and set of keywords, I would be happy to generate a short introduction of the item.","I'm sorry, but the description and the keywords do not seem to be related to the same topic. The name ""Gusia"" is not mentioned in the description and the keywords ""Mesopotamia"" and ""cuneiform"" do not have any apparent connection to Agnieszka Dowbor-Muśnicka or her role in the Polish resistance during World War II. If you could provide a more accurate and coherent description and set of keywords, I would be happy to generate a short introduction of the item.","Mesopotamia, cuneiform"
224,Ancient Asia,Ancient Rome,"['Ancient Greece', 'Ancient Rome']",Ancient Western Asia,2,2,"['Ancient Greece', 'Ancient Rome']","[2, 3]","['Ancient Western Asia', 'Ancient Greece', 'Ancient Rome', 'India', 'China', 'Islam', 'Christianity', 'The War Against Japan', 'Archeology', 'The Great Wall', 'Great Wall', 'human', 'Journey to the West', 'Feudal Dynasties', 'The Discovery of India', 'The Writing System', 'Foundation Series', 'The Second Industrial Revolution', 'City', 'Enlightenment']","[0.6898525040019167, 0.5310907311735309, 0.5280341874816268, 0.49735309802012406, 0.496621716783404, 0.39098614924080305, 0.38921368985838345, 0.354962350215197, 0.3474038154141269, 0.32517991461163465, 0.31779128983944316, 0.3150677118214359, 0.3057434582205977, 0.30551428520977364, 0.2965546398277297, 0.29559610354167554, 0.2872203827144061, 0.27717551739592966, 0.2738125858962484, 0.2728742473096313]",name_properties_background,"Ancient Asia. Mesopotamia, cuneiform, persian empire, Judaism. The history of Ancient Asia is rich and diverse, with various civilizations flourishing in the fertile river valleys of Mesopotamia, India, and China. These civilizations shared many similarities, but also developed unique technologies and ideas, such as the development of cuneiform in Mesopotamia. The region was also home to the Persian Empire and saw the rise of Judaism. The steppe nomads played a significant role in the region's history, as their mobile lifestyle allowed for conquests across the continent. The spread of Islam and the innovation of gunpowder in China also had a profound impact on the region, leading to the Islamic Golden Age and the emergence of gunpowder empires. The trade of the Silk Road also facilitated cultural exchange between Asia and other parts of the world. From the early civilizations to the later empires, Ancient Asia played a significant role in shaping world history.","The history of Ancient Asia is rich and diverse, with various civilizations flourishing in the fertile river valleys of Mesopotamia, India, and China. These civilizations shared many similarities, but also developed unique technologies and ideas, such as the development of cuneiform in Mesopotamia. The region was also home to the Persian Empire and saw the rise of Judaism. The steppe nomads played a significant role in the region's history, as their mobile lifestyle allowed for conquests across the continent. The spread of Islam and the innovation of gunpowder in China also had a profound impact on the region, leading to the Islamic Golden Age and the emergence of gunpowder empires. The trade of the Silk Road also facilitated cultural exchange between Asia and other parts of the world. From the early civilizations to the later empires, Ancient Asia played a significant role in shaping world history.","Mesopotamia, cuneiform, persian empire, Judaism"
