example_id,model,target_concept,source_concept,predicted_properties,ground_truth_properties,num_predicted,num_ground_truth,num_matched,precision,recall,f1_score,reasoning,elapsed_time,error
133,gpt-4.1-mini,hard drive,book,"[""non-volatile"", ""magnetic storage"", ""electro-mechanical"", ""spinning platters"", ""random access"", ""read/write heads"", ""3.5-inch form factor"", ""2.5-inch form factor"", ""PATA interface"", ""SATA interface"", ""USB interface"", ""SAS interface"", ""high capacity"", ""cost-effective"", ""server usage""]","[""Storing data"", ""read/write head"", ""interface""]",15.0,3.0,0.0,0.0,0.0,0.0,"A hard drive is a data storage device that uses magnetic storage on spinning platters to store digital information. It operates through an electro-mechanical process involving read/write heads that move to access data randomly. The device is non-volatile, meaning it retains data without power. It comes in standard form factors (3.5-inch and 2.5-inch) and connects to computers via common interfaces like PATA, SATA, USB, or SAS. Despite competition from SSDs, hard drives remain widely used due to their high storage capacity and cost-effectiveness, especially in server environments.",3.06,
43,gpt-4.1-mini,Microbiome,ecosystem,"[""Diverse Microorganisms"", ""Habitat-Specific"", ""Dynamic Community"", ""Microbiota vs Microbiome"", ""Ecosystem Function"", ""Health Influence""]","[""microorganism"", ""Habitats"", ""Synergy""]",6.0,3.0,0.0,0.0,0.0,0.0,"The microbiome is fundamentally a complex and dynamic community of diverse microorganisms coexisting in a specific environment. It includes various types of microbes such as bacteria, archaea, fungi, algae, viruses, and small protists, highlighting its biodiversity. The concept emphasizes the habitat-specific nature of these communities and their interactions, which are crucial for the health and functioning of their host organisms and ecosystems. The distinction between microbiota (the organisms themselves) and microbiome (the organisms plus their environment and interactions) is important for understanding the full scope of microbial influence. Advances in research techniques have revealed the microbiome's role in ecosystem functioning and its potential applications in improving health across different biological domains. Therefore, key properties include its diversity, habitat specificity, dynamic nature, and ecological and health-related significance.",3.17,
279,gpt-4.1-mini,slope,career,"[""ratio"", ""direction"", ""steepness"", ""positive or negative"", ""vertical change"", ""horizontal change"", ""gradient"", ""applicability"", ""generalization""]","[""slope"", ""ascent"", ""descent"", ""climb"", ""climber""]",9.0,5.0,0.0,0.0,0.0,0.0,"The slope is a measure that quantifies how steep or inclined a line is by comparing the vertical change to the horizontal change between two points. It indicates the direction of the line (increasing or decreasing) through its sign (positive or negative) and the steepness through its absolute value. This concept is widely applicable beyond pure mathematics, including fields like geography, civil engineering, and climbing, where it helps describe terrain inclination, road gradients, and route difficulty. Its generalization supports complex design and planning, making it a foundational concept in technology and infrastructure.",2.99,
377,gpt-4.1-mini,Tight-Bind Approximation,Taylor Expansion,"[""strong binding"", ""specificity"", ""active site"", ""amino acid arrangement"", ""substrate interaction"", ""cofactor dependence"", ""catalysis"", ""activation energy lowering""]","[""physics"", ""atomic orbital"", ""linear combination"", ""Behavior""]",8.0,4.0,0.0,0.0,0.0,0.0,"The Tight-Bind Approximation, originally a physics concept describing atomic orbital interactions, is applied in biochemistry to explain how enzyme active sites interact with substrates. The approximation helps model the strong, specific binding between the enzyme's amino acid residues and the substrate molecules, which is crucial for catalysis. The active site, though small in volume, is highly specific due to the precise arrangement of amino acids, enabling selective substrate binding and efficient catalysis. Cofactors may be required to assist in the binding or catalytic process. The approximation aids in understanding how these tight interactions lower activation energy and facilitate repeated catalytic cycles.",3.17,
232,gpt-4.1-mini,Buddhism,Islam,"[""Middle Way"", ""Noble Eightfold Path"", ""Liberation from suffering"", ""Impermanence"", ""Therav\u0101da"", ""Mah\u0101y\u0101na"", ""Bodhisattva ideal"", ""Nirv\u0101\u1e47a"", ""Meditation"", ""Ethical observance"", ""Diverse scriptures"", ""Vajray\u0101na"", ""Geographical spread""]","[""Gautama Siddhartha"", ""Ancient India"", ""Diamond Sutra""]",13.0,3.0,0.0,0.0,0.0,0.0,"Buddhism is a complex religious and philosophical tradition centered on the teachings of the Buddha, focusing on liberation from suffering caused by attachments and impermanence. Its core principles include the Middle Way, which advocates a balanced approach to life, and the Noble Eightfold Path, which outlines ethical and meditative practices for spiritual development. The tradition is diverse, with major branches like Theravāda and Mahāyāna differing in their goals and interpretations, such as the emphasis on nirvāṇa or the Bodhisattva ideal. The tradition also includes a rich textual heritage in multiple languages and has a broad geographical spread across Asia, with distinct regional practices like Tibetan Vajrayāna Buddhism. These elements highlight Buddhism’s philosophical depth, ethical framework, meditative focus, textual diversity, and cultural adaptability.",4.4,
386,gpt-4.1-mini,Lattice,Rubik's Cube,"[""regular arrangement"", ""periodic structure"", ""grid-like pattern"", ""mathematical model"", ""crystallographic application"", ""geometric representation"", ""fencing footwork"", ""attack and defense technique""]","[""lattice point"", ""move""]",8.0,2.0,0.0,0.0,0.0,0.0,"The concept of a lattice primarily refers to a regular, repeating arrangement of points in space, which is fundamental in mathematics and crystallography. This regularity and periodicity allow lattices to model structures such as crystals by representing atomic positions. The geometric and algebraic properties of lattices make them useful in various mathematical fields like topology and algebraic geometry. Additionally, the term ""lattice"" has a distinct meaning in fencing, describing a specific footwork technique involving quick backward and forward steps to evade and counterattack. Despite the different contexts, the core idea involves structured, systematic patterns or movements.",3.38,
78,gpt-4.1-mini,Disability of the plant,cocoon,[],"[""Lymphocytes"", ""immunity"", ""antigen"", ""antigen tolerance""]",0.0,4.0,0.0,0.0,0.0,0.0,"The term ""Disability of the plant"" is unclear and does not correspond to a standard scientific concept. It may be a misinterpretation or mistranslation. If the intended concept relates to a plant's inability to perform certain functions or its susceptibility to damage or disease, it would be better described as ""plant stress,"" ""plant disease,"" or ""plant dysfunction."" Without a clear description, it is difficult to extract meaningful properties. Therefore, the reasoning is that the concept as stated lacks clarity and requires a proper definition or context to analyze its properties.",2.26,
16,gpt-4.1-mini,Platelets,Construction Workers,"[""anucleate"", ""derived from megakaryocytes"", ""circulate in blood"", ""mediate primary hemostasis"", ""activate coagulation cascade"", ""form platelet plug"", ""involved in immune response"", ""mammal-specific""]","[""human body"", ""substances"", ""damaged tissue""]",8.0,3.0,0.0,0.0,0.0,0.0,"Platelets are small, anucleate cell fragments derived from megakaryocytes that circulate in the blood and play a vital role in hemostasis. Their primary function is to respond rapidly to vascular injury by adhering to exposed subendothelial structures, aggregating to form a platelet plug (primary hemostasis), and facilitating the activation of the coagulation cascade (secondary hemostasis) to stabilize the clot with fibrin. Additionally, platelets contribute to immune defense by interacting with pathogens in the bloodstream. Their unique presence in mammals and origin from bone marrow or lung megakaryocytes highlight their specialized role in mammalian physiology.",2.97,
392,gpt-4.1-mini,Turbine Engine,Heart,"[""continuous flow"", ""internal combustion"", ""Brayton cycle"", ""gas compressor"", ""combustor"", ""turbine"", ""turbine blades"", ""high temperature"", ""shaft work output"", ""versatile applications""]","[""turbine blade"", ""turbine disk"", ""combustion chamber""]",10.0,3.0,0.0,0.0,0.0,0.0,"A turbine engine is characterized by its continuous flow operation and internal combustion process, which distinguishes it from reciprocating engines. It consists of a gas compressor that pressurizes incoming air, a combustor where fuel is burned to increase the energy of the air, and a turbine that extracts energy from the high-temperature gases to produce mechanical work. The engine operates on the Brayton cycle, involving compression, combustion, and expansion stages. Its design includes critical components such as turbine blades and disks that withstand high temperatures and stresses. The versatility of turbine engines is evident in their applications across various transportation and power generation sectors, often customized with additional components like propelling nozzles or extra turbines to suit specific needs.",3.1,
272,gpt-4.1-mini,seeing,understanding,"[""visual perception"", ""light reception"", ""brain interpretation"", ""atmospheric distortion"", ""extrasensory perception"", ""symbolic insight""]","[""seeing"", ""light"", ""illuminating"", ""darkness"", ""view"", ""hidden""]",6.0,6.0,0.0,0.0,0.0,0.0,"The concept of ""seeing"" primarily involves the sensory perception of light by the eyes and the brain's interpretation of that information to create a visual representation of the environment. This biological process is fundamental to human experience and interaction with the world. Additionally, ""seeing"" can extend metaphorically or contextually to other domains: in astronomy, it refers to atmospheric conditions affecting visual clarity; in occult practices, it denotes extrasensory perception such as aura reading or future prediction; and in cultural works like literature, music, and art, it symbolizes insight, revelation, or emotional expression. Thus, ""seeing"" encompasses both a physiological function and a broader symbolic or contextual significance.",2.78,
1,gpt-4.1-mini,biological clock,clock,"[""circadian rhythm"", ""molecular clock"", ""epigenetic clock"", ""ageing regulation"", ""menstrual cycle"", ""environmental adaptation"", ""hormone regulation"", ""metabolic control"", ""sleep-wake cycle""]","[""changes"", ""state"", ""adjust""]",9.0,3.0,0.0,0.0,0.0,0.0,"The biological clock encompasses various internal timing mechanisms that regulate physiological processes in living organisms. It includes circadian rhythms that control daily cycles like sleep-wake patterns, molecular and epigenetic clocks that influence cellular aging, and reproductive cycles such as the menstrual cycle. These clocks enable organisms to anticipate and adapt to environmental changes, such as light and temperature fluctuations, ensuring optimal functioning. Disruptions to these clocks can lead to health issues, highlighting their importance in maintaining homeostasis and overall well-being. Understanding these mechanisms aids in developing treatments for aging, reproductive health, and sleep disorders.",2.91,
397,gpt-4.1-mini,Isotope Dating,Archeology,"[""radioactive decay"", ""half-life"", ""isotope ratio"", ""age determination"", ""radiometric method"", ""geologic time scale"", ""material-specific"", ""accuracy dependent""]","[""isotope"", ""half life"", ""Comparison""]",8.0,3.0,0.0,0.0,0.0,0.0,"Isotope dating relies on measuring the ratio of a radioactive isotope to its decay products within a sample, using the known constant decay rate (half-life) to calculate the sample's age. This method is applicable to various materials like rocks, fossils, and artifacts, and different isotopes are used depending on the age range and material type. The technique is fundamental for establishing geologic time scales and understanding evolutionary timelines, as well as for archaeological dating. Its accuracy depends on the isotope system used and the preservation of the sample.",2.31,
115,gpt-4.1-mini,Chiral Molecules,Human Hands,"[""non-superimposable"", ""mirror images"", ""enantiomers"", ""stereogenic elements"", ""optical activity"", ""biological specificity""]","[""molecular"", ""mirror symmetry"", ""nature""]",6.0,3.0,0.0,0.0,0.0,0.0,"Chiral molecules are defined by their inability to be superimposed on their mirror images, a property arising from the presence of stereogenic elements such as centers, axes, or planes. This lack of mirror symmetry results in two distinct enantiomers, which are mirror images of each other but not identical. These enantiomers share identical chemical and physical properties in most contexts but differ in their interaction with other chiral substances and in their optical activity, rotating plane-polarized light in opposite directions. Chirality is especially significant in biological systems, where typically only one enantiomer is biologically active or metabolized, influencing the function and interaction of biomolecules like amino acids, carbohydrates, and nucleic acids. Understanding chirality is crucial for comprehending molecular behavior and biological specificity.",3.02,
226,gpt-4.1-mini,India,Ancient Greece,"[""South Asia"", ""Seventh-largest country"", ""Second-most populous"", ""Diverse population"", ""Ancient civilization"", ""Hinduism origin"", ""Caste system"", ""Buddhism and Jainism"", ""Maurya and Gupta Empires"", ""Mughal Empire"", ""British colonial history"", ""Federal republic"", ""Fast-growing economy"", ""Space program"", ""Socio-economic challenges"", ""Megadiverse"", ""Biodiversity hotspots"", ""Cultural heritage""]","[""Indian River"", ""Indus script"", ""Buddhism""]",18.0,3.0,0.0,0.0,0.0,0.0,"India is a large and populous country in South Asia with a rich historical and cultural heritage. It has significant geographic diversity, sharing land and maritime borders with multiple countries. Its history spans ancient civilizations, religious developments, and empires that shaped its social and political structures. Modern India is a federal republic with a growing economy and technological advancements, including a space program. Despite progress, it faces socio-economic challenges such as inequality and environmental issues. India is also notable for its biodiversity and cultural contributions globally.",3.58,
263,gpt-4.1-mini,war,argument,"[""armed conflict"", ""destruction"", ""casualties"", ""military force"", ""civilian impact"", ""historical persistence"", ""socio-economic factors""]","[""war"", ""soldier"", ""destroy"", ""fighting"", ""defeat"", ""attacks"", ""weapon""]",7.0,7.0,0.0,0.0,0.0,0.0,"War is characterized by organized, large-scale armed conflict involving multiple parties such as states or paramilitary groups. It is inherently violent and destructive, aiming to defeat the opposition through military force. The consequences of war extend beyond combatants to civilians, causing widespread casualties and infrastructure damage. War is a complex social phenomenon influenced by human nature and various socio-economic and ecological factors. Its persistence throughout history underscores its deep-rooted impact on societies and the tragic human cost it entails.",2.84,
105,gpt-4.1-mini,Chemical Reaction,Urban Transportation,"[""bond breaking"", ""bond forming"", ""reaction rate"", ""catalyst presence"", ""redox classification"", ""reaction mechanism"", ""enzyme catalysis"", ""metabolic role"", ""elementary steps"", ""nuclear reactions""]","[""active site"", ""reaction speed"", ""reaction process""]",10.0,3.0,0.0,0.0,0.0,0.0,"A chemical reaction involves the transformation of substances through the breaking and forming of chemical bonds, resulting in new compounds. The process is influenced by factors such as temperature, concentration, and catalysts, which affect the reaction rate. Chemical reactions can be categorized based on electron transfer (redox) or other mechanisms, and they proceed through a series of elementary steps. Enzymes act as biological catalysts in metabolic reactions, facilitating synthesis and decomposition within cells. The concept extends beyond classical chemistry to include nuclear and particle reactions, highlighting its broad applicability in physical sciences.",3.65,
396,gpt-4.1-mini,MRI,Music Performance,"[""non-ionizing"", ""high-resolution"", ""soft tissue contrast"", ""magnetic field"", ""nuclear spin"", ""radiofrequency pulses"", ""patient discomfort"", ""metal contraindications"", ""costly"", ""non-invasive""]","[""nuclear spin"", ""Applied magnetic field"", ""resonance""]",10.0,3.0,1.0,0.1,0.333,0.154,"MRI operates by exploiting the nuclear spin properties of hydrogen atoms in the body, aligning them with a strong magnetic field and then perturbing this alignment with radiofrequency pulses. The emitted signals as the spins relax back to equilibrium are detected and used to construct detailed images of internal tissues. This technique avoids ionizing radiation, making it safer than X-rays or CT scans. The high contrast resolution is particularly useful for soft tissues, enabling detailed visualization of organs and pathological changes. However, the procedure requires patients to remain still in a confined space for extended periods, which can cause discomfort. The presence of metal implants can pose safety risks due to magnetic interactions. Additionally, the high cost and potential for overdiagnosis are important considerations in clinical use.",4.0,
194,gpt-4.1-mini,Reign of the Pharaohs,Feudal Dynasties,"[""Ancient Egypt"", ""Pharaohs"", ""New Kingdom"", ""18th Dynasty"", ""Royal Palaces"", ""Religious Authority"", ""High Priests"", ""Nobles"", ""2500 Years"", ""Kushite Conquest"", ""Achaemenid Rule"", ""Roman Province"", ""Cultural Significance"", ""Political Power"", ""Religious Leadership""]","[""pharaoh"", ""royal palace"", ""sacrificial place"", ""high priest"", ""noble""]",15.0,5.0,0.0,0.0,0.0,0.0,"The Reign of the Pharaohs represents a significant era in ancient Egyptian history characterized by the rule of native kings known as pharaohs. This period spans roughly 2500 years, beginning with the establishment of the pharaonic title during the New Kingdom's 18th Dynasty and ending with Egypt's incorporation into the Roman Empire in 30 BC. The pharaohs held supreme political and religious authority, residing in grand palaces and overseeing religious sites with the support of priests and nobles. The continuity of the pharaonic institution persisted even after foreign conquests, such as by the Kingdom of Kush and the Achaemenid Empire, who adopted the title and traditions. This era is marked by its rich cultural, religious, and political significance, reflecting the centralized power and enduring legacy of ancient Egyptian civilization.",3.38,
262,gpt-4.1-mini,Matrix Theory,Mirrors,"[""rectangular arrays"", ""linear maps"", ""square matrices"", ""noncommutative ring"", ""determinant"", ""eigenvalues"", ""geometric transformations"", ""linear algebra"", ""interdisciplinary applications""]","[""matrix"", ""transform"", ""Eigenvalues""]",9.0,3.0,1.0,0.111,0.333,0.167,"Matrix theory fundamentally studies matrices as mathematical objects that represent linear transformations and enable computations in linear algebra. Key aspects include the structure of matrices as rectangular arrays, the special role of square matrices, and the algebraic properties such as forming a noncommutative ring. Determinants and eigenvalues are central to understanding matrix properties, especially for square matrices. The theory extends beyond pure linear algebra to applications in geometry, graph theory, combinatorics, statistics, and numerical analysis, highlighting its broad interdisciplinary relevance.",3.24,
58,gpt-4.1-mini,Immune System,Reactor,"[""biological defense"", ""innate immunity"", ""adaptive immunity"", ""immune cells"", ""antibodies"", ""pathogen recognition"", ""memory response"", ""self vs non-self recognition"", ""disease protection"", ""immune dysfunction""]","[""Immune Cells"", ""pathogen"", ""Antibody""]",10.0,3.0,1.0,0.1,0.333,0.154,"The immune system is fundamentally a biological defense mechanism that protects organisms from harmful agents such as pathogens and abnormal cells. It consists of two main subsystems: the innate immune system, which provides immediate but non-specific defense, and the adaptive immune system, which offers a specific and learned response to previously encountered threats. Both subsystems utilize immune cells and antibodies to identify and neutralize threats. The system's complexity is highlighted by its ability to distinguish self from non-self, and its dysfunction can result in various diseases. The study of this system, immunology, encompasses understanding these processes and their implications.",3.87,
233,gpt-4.1-mini,Christianity,Islam,"[""Monotheistic"", ""Jesus-centered"", ""Bible-based"", ""Global presence"", ""Multiple denominations"", ""Salvation through Jesus"", ""Historical origins"", ""Persecution""]","[""Jesus"", ""Palestine"", ""Bible""]",8.0,3.0,0.0,0.0,0.0,0.0,"Christianity is a monotheistic religion founded on the teachings and life of Jesus of Nazareth, who is regarded as the Son of God and Savior. Its core belief centers on Jesus' crucifixion and resurrection for humanity's salvation. The religion is based on the Bible, which includes the Old and New Testaments. Christianity has a global presence with over 2.4 billion adherents and has diversified into multiple denominations due to historical schisms. Despite its widespread influence, Christians face persecution in various regions. The religion's origins in the 1st century AD in Palestine and its spread worldwide, especially in Africa and Asia, highlight its historical and cultural significance.",4.41,
117,gpt-4.1-mini,Enantiomers,Human Hands,"[""non-superimposable"", ""mirror images"", ""chiral center"", ""optical activity"", ""racemic mixture"", ""stereoisomers""]","[""mirror symmetry"", ""chiral center""]",6.0,2.0,1.0,0.167,0.5,0.25,"Enantiomers are pairs of stereoisomers that are non-superimposable mirror images of each other, much like left and right hands. This unique relationship arises due to the presence of a chiral center in the molecule, which creates asymmetry. Enantiomers have identical physical properties except for their interaction with plane-polarized light and chiral environments. A racemic mixture, containing equal amounts of both enantiomers, is optically inactive because the optical activities of the two enantiomers cancel each other out. Unlike diastereomers, which are stereoisomers that are not mirror images, enantiomers are specifically defined by their mirror-image relationship. Understanding enantiomers is crucial in chemistry and biology because their different spatial arrangements can lead to vastly different biological activities and properties.",10.03,
114,gpt-4.1-mini,Chemistry,A Jigsaw Puzzle,"[""composition"", ""structure"", ""properties"", ""chemical bonds"", ""reaction process"", ""matter"", ""atoms"", ""molecules"", ""ions""]","[""Reactant"", ""reaction process"", ""Reaction conditions"", ""product""]",9.0,4.0,1.0,0.111,0.25,0.154,"Chemistry fundamentally explores matter by analyzing its composition, structure, and properties, as well as the interactions and transformations it undergoes. The concept encompasses the study of elements, compounds, atoms, molecules, and ions, focusing on how chemical bonds form and influence substance behavior. A critical aspect is the reaction process, which involves understanding how substances change under various conditions to produce new materials. This comprehensive approach allows chemistry to serve as a foundational science that supports and connects to many other scientific fields.",3.58,
343,gpt-4.1-mini,Team Management,Football Game,"[""leadership"", ""communication"", ""task delegation"", ""conflict resolution"", ""motivation"", ""goal orientation"", ""team collaboration""]","[""leader"", ""team member"", ""Target""]",7.0,3.0,0.0,0.0,0.0,0.0,"Team management is fundamentally about coordinating and guiding a group of individuals to work effectively towards a shared goal. It requires understanding the unique capabilities and limitations of each team member to allocate tasks optimally, which enhances productivity. Effective communication and planning are crucial to align efforts and resolve conflicts that may arise, ensuring a harmonious and motivated team environment. The role also involves motivating team members to perform at their best and fostering collaboration among different types of teams within an organization. Therefore, the key aspects of team management revolve around leadership, communication, task delegation, conflict resolution, motivation, and goal orientation.",3.58,
159,gpt-4.1-mini,Bagging Algorithms,Investors,"[""ensemble method"", ""variance reduction"", ""bootstrap sampling"", ""overfitting mitigation"", ""model aggregation"", ""improved accuracy"", ""algorithm agnostic""]","[""random sample"", ""train"", ""accuracy""]",7.0,3.0,0.0,0.0,0.0,0.0,"Bagging algorithms work by generating multiple versions of a predictor through random sampling with replacement (bootstrap samples) from the original dataset. Each model is trained independently on these samples, and their predictions are aggregated, typically by voting or averaging, to produce a final output. This ensemble approach reduces the variance of the model without increasing bias, leading to improved accuracy and stability. Bagging is especially effective in reducing overfitting in high-variance models like decision trees but is versatile enough to be applied to other algorithms as well.",3.58,
142,gpt-4.1-mini,Cloud Computing,Rental Housing,"[""on-demand access"", ""shared resources"", ""distributed data centers"", ""scalability"", ""flexibility"", ""pay-as-you-go"", ""remote accessibility"", ""cost efficiency""]","[""service"", ""Server"", ""storage"", ""network""]",8.0,4.0,0.0,0.0,0.0,0.0,"Cloud computing is characterized by its ability to provide scalable and flexible access to computing resources over the internet. It leverages distributed data centers to share resources efficiently, allowing users to access storage and processing power on demand. The pay-as-you-go pricing model reduces upfront costs and aligns expenses with actual usage, making it cost-effective. The infrastructure typically includes servers, storage, and networking components that work together to deliver services remotely. This model supports accessibility from any location at any time, enhancing convenience and operational agility.",4.1,
382,gpt-4.1-mini,Electromagnetic resonance cavity,resonance cavity,"[""Earth-ionosphere cavity"", ""Extremely low frequency"", ""Schumann resonances"", ""Lightning excitation"", ""Standing waves"", ""Global scale"", ""Natural electromagnetic resonance""]","[""reflection"", ""put one's oar in"", ""pitch"", ""timbre""]",7.0,4.0,0.0,0.0,0.0,0.0,"An electromagnetic resonance cavity, specifically in the context of the Earth-ionosphere system, acts as a natural resonator for extremely low frequency electromagnetic waves. The cavity is formed by the conductive surface of the Earth and the ionosphere above it, creating a bounded space where electromagnetic waves can reflect and interfere constructively. This leads to the formation of standing wave patterns known as Schumann resonances. These resonances are excited primarily by lightning discharges, which inject energy into the cavity. The resulting resonant frequencies manifest as spectral peaks in the ELF range. The phenomenon is significant because it represents a global-scale electromagnetic resonance that can influence biological systems and is a natural indicator of atmospheric electrical activity.",4.7,
56,gpt-4.1-mini,Genes,Computer Code,"[""DNA sequence"", ""hereditary unit"", ""transcription"", ""translation"", ""mutation"", ""alleles"", ""protein coding"", ""phenotypic traits"", ""inheritance""]","[""organism"", ""sequence"", ""transcription"", ""translate""]",9.0,4.0,1.0,0.111,0.25,0.154,"Genes are essential units of heredity composed of DNA sequences that encode information for producing RNA and proteins, which determine biological functions and traits. They are transmitted from parents to offspring, enabling inheritance of phenotypic characteristics. Genes undergo transcription and translation processes to express their encoded information. Mutations in gene sequences create alleles, contributing to genetic diversity and variation in traits. Understanding genes is fundamental to genetics, molecular biology, and the study of inherited diseases.",2.88,
77,gpt-4.1-mini,Macrophages,the cleaners,"[""phagocytosis"", ""immune regulation"", ""M1 phenotype"", ""M2 phenotype"", ""tissue distribution"", ""surface markers"", ""cytokine release"", ""inflammation modulation""]","[""devour"", ""pathogen""]",8.0,2.0,0.0,0.0,0.0,0.0,"Macrophages are essential immune cells that perform phagocytosis to remove pathogens, cancer cells, and debris, thus maintaining tissue homeostasis and defense. Their dual role in both promoting and resolving inflammation highlights their functional plasticity, classified into M1 (pro-inflammatory) and M2 (anti-inflammatory and tissue repair) phenotypes. Their presence in all tissues and identification through specific surface markers reflect their widespread and diverse roles in immunity. The discovery by Élie Metchnikoff underscores their historical and foundational importance in immunology.",5.99,
26,gpt-4.1-mini,Genetic Mutation,Typo,"[""DNA sequence alteration"", ""Replication error"", ""Phenotypic effect"", ""Evolutionary role"", ""Gene function impact"", ""DNA repair mechanisms""]","[""gene sequence"", ""genetic mutation"", ""Gene"", ""repair""]",6.0,4.0,0.0,0.0,0.0,0.0,"Genetic mutation involves changes in the DNA sequence that can occur due to replication errors, cell division processes, or DNA damage. These changes can be silent or have significant effects on an organism's phenotype, influencing biological functions and evolutionary processes. Mutations can disrupt gene function or alter gene products, contributing to both normal biological diversity and diseases like cancer. Organisms have evolved DNA repair mechanisms to mitigate the potentially harmful effects of mutations by correcting altered sequences.",3.23,
83,gpt-4.1-mini,deaf,blind,"[""hearing loss"", ""communication barrier"", ""sign language"", ""cultural identity"", ""non-auditory senses"", ""audiological condition""]","[""ear"", ""sound"", ""No reaction""]",6.0,3.0,0.0,0.0,0.0,0.0,"Deafness encompasses both a medical condition characterized by hearing loss and a cultural identity centered around the use of sign language. Medically, it involves an inability or reduced ability to perceive sound, which impacts communication through spoken language. Culturally, Deafness includes individuals who identify with the Deaf community and primarily use sign language, regardless of their actual hearing ability. This dual aspect highlights that deafness is not solely a sensory impairment but also a social and linguistic identity. Key features include the reliance on non-auditory senses for communication and interaction, and the distinction between audiological deafness and cultural Deafness.",3.25,
383,gpt-4.1-mini,Mean Field Approximation,Group Behavior,"[""averaging"", ""effective interaction"", ""dimensionality reduction"", ""many-body simplification"", ""computational efficiency"", ""stochastic modeling""]","[""particle"", ""system"", ""average effect""]",6.0,3.0,0.0,0.0,0.0,0.0,"The Mean Field Approximation simplifies complex many-body problems by replacing the detailed interactions among all components with an average or effective interaction. This reduces the dimensionality and computational complexity of the problem, allowing for tractable analysis of systems with many interacting parts. By focusing on an effective one-body problem, MFA captures the collective behavior of the system while ignoring fluctuations around the mean field. This approach is widely applicable across physics, probability theory, and other fields where high-dimensional stochastic models arise, making it a versatile and powerful analytical tool.",2.77,
149,gpt-4.1-mini,random forest,forest,"[""ensemble method"", ""decision trees"", ""random feature selection"", ""majority voting"", ""mean prediction"", ""reduces overfitting"", ""handles classification"", ""handles regression"", ""low variance"", ""minimal tuning""]","[""decision tree"", ""feature"", ""predict""]",10.0,3.0,0.0,0.0,0.0,0.0,"Random forest is an ensemble learning technique that builds multiple decision trees and aggregates their results to improve prediction accuracy and control overfitting. By randomly selecting subsets of features and data samples for each tree, it reduces correlation among trees and variance in the model. For classification, it uses majority voting, and for regression, it averages the outputs, making it versatile for different tasks. Its robustness, minimal tuning requirements, and ability to handle high-dimensional data make it a popular and reliable method in practical applications.",3.37,
182,gpt-4.1-mini,Active Fault,Spring,"[""recent movement"", ""seismic activity"", ""earthquake potential"", ""geologic hazard"", ""surface faulting"", ""tectonic deformation"", ""landslides"", ""liquefaction"", ""tsunami generation"", ""multidisciplinary study""]","[""displacement"", ""earthquake""]",10.0,2.0,0.0,0.0,0.0,0.0,"An active fault is defined by its recent movement within the last 10,000 years, indicating ongoing tectonic activity and potential for future earthquakes. This recent activity distinguishes it from inactive faults and makes it a significant geologic hazard. The fault's activity can cause various secondary effects such as strong ground shaking, surface rupture, and related phenomena like landslides and tsunamis. Studying active faults involves multiple geological disciplines to understand their behavior and displacement patterns, which is essential for earthquake prediction and hazard mitigation.",3.9,
23,gpt-4.1-mini,DNA Double Helix Structure,The Helix Bridge,"[""double-stranded"", ""helical"", ""base pairing"", ""major groove"", ""minor groove"", ""complementary strands"", ""hydrogen bonds""]","[""dna strand"", ""base pair""]",7.0,2.0,0.0,0.0,0.0,0.0,"The DNA double helix structure is characterized by two complementary strands of nucleotides twisted around each other, forming a helical shape. The strands are held together by specific base pairing (adenine with thymine, and cytosine with guanine) through hydrogen bonds, which stabilizes the structure. The presence of major and minor grooves along the helix provides distinct binding sites for proteins, with the major groove being wider and more accessible, facilitating protein-DNA interactions essential for processes like transcription and replication. This structural arrangement is critical for the storage, replication, and expression of genetic information.",2.92,
174,gpt-4.1-mini,Business cycle,day and night cycle,"[""Expansion"", ""Recession"", ""Recovery"", ""Variable Duration"", ""Measured by GDP"", ""Macroeconomic Indicator"", ""External Shocks"", ""Statistical Analysis"", ""Economic Growth"", ""Negative GDP Growth""]","[""Boom period"", ""Recession"", ""recovery period""]",10.0,3.0,1.0,0.1,0.333,0.154,"The business cycle is characterized by its repetitive nature of economic expansions and contractions, which are reflected in macroeconomic indicators like Real GDP. Key phases include expansion (growth), recession (decline), and recovery (rebound). The cycle's duration varies widely, typically between 2 to 10 years, and its intensity can differ based on external shocks or internal economic dynamics. Statistical tools such as Bayesian analysis help in understanding the frequency and patterns of these cycles. External factors like oil price shocks, consumer confidence, and major crises significantly influence the cycle's behavior. The business cycle is thus a complex, dynamic process influenced by multiple economic variables and external events.",3.43,
210,gpt-4.1-nano,Westernization Movement,Reform Movement of 1898,"[""cultural influence"", ""social reform"", ""gender equality"", ""waves"", ""diversity"", ""reproductive rights"", ""social stratification"", ""activism"", ""advocacy"", ""progress""]","[""technology"", ""self-improvement"", ""Li Hongzhang"", ""Landlord Class Westernization School"", ""feudal ruler self-help movement""]",10.0,5.0,0.0,0.0,0.0,0.0,"The Westernization Movement has played a pivotal role in shaping the feminist movement by introducing Western ideas of gender equality and social reform to non-Western societies. Its influence spans multiple waves, each emphasizing different aspects of women's rights and social justice, and has evolved to include diverse groups of women. The movement's focus on political activism, reproductive rights, and social stratification highlights its multifaceted nature. Key figures and schools associated with Westernization have contributed to the progress and challenges faced by feminism, making the movement a significant driver of social change rooted in Western cultural influence.",2.03,
