example_id,model,target_concept,source_concept,predicted_properties,ground_truth_properties,num_predicted,num_ground_truth,num_matched,precision,recall,f1_score,reasoning,elapsed_time,error
383,gpt-oss-120b,Mean Field Approximation,Group Behavior,"[""Self-consistency"", ""Average field"", ""Decoupling""]","[""particle"", ""system"", ""average effect""]",3.0,3.0,0.0,0.0,0.0,0.0,"The mean field approximation replaces the many‑body interactions in a system with an effective “average” interaction that each constituent experiences. By assuming that fluctuations around this average are small, the complex, coupled equations governing the full system are reduced to a set of self‑consistent equations for the mean field itself. This simplification becomes exact in the thermodynamic limit for certain models and provides a tractable way to estimate phase behavior, critical points, and macroscopic observables. The key idea is that each particle feels a deterministic field generated by the collective effect of all other particles, allowing one to decouple correlations and solve the problem analytically or with modest computational effort.",2.68,
149,gpt-oss-120b,random forest,forest,"[""Ensemble learning"", ""Bagging"", ""Random feature selection"", ""Decision tree base learners"", ""Feature importance estimation"", ""Robustness to overfitting""]","[""decision tree"", ""feature"", ""predict""]",6.0,3.0,0.0,0.0,0.0,0.0,"Random Forest is an ensemble learning method that constructs multiple decision trees during training and outputs either the mode of the classes (classification) or the mean prediction (regression) of the individual trees. Its key characteristics include bootstrap aggregating (bagging) of training data, random feature selection at each split to promote tree diversity, and the ability to handle high‑dimensional data and estimate feature importance. These properties together improve predictive accuracy, reduce overfitting compared to a single decision tree, and provide robustness to noise and outliers.",36.14,
182,gpt-oss-120b,Active Fault,Spring,"[""Recent displacement"", ""Strain accumulation"", ""Slip rate"", ""Fault style"", ""Seismic hazard""]","[""displacement"", ""earthquake""]",5.0,2.0,0.0,0.0,0.0,0.0,"An active fault is a fracture in the Earth's crust that has experienced movement during the most recent geological period (typically the Holocene) and retains the potential for future slip. Its identification relies on evidence of recent displacement, ongoing strain accumulation, and a measurable rate of tectonic activity, which together make the fault a significant source of seismic hazard. Key attributes include the fault’s slip rate, the style of motion (strike‑slip, normal, thrust), the depth of the seismogenic zone, and its relationship to regional stress fields. Understanding these properties helps assess earthquake probability, potential ground‑shaking intensity, and associated geohazards.",3.58,
23,gpt-oss-120b,DNA Double Helix Structure,The Helix Bridge,"[""Antiparallel strands"", ""Complementary base pairing"", ""Right\u2011handed helix"", ""Major and minor grooves"", ""Uniform diameter""]","[""dna strand"", ""base pair""]",5.0,2.0,0.0,0.0,0.0,0.0,"The DNA double helix is a right‑handed helical polymer composed of two antiparallel polynucleotide strands. Each strand consists of a sugar‑phosphate backbone with nitrogenous bases (adenine, thymine, guanine, cytosine) attached to the sugars. Complementary base pairing (A↔T, G↔C) via hydrogen bonds links the two strands, creating a uniform diameter and stabilizing the helical geometry. The helix exhibits distinct major and minor grooves that facilitate protein binding and genetic regulation. The overall structure provides a compact, stable means of storing genetic information and enables accurate replication through strand separation and templated synthesis.",2.13,
174,gpt-oss-120b,Business cycle,day and night cycle,"[""expansion phase"", ""peak"", ""recession phase"", ""trough"", ""irregular duration"", ""variable amplitude"", ""output fluctuations"", ""employment changes"", ""policy influence"", ""leading indicators""]","[""Boom period"", ""Recession"", ""recovery period""]",10.0,3.0,0.0,0.0,0.0,0.0,"The business cycle describes the recurring fluctuations in overall economic activity over time. Its main attributes are the sequential phases of expansion, peak, contraction (recession), and trough, which together characterize the rise and fall of real GDP, employment, and other macroeconomic indicators. The cycle’s duration and amplitude are irregular, making its timing unpredictable. It is driven by changes in aggregate demand, monetary and fiscal policy, investment, and external shocks, and it is often analyzed using leading, coincident, and lagging indicators to gauge its position.",6.7,
210,gpt-4.1-mini,Westernization Movement,Reform Movement of 1898,"[""modernization"", ""cultural adoption"", ""industrialization"", ""social reform"", ""Western influence""]","[""technology"", ""self-improvement"", ""Li Hongzhang"", ""Landlord Class Westernization School"", ""feudal ruler self-help movement""]",5.0,5.0,0.0,0.0,0.0,0.0,"The Westernization Movement refers to the process or efforts by a society or country to adopt Western ideas, technology, culture, and institutions. This movement often involves modernization, industrialization, and social reforms inspired by Western models. It typically includes changes in education, governance, military, economy, and cultural practices to align more closely with Western norms and standards.",0.21,
281,gpt-4.1-mini,household,government,"[""shared dwelling"", ""common resources"", ""social unit"", ""variable size"", ""economic unit""]","[""household"", ""house"", ""father"", ""servant"", ""father"", ""father"", ""housekeeper""]",5.0,5.0,0.0,0.0,0.0,0.0,"A household refers to a group of people, often a family, living together in a single dwelling unit. It is characterized by shared living spaces, common economic resources, and social interactions. Households can vary in size and composition, including single individuals, nuclear families, or extended families. They serve as basic units for social organization, economic activity, and consumption.",3.34,
34,gpt-4.1-mini,Cell division,the replicator,"[""genetic replication"", ""chromosome segregation"", ""cytoplasmic division"", ""mitosis"", ""meiosis"", ""cell cycle regulation"", ""checkpoints""]","[""cell"", ""cell organelle"", ""molecular""]",7.0,3.0,0.0,0.0,0.0,0.0,"Cell division is a fundamental biological process by which a single cell divides into two or more daughter cells. This process is essential for growth, development, and tissue repair in multicellular organisms, as well as for reproduction in unicellular organisms. Cell division involves several key stages, including the replication of genetic material, segregation of chromosomes, and division of the cytoplasm. There are two main types of cell division: mitosis, which results in genetically identical daughter cells, and meiosis, which produces genetically diverse gametes. Key properties of cell division include its regulation by the cell cycle, the involvement of specific phases (such as prophase, metaphase, anaphase, and telophase in mitosis), and the role of checkpoints to ensure accuracy and prevent errors.",5.23,
211,gpt-4.1-mini,Westernization Movement,The Revolution of 1911,"[""modernization"", ""cultural adoption"", ""industrialization"", ""social reform"", ""Western influence""]","[""technology"", ""self-improvement"", ""Li Hongzhang"", ""Landlord Class Westernization School"", ""feudal ruler self-help movement""]",5.0,5.0,0.0,0.0,0.0,0.0,"The Westernization Movement refers to the process or efforts by a society or country to adopt Western ideas, technology, culture, and institutions. This movement often involves modernization, industrialization, and social reforms inspired by Western models. It typically includes changes in education, governance, military, economy, and cultural practices to align more closely with Western norms and standards.",0.25,
94,gpt-4.1-mini,Electrochemical Reaction,Power Generation,"[""electron transfer"", ""oxidation"", ""reduction"", ""electrode interface"", ""electric current"", ""energy conversion""]","[""electron transfer"", ""conductor"", ""electronic""]",6.0,3.0,1.0,0.167,0.333,0.222,"An electrochemical reaction involves the transfer of electrons between chemical species, typically occurring at the interface of an electrode and an electrolyte. These reactions are fundamental to processes such as corrosion, battery operation, electroplating, and fuel cells. Key aspects include the oxidation and reduction half-reactions, the flow of electric current, and the conversion between chemical energy and electrical energy.",2.85,
85,gpt-4.1-mini,Limit Modification System,Firewall,"[""threshold adjustment"", ""dynamic control"", ""constraint enforcement""]","[""prokaryotes"", ""exogenous DNA"", ""restriction enzyme"", ""cut off"", ""degradation""]",3.0,5.0,0.0,0.0,0.0,0.0,"A Limit Modification System typically refers to a mechanism or framework designed to adjust, control, or modify predefined limits within a system. This could be in various contexts such as engineering, computing, or regulatory environments. The key aspects involve the ability to set thresholds, dynamically alter these thresholds based on conditions or inputs, and enforce constraints to ensure system stability or compliance. Such systems are characterized by their adaptability, control precision, and feedback mechanisms to maintain or modify limits effectively.",3.01,
330,gpt-4.1-mini,Article,River,"[""written"", ""informative"", ""structured"", ""published"", ""topic-focused""]","[""article"", ""Word"", ""beginning"", ""end""]",5.0,4.0,0.0,0.0,0.0,0.0,"An article is a written composition on a particular subject, typically published in a magazine, journal, newspaper, or online platform. It is designed to inform, explain, or persuade readers about a specific topic. Articles usually have a structured format including a title, introduction, body, and conclusion. They can vary in length and style depending on the publication and purpose. Key properties include being informative, structured, and published.",3.29,
95,gpt-4.1-mini,Crystals,Architecture,"[""ordered atomic structure"", ""geometric shape"", ""symmetry"", ""repeating lattice"", ""cleavage planes"", ""optical properties"", ""hardness""]","[""atom"", ""atomic arrangement"", ""chemical bond"", ""Crystal structure""]",7.0,4.0,0.0,0.0,0.0,0.0,"Crystals are solid materials whose atoms, ions, or molecules are arranged in an ordered pattern extending in all three spatial dimensions. This regular arrangement leads to distinct geometric shapes with flat faces and specific angles. The internal structure of crystals determines many of their physical properties, such as cleavage planes, optical properties, and hardness. Crystals can form naturally or synthetically and are characterized by their symmetry and repeating lattice structure.",3.07,
267,gpt-4.1-mini,money,time,"[""medium of exchange"", ""unit of account"", ""store of value"", ""durability"", ""divisibility"", ""portability"", ""acceptability"", ""stability""]","[""money"", ""allocate"", ""budget"", ""effective"", ""cheap"", ""expensive""]",8.0,6.0,0.0,0.0,0.0,0.0,"Money is a medium of exchange that facilitates trade by eliminating the inefficiencies of barter. It serves as a unit of account, providing a common measure for valuing goods and services. Additionally, money acts as a store of value, allowing individuals to save purchasing power for future use. It must be widely accepted, durable, divisible, portable, and stable in value to effectively perform these functions.",3.63,
127,gpt-4.1-mini,Deep Learning,The Brain,"[""neural networks"", ""hierarchical learning"", ""large data"", ""high computational power"", ""automatic feature extraction"", ""deep architectures"", ""generalization""]","[""Model"", ""data"", ""study"", ""output""]",7.0,4.0,0.0,0.0,0.0,0.0,"Deep Learning is a subset of machine learning that uses neural networks with many layers (deep neural networks) to model and understand complex patterns in data. It is characterized by its ability to automatically learn hierarchical feature representations from raw input data, enabling it to perform tasks such as image recognition, natural language processing, and speech recognition with high accuracy. Deep learning models require large amounts of data and computational power for training and are known for their capacity to generalize well to new, unseen data when properly trained.",4.3,
10,gpt-4.1-mini,Ecosystem,Machines,"[""biotic components"", ""abiotic components"", ""energy flow"", ""nutrient cycling"", ""biodiversity"", ""ecological balance"", ""dynamic equilibrium""]","[""biology"", ""ecosystem"", ""Survive"", ""reproduce""]",7.0,4.0,0.0,0.0,0.0,0.0,"An ecosystem is a biological community of interacting organisms and their physical environment. It includes both living components (plants, animals, microorganisms) and non-living components (water, air, soil, nutrients). Ecosystems are characterized by energy flow and nutrient cycling, supporting biodiversity and ecological balance. They can vary in size from a small pond to a large forest or ocean. Key properties include biotic and abiotic interactions, energy transfer through food webs, and dynamic equilibrium.",4.18,
362,gpt-4.1-mini,Sound Wave Propagation,Water Wave Propagation,"[""mechanical vibration"", ""medium-dependent speed"", ""compression and rarefaction"", ""frequency"", ""wavelength"", ""reflection"", ""refraction"", ""absorption"", ""diffraction""]","[""sound wave"", ""Sound source"", ""Acoustic medium""]",9.0,3.0,0.0,0.0,0.0,0.0,"Sound wave propagation refers to the movement of sound waves through a medium such as air, water, or solids. It involves the transmission of mechanical vibrations from one particle to another, causing regions of compression and rarefaction. Key aspects include the wave's speed, which depends on the medium's properties, the frequency and wavelength of the sound, and how the wave can be reflected, refracted, absorbed, or diffracted. Understanding these properties is essential for applications in acoustics, audio technology, and communication.",3.39,
57,gpt-4.1-mini,The Evolution of Viruses,The Production Line of a Car Factory,"[""rapid mutation"", ""genetic diversity"", ""natural selection"", ""host adaptation"", ""species jumping"", ""drug resistance""]","[""Virus"", ""Mutations"", ""New varieties""]",6.0,3.0,0.0,0.0,0.0,0.0,"The evolution of viruses involves understanding how viruses change over time through mechanisms such as mutation, recombination, and natural selection. Viruses evolve rapidly due to their high replication rates and error-prone replication processes, which generate genetic diversity. This evolution allows viruses to adapt to host immune defenses, develop resistance to antiviral drugs, and sometimes jump between species. Studying viral evolution helps in tracking disease outbreaks, vaccine development, and understanding virus-host interactions.",3.98,
73,gpt-4.1-mini,Alveoli,Balloons,"[""tiny"", ""thin-walled"", ""moist lining"", ""surrounded by capillaries"", ""site of gas exchange"", ""contains surfactant"", ""elastic""]","[""lung"", ""Alveoli"", ""gas""]",7.0,3.0,0.0,0.0,0.0,0.0,"Alveoli are tiny, balloon-like structures located at the end of the respiratory tree in the lungs. They serve as the primary site for gas exchange between the air and the blood. Their walls are extremely thin to facilitate the diffusion of oxygen into the blood and carbon dioxide out of the blood. Alveoli are surrounded by a dense network of capillaries, which allows for efficient gas exchange. They also have a moist lining to help dissolve gases and surfactant to reduce surface tension, preventing collapse during exhalation.",4.38,
133,gpt-4.1-mini,hard drive,book,"[""magnetic storage"", ""non-volatile"", ""rotating platters"", ""read/write heads"", ""storage capacity"", ""RPM speed"", ""form factor"", ""interface type""]","[""Storing data"", ""read/write head"", ""interface""]",8.0,3.0,0.0,0.0,0.0,0.0,"A hard drive, also known as a hard disk drive (HDD), is a data storage device used for storing and retrieving digital information using magnetic storage. It consists of one or more rigid rapidly rotating disks (platters) coated with magnetic material. Data is written to and read from the disk by read/write heads that float above the disk surfaces. Key properties include its storage capacity, speed (measured in RPM), form factor, and interface type. It is non-volatile, meaning it retains data without power, and is commonly used for long-term data storage in computers.",5.07,
43,gpt-4.1-mini,Microbiome,ecosystem,"[""microorganisms"", ""diversity"", ""symbiosis"", ""dynamic"", ""genetic material""]","[""microorganism"", ""Habitats"", ""Synergy""]",5.0,3.0,0.0,0.0,0.0,0.0,"The microbiome refers to the collective genomes of the microorganisms (including bacteria, viruses, fungi, and protozoa) that live inside and on the human body or other environments. It plays a crucial role in health, disease, digestion, immunity, and even behavior. Key properties include its diversity, dynamic nature, and symbiotic relationship with the host.",2.66,
279,gpt-4.1-mini,slope,career,"[""rate of change"", ""rise over run"", ""steepness"", ""direction"", ""ratio"", ""linear relationship""]","[""slope"", ""ascent"", ""descent"", ""climb"", ""climber""]",6.0,5.0,0.0,0.0,0.0,0.0,"The slope is a fundamental concept in mathematics, particularly in algebra and calculus, representing the steepness or incline of a line. It quantifies the rate of change of the vertical coordinate (rise) relative to the horizontal coordinate (run) between two points on a line. The slope is calculated as the ratio of the change in y-values to the change in x-values (Δy/Δx). It can be positive, negative, zero, or undefined, indicating the direction and steepness of the line. The slope is crucial for understanding linear relationships, rates of change, and is widely used in graphing, physics, and engineering.",5.17,
377,gpt-4.1-mini,Tight-Bind Approximation,Taylor Expansion,"[""electron localization"", ""atomic orbitals"", ""small overlap"", ""perturbative interaction"", ""band structure modeling""]","[""physics"", ""atomic orbital"", ""linear combination"", ""Behavior""]",5.0,4.0,0.0,0.0,0.0,0.0,"The Tight-Bind Approximation is a method used in solid-state physics to model the electronic structure of solids. It assumes that electrons are strongly localized around atoms and that their wavefunctions overlap only slightly with neighboring atoms. This approximation simplifies the calculation of electronic band structures by considering the atomic orbitals as a basis and treating the interaction between neighboring sites as a perturbation. Key aspects include the localization of electrons, the use of atomic orbitals, and the treatment of inter-atomic interactions as small corrections.",3.9,
232,gpt-4.1-mini,Buddhism,Islam,"[""Four Noble Truths"", ""Eightfold Path"", ""Karma"", ""Rebirth"", ""Nirvana"", ""Meditation"", ""Mindfulness"", ""Compassion"", ""Impermanence""]","[""Gautama Siddhartha"", ""Ancient India"", ""Diamond Sutra""]",9.0,3.0,0.0,0.0,0.0,0.0,"Buddhism is a spiritual and philosophical tradition founded on the teachings of Siddhartha Gautama, known as the Buddha. It centers on understanding the nature of suffering, its causes, and the path to liberation from suffering through ethical conduct, meditation, and wisdom. Key concepts include the Four Noble Truths, the Eightfold Path, karma, rebirth, and the pursuit of enlightenment (nirvana). Buddhism emphasizes mindfulness, compassion, and the impermanence of all phenomena.",3.67,
386,gpt-4.1-mini,Lattice,Rubik's Cube,"[""periodicity"", ""symmetry"", ""dimensionality"", ""crystalline structure"", ""repeating pattern""]","[""lattice point"", ""move""]",5.0,2.0,0.0,0.0,0.0,0.0,"A lattice in a scientific context, particularly in physics and materials science, refers to a regular, repeating arrangement of points or atoms in space. It is a fundamental concept in crystallography and solid-state physics, describing the periodic structure of crystals. The lattice defines the geometric framework that underpins the arrangement of atoms, ions, or molecules in a crystalline solid. Key properties include its periodicity, dimensionality (such as 1D, 2D, or 3D), and symmetry, which influence the physical properties of the material.",4.18,
78,gpt-4.1-mini,Disability of the plant,cocoon,"[""impaired growth"", ""reduced productivity"", ""disease susceptibility"", ""environmental stress"", ""physical damage"", ""genetic defects""]","[""Lymphocytes"", ""immunity"", ""antigen"", ""antigen tolerance""]",6.0,4.0,0.0,0.0,0.0,0.0,"The term ""disability of the plant"" generally refers to the condition where a plant is unable to perform its normal functions due to various factors such as disease, physical damage, environmental stress, or genetic defects. This results in impaired growth, reduced productivity, or death. Key aspects include the causes of disability, the symptoms exhibited by the plant, and the impact on its physiological processes.",3.5,
16,gpt-4.1-mini,Platelets,Construction Workers,"[""anucleate"", ""cell fragments"", ""derived from megakaryocytes"", ""involved in hemostasis"", ""promote clotting"", ""contain granules"", ""lifespan 7-10 days""]","[""human body"", ""substances"", ""damaged tissue""]",7.0,3.0,0.0,0.0,0.0,0.0,"Platelets, also known as thrombocytes, are small, anucleate cell fragments derived from megakaryocytes in the bone marrow. They play a crucial role in hemostasis by aggregating at sites of blood vessel injury to form a platelet plug, which helps stop bleeding. Platelets contain granules that release chemical signals to promote clotting and recruit other platelets. They are involved in blood clot formation, wound repair, and maintaining vascular integrity. Their lifespan in circulation is typically around 7-10 days.",5.23,
392,gpt-4.1-mini,Turbine Engine,Heart,"[""rotary motion"", ""energy conversion"", ""high rotational speed"", ""fluid flow"", ""combustion"", ""turbine blades"", ""thrust generation"", ""mechanical power""]","[""turbine blade"", ""turbine disk"", ""combustion chamber""]",8.0,3.0,0.0,0.0,0.0,0.0,"A turbine engine is a type of rotary mechanical device that extracts energy from a fluid flow and converts it into useful work, often to generate thrust or mechanical power. It operates on the principle of fluid dynamics and thermodynamics, typically involving the intake of air, compression, combustion, and expansion through turbine blades. Key aspects include its high rotational speed, efficiency in energy conversion, and use in various applications such as aircraft propulsion, power generation, and industrial machinery.",5.02,
272,gpt-4.1-mini,seeing,understanding,"[""light detection"", ""image formation"", ""color perception"", ""depth perception"", ""motion detection""]","[""seeing"", ""light"", ""illuminating"", ""darkness"", ""view"", ""hidden""]",5.0,6.0,0.0,0.0,0.0,0.0,"Seeing is the process by which the visual system detects and interprets light to form images. It involves the eyes capturing light, the conversion of light into neural signals by photoreceptors in the retina, and the brain processing these signals to create perception of the environment. Key aspects include light detection, image formation, color perception, depth perception, and motion detection.",3.77,
1,gpt-4.1-mini,biological clock,clock,"[""circadian rhythm"", ""internal timing"", ""environmental cues"", ""physiological regulation"", ""24-hour cycle""]","[""changes"", ""state"", ""adjust""]",5.0,3.0,0.0,0.0,0.0,0.0,"A biological clock refers to the internal mechanism in living organisms that regulates the timing of various physiological processes. It is responsible for maintaining circadian rhythms, which are roughly 24-hour cycles influencing sleep-wake patterns, hormone release, metabolism, and other bodily functions. Biological clocks are influenced by environmental cues such as light and temperature but can operate independently of them. They are essential for synchronizing an organism's internal functions with the external environment, promoting optimal health and survival.",3.84,
397,gpt-4.1-mini,Isotope Dating,Archeology,"[""radioactive decay"", ""half-life"", ""parent isotope"", ""daughter isotope"", ""closed system"", ""age determination""]","[""isotope"", ""half life"", ""Comparison""]",6.0,3.0,0.0,0.0,0.0,0.0,"Isotope dating is a method used to determine the age of materials such as rocks, fossils, or archaeological artifacts by measuring the relative proportions of specific isotopes and their decay products. It relies on the known half-lives of radioactive isotopes to calculate the time elapsed since the material formed or was last altered. Key aspects include the use of parent and daughter isotopes, radioactive decay, and the assumption that the system has remained closed to parent and daughter isotopes since formation.",2.62,
115,gpt-4.1-mini,Chiral Molecules,Human Hands,"[""non-superimposable"", ""asymmetric carbon"", ""enantiomers"", ""optical activity"", ""stereoisomerism""]","[""molecular"", ""mirror symmetry"", ""nature""]",5.0,3.0,0.0,0.0,0.0,0.0,"Chiral molecules are molecules that cannot be superimposed on their mirror images, much like left and right hands. This property arises due to the presence of an asymmetric carbon atom (a carbon atom bonded to four different groups), leading to two non-superimposable stereoisomers called enantiomers. These enantiomers have identical physical properties except for the direction in which they rotate plane-polarized light and their interactions with other chiral environments, such as biological systems. Chirality is crucial in many fields, including pharmaceuticals, because enantiomers can have different biological activities.",3.05,
226,gpt-4.1-mini,India,Ancient Greece,"[""South Asia"", ""largest democracy"", ""diverse cultures"", ""rapidly growing economy"", ""geographic diversity"", ""cultural heritage"", ""political structure""]","[""Indian River"", ""Indus script"", ""Buddhism""]",7.0,3.0,0.0,0.0,0.0,0.0,"India is a country located in South Asia, known for its vast population, diverse cultures, and significant historical and economic influence. It is the world's largest democracy and has a rapidly growing economy. Key aspects include its geographic diversity, cultural heritage, political structure, and economic development.",3.28,
263,gpt-4.1-mini,war,argument,"[""armed conflict"", ""organized violence"", ""military engagement"", ""political motives"", ""destruction"", ""high mortality"", ""strategic objectives""]","[""war"", ""soldier"", ""destroy"", ""fighting"", ""defeat"", ""attacks"", ""weapon""]",7.0,7.0,0.0,0.0,0.0,0.0,"War is a state of armed conflict between different countries or different groups within a country. It involves organized and often prolonged violence, typically characterized by extreme aggression, destruction, and mortality. War is driven by political, economic, territorial, or ideological disputes and involves military forces using weapons and tactics to achieve strategic objectives. It has significant social, economic, and humanitarian impacts.",2.76,
105,gpt-4.1-mini,Chemical Reaction,Urban Transportation,"[""bond breaking"", ""bond forming"", ""energy change"", ""reactants"", ""products"", ""conservation of mass"", ""reaction rate"", ""reversibility""]","[""active site"", ""reaction speed"", ""reaction process""]",8.0,3.0,0.0,0.0,0.0,0.0,"A chemical reaction involves the transformation of one or more substances into different substances through the breaking and forming of chemical bonds. It is characterized by changes in the molecular or ionic structure of the reactants, resulting in products with different properties. Chemical reactions often involve energy changes, can be reversible or irreversible, and are governed by principles such as conservation of mass and reaction kinetics.",2.56,
396,gpt-4.1-mini,MRI,Music Performance,"[""non-invasive"", ""high magnetic field"", ""radiofrequency pulses"", ""hydrogen nuclei alignment"", ""soft tissue contrast"", ""no ionizing radiation"", ""3D imaging""]","[""nuclear spin"", ""Applied magnetic field"", ""resonance""]",7.0,3.0,0.0,0.0,0.0,0.0,"Magnetic Resonance Imaging (MRI) is a medical imaging technique used to visualize detailed internal structures. It operates by aligning hydrogen nuclei in the body using a strong magnetic field and then perturbing this alignment with radiofrequency pulses. The nuclei emit signals as they return to their original alignment, which are detected and used to construct images. MRI is non-invasive, does not use ionizing radiation, and provides high-contrast images of soft tissues, making it valuable for neurological, musculoskeletal, and cardiovascular imaging.",2.55,
194,gpt-4.1-mini,Reign of the Pharaohs,Feudal Dynasties,"[""Divine monarchy"", ""Dynastic rule"", ""Monumental architecture"", ""Religious leadership"", ""Ancient Egypt"", ""Centralized governance""]","[""pharaoh"", ""royal palace"", ""sacrificial place"", ""high priest"", ""noble""]",6.0,5.0,0.0,0.0,0.0,0.0,"The ""Reign of the Pharaohs"" refers to the period in ancient Egyptian history when the pharaohs ruled as the political and religious leaders. This era is characterized by the establishment of dynasties, monumental architecture such as pyramids and temples, a complex religious system centered around gods and the afterlife, and advancements in writing, art, and governance. The pharaohs were considered divine or semi-divine figures, embodying the unity of the state and religion. Their reigns spanned from the Early Dynastic Period through the Old, Middle, and New Kingdoms, and into later periods, marking a significant era in human civilization.",2.79,
262,gpt-4.1-mini,Matrix Theory,Mirrors,"[""rectangular arrays"", ""matrix operations"", ""determinants"", ""eigenvalues"", ""eigenvectors"", ""rank"", ""linear transformations""]","[""matrix"", ""transform"", ""Eigenvalues""]",7.0,3.0,1.0,0.143,0.333,0.2,"Matrix Theory is a branch of mathematics focused on the study of matrices, which are rectangular arrays of numbers, symbols, or expressions arranged in rows and columns. It involves operations such as addition, multiplication, and inversion of matrices, and explores properties like determinants, rank, eigenvalues, and eigenvectors. Matrix Theory is fundamental in linear algebra and has applications in various fields including physics, computer science, and engineering.",3.56,
58,gpt-4.1-mini,Immune System,Reactor,"[""defense mechanism"", ""innate immunity"", ""adaptive immunity"", ""white blood cells"", ""antibodies"", ""immunological memory"", ""pathogen recognition"", ""lymphatic system"", ""cellular response"", ""humoral response""]","[""Immune Cells"", ""pathogen"", ""Antibody""]",10.0,3.0,0.0,0.0,0.0,0.0,"The immune system is a complex network of cells, tissues, and organs that work together to defend the body against harmful pathogens such as bacteria, viruses, fungi, and parasites. It includes innate (nonspecific) immunity, which provides immediate defense, and adaptive (specific) immunity, which develops targeted responses and immunological memory. Key components include white blood cells (like lymphocytes and phagocytes), antibodies, the lymphatic system, and various signaling molecules. The immune system also plays a role in identifying and eliminating abnormal cells, such as cancer cells, and maintaining homeostasis.",2.56,
233,gpt-4.1-mini,Christianity,Islam,"[""Monotheistic"", ""Jesus Christ"", ""Bible"", ""Salvation"", ""Faith"", ""Grace"", ""Resurrection"", ""Denominations"", ""Afterlife""]","[""Jesus"", ""Palestine"", ""Bible""]",9.0,3.0,1.0,0.111,0.333,0.167,"Christianity is a major world religion based on the life, teachings, death, and resurrection of Jesus Christ. It centers on the belief in one God and the salvation of humanity through Jesus. Key aspects include its sacred texts (the Bible), its various denominations (such as Catholicism, Protestantism, and Orthodoxy), and its influence on culture, ethics, and history. Christianity emphasizes concepts like faith, grace, redemption, and the afterlife.",2.66,
117,gpt-4.1-mini,Enantiomers,Human Hands,"[""non-superimposable"", ""mirror images"", ""chiral"", ""optical activity"", ""identical physical properties""]","[""mirror symmetry"", ""chiral center""]",5.0,2.0,0.0,0.0,0.0,0.0,Enantiomers are a pair of stereoisomers that are non-superimposable mirror images of each other. They have identical physical properties except for the direction in which they rotate plane-polarized light and their interactions with other chiral substances. Enantiomers are important in chemistry and biochemistry because they can have drastically different biological activities despite having the same molecular formula and connectivity.,3.68,
114,gpt-4.1-mini,Chemistry,A Jigsaw Puzzle,"[""matter"", ""atoms"", ""molecules"", ""chemical reactions"", ""composition"", ""properties"", ""bonding"", ""periodic table"", ""reaction mechanisms""]","[""Reactant"", ""reaction process"", ""Reaction conditions"", ""product""]",9.0,4.0,0.0,0.0,0.0,0.0,"Chemistry is the branch of science concerned with the properties, composition, and behavior of matter. It studies atoms, molecules, and chemical reactions, focusing on how substances interact, combine, and change to form new substances. Key aspects include the structure of matter, chemical bonding, reaction mechanisms, and the periodic table. Chemistry bridges physics and biology, explaining phenomena at the molecular and atomic levels.",2.53,
343,gpt-4.1-mini,Team Management,Football Game,"[""leadership"", ""communication"", ""coordination"", ""motivation"", ""delegation"", ""conflict resolution"", ""collaboration"", ""goal alignment""]","[""leader"", ""team member"", ""Target""]",8.0,3.0,0.0,0.0,0.0,0.0,"Team management involves coordinating and overseeing a group of individuals to achieve common goals effectively. It requires skills in communication, leadership, motivation, conflict resolution, and delegation. Effective team management ensures productivity, collaboration, and the alignment of team members' efforts with organizational objectives.",2.7,
159,gpt-4.1-mini,Bagging Algorithms,Investors,"[""bootstrap sampling"", ""ensemble method"", ""variance reduction"", ""parallel training"", ""aggregation"", ""overfitting reduction""]","[""random sample"", ""train"", ""accuracy""]",6.0,3.0,0.0,0.0,0.0,0.0,"Bagging algorithms, short for Bootstrap Aggregating, are ensemble learning methods designed to improve the stability and accuracy of machine learning algorithms. They work by generating multiple versions of a predictor through resampling the training data with replacement (bootstrap samples) and then aggregating their predictions, typically by voting for classification or averaging for regression. This approach reduces variance and helps prevent overfitting, especially for high-variance models like decision trees. Key properties include the use of bootstrap sampling, parallel training of base learners, and aggregation of predictions to form a final output.",3.63,
142,gpt-4.1-mini,Cloud Computing,Rental Housing,"[""On-demand access"", ""Scalability"", ""Resource pooling"", ""Pay-as-you-go"", ""Remote servers"", ""Internet-based"", ""Flexibility"", ""Multi-tenancy""]","[""service"", ""Server"", ""storage"", ""network""]",8.0,4.0,0.0,0.0,0.0,0.0,"Cloud computing refers to the delivery of computing services—including servers, storage, databases, networking, software, analytics, and intelligence—over the internet (""the cloud"") to offer faster innovation, flexible resources, and economies of scale. Key aspects include on-demand resource availability, scalability, and pay-as-you-go pricing. It enables users to access and store data and applications on remote servers rather than local computers or personal devices, facilitating collaboration, remote work, and efficient resource management.",2.85,
