model,setting,row_index,error,unfamiliar_concept,familiar_concept,description_unfamiliar,description_familiar,properties_unfamiliar,properties_familiar,explanation_list,result,reasoning,sbert_similarity,evaluation_type
deepseek-r1,unpaired_properties,1,,Biosphere,Library,"The biosphere refers to the sum of all ecosystems on Earth, including the interactions between living organisms and their environment, such as the lithosphere, cryosphere, hydrosphere, and atmosphere. This spherical shell system is closed with regards to matter, with minimal inputs and outputs, yet open with regards to energy, as it captures solar energy through photosynthesis. The biosphere is postulated to have evolved through biopoiesis or biogenesis, and it encompasses all living beings and their relationships, including biodiversity. Biospheres can be both natural and artificial, including ones on other planets or moons. In essence, the biosphere is a global ecological system that integrates all living organisms and their various ecosystems.","A library is much more than a building full of books. It is a collection of physical and digital resources accessible to the public for use and not just display. The materials found in a library can come in many forms, including books, DVDs, CDs and cassettes, and even bibliographic databases. Libraries can be organized and maintained by a variety of entities such as a government, school, museum, corporation or private individual. Libraries provide access to materials and information as well as the services of trained librarians who assist with finding, selecting, circulating and organizing information. They also offer a variety of spaces for studying, collaborating and accessing electronic resources like computers and the Internet. Libraries serve various types of communities, offering tailored services to fit their needs. Additionally, libraries are more than just buildings, they provide material that is accessible electronically, extending their services beyond the physical walls.","['biology', 'biodiversity', 'ecosystem']","['books', 'Book Type', 'library room']","[""Biology corresponds to books: In the biosphere, organisms are the basic units that make up the ecosystem, and various organisms together form a complex biological network. Similarly, in a library, books are carriers of knowledge and collectively form the library's knowledge system. In this analogy, both biology and books are basic components of their respective systems."", 'Biodiversity corresponds to book types: Biodiversity refers to the richness of the variety of species in the biosphere, which helps maintain the balance and stability of the ecosystem. In a library, book types represent the various fields of knowledge collected in the library, which helps to meet the needs of different readers. In this analogy, biodiversity and book types both represent the richness and diversity of their respective systems.', 'Ecosystem corresponds to library rooms: The ecosystem in the biosphere is formed by the interaction of different organisms, and these ecosystems are interconnected, interdependent, and together maintain the balance of the biosphere. In a library, rooms are laid out according to different classifications and themes, which helps readers to better find and use relevant resources. In this analogy, the ecosystem and library rooms both represent interrelated subsystems in their respective fields.']",Biology (biosphere) is like books (library) because both represent foundational elements—biology encompasses life forms while books contain knowledge units. Biodiversity (biosphere) parallels book types (library) as they both emphasize variety—diverse species vs. diverse genres/categories. Ecosystem (biosphere) resembles a library room (library) in being structured spaces where interactions occur—organisms in habitats vs. readers with resources.,"The biosphere can be understood through analogy to a library by mapping their respective properties. Biology corresponds to books as foundational elements (life forms/knowledge sources), biodiversity mirrors book types in creating variety (species diversity/genre diversity), and ecosystems align with library rooms as structured interaction spaces (organism environments/knowledge organization).",0.9233407974243164,string_to_string
deepseek-r1,unpaired_properties,2,,Respiratory system,engine,"The respiratory system is a critical biological system used for gas exchange in both animals and plants. In land animals, the lungs play the central role in gas exchange, with millions of air sacs called alveoli serving as the respiratory surface. Oxygen from the environment is brought to the alveoli by breathing muscles, which pump air through a system of hollow tubes, such as the trachea and bronchi, and bronchioles. Birds have similar air sacs called atria, and their bronchioles are termed parabronchi. Fish have gills, while insects have simpler respiratory systems, and amphibians rely on their skin for gas exchange. Plants also have respiratory systems, with stomata serving as one such feature. Understanding how the respiratory system works is critical to comprehending the overall workings of both animals and plants.","An engine or motor is a machine that transforms energy into mechanical energy for various applications. It can convert different energy sources, including potential energy, heat energy, chemical energy, electric potential, and nuclear energy, to generate motion.  Heat engines that convert heat into work are commonly used in transportation and industrial processes. One common example is the internal combustion engine, which rapidly pressurizes the gaseous combustion products in the combustion chamber to produce motion. Other types of engines include reaction engines, electric motors, pneumatic motors, and biological systems. Chemical heat engines, also known as airbreathing engines, use ambient atmospheric gas as a part of the fuel reaction to generate motion. These engines can operate outside of the Earth's atmosphere but may require additional fuel components such as oxidizers. The engine comprises a fuel source, a combustion chamber, and a piston, among other components.","['oxygen', 'the lungs', 'breathing muscles']","['fuel', 'combustion chamber', 'piston']","['Oxygen corresponds to fuel: In the respiratory system, oxygen is an essential element for sustaining life and participates in the energy-generating process within the organism. In an engine, fuel (such as gasoline, diesel, etc.) is the energy source required for its operation. In this mapping, both oxygen and fuel are critical factors in energy generation within their respective systems.', 'Lungs correspond to the combustion chamber: In the respiratory system, the lungs are responsible for the exchange of oxygen and carbon dioxide, providing oxygen to the organism and expelling waste gases. In an engine, the combustion chamber is where fuel and oxygen mix and burn, releasing energy to drive the engine. In this mapping, the lungs and combustion chamber are the places where gas exchange and energy release occur within their respective systems.', 'Breathing muscles correspond to the piston: In the respiratory system, breathing muscles (such as the diaphragm and intercostal muscles) control the flow of gas into and out of the lungs through contraction and relaxation, enabling the process of breathing. In an engine, the piston converts the energy produced within the combustion chamber into mechanical energy, driving other parts of the engine. In this mapping, both breathing muscles and the piston are crucial components for gas flow and energy conversion within their respective systems.']","**Oxygen ↔ Fuel**: Both are essential inputs required for the system to function. Oxygen fuels cellular processes, just as fuel powers the engine. **The Lungs ↔ Combustion Chamber**: The lungs facilitate gas exchange (oxygen in, CO₂ out), analogous to the combustion chamber where fuel is burned to produce energy. **Breathing Muscles ↔ Piston**: Breathing muscles (e.g., diaphragm) physically expand and contract to move air, similar to a piston’s movement driving engine cycles.","The respiratory system and an engine can be analogously compared by mapping their key components and functions. Oxygen serves as the essential input for the respiratory system, akin to fuel in an engine. The lungs act as the site of gas exchange, paralleling the combustion chamber where fuel is converted into energy. Breathing muscles, like the diaphragm, mechanically drive airflow similarly to how a piston generates motion in an engine. Each pair of properties highlights functional or structural similarities between the two systems.",0.8483762145042419,string_to_string
deepseek-r1,unpaired_properties,3,,Spread of Pathogens,Spread of Fire,"The spread of pathogens is a serious concern, especially in crowded environments where individuals are in close proximity to each other. The incident aboard the Japan Air Lines Boeing 747 serves as a harsh reminder of the potential impacts of pathogen contamination. The incident involved the consumption of a contaminated in-flight meal that contained Staphylococci bacteria, resulting in the illness of 197 individuals. The incident highlights the need for effective prevention and control measures to minimize the spread of pathogens in crowded settings. These measures may include proper hygiene practices, regular sanitization, and the use of protective equipment to limit the transmission of pathogens. By taking proactive measures, the risk of contamination and illness can be reduced, ensuring the safety and health of individuals in crowded environments.","Fire is a natural process that is essential for maintaining ecological systems, but when it becomes out of control, it can cause significant damage. Fire occurs when a material undergoes rapid oxidation during combustion, releasing heat, light, and reaction products. Flames are produced at a certain point in the combustion reaction, which is known as ignition point. The color and intensity of the flame will vary depending on the substances alight and any impurities outside. In its most common form, fire can result in conflagration, which can cause damage to life and property. Fire can also cause atmospheric pollution and water contamination. However, fire also has some positive effects, such as stimulating growth and maintaining ecological systems. Fire has been used by humans for various purposes such as rituals, in agriculture for clearing land, cooking, generating heat and light, propulsion purposes, smelting, forging, incineration of waste, cremation, and as a weapon or mode of destruction. Fire fighting methods are crucial to control the spread of fire, especially in hazardous situations.","['pathogen', 'crowd', 'Prevention and control measures']","['fire', 'combustibles', 'Fire fighting methods']","['Pathogens correspond to fire: in the transmission of pathogens, pathogens (such as viruses and bacteria) are the causes of diseases that spread and cause health problems among people. In the spread of fires, fire is the element that ignites fires, spreading among combustibles and causing property damage and endangering lives. In this mapping, both pathogens and fire are the core factors of transmission and propagation in their respective systems.', 'Crowds correspond to combustibles: in the transmission of pathogens, crowds are the main channel for the spread of pathogens, which spread through contact and airborne droplets among people. In the spread of fires, combustibles (such as wood, paper, chemicals, etc.) are the key factors that allow fire to spread, as fire ignites combustibles to expand the blaze. In this mapping, both crowds and combustibles are the main channels and carriers of transmission and propagation in their respective systems.', 'Prevention and control measures correspond to fire fighting methods: in the transmission of pathogens, prevention and control measures (such as wearing masks, keeping social distance, vaccination, etc.) aim to slow down the speed and scope of pathogen transmission and reduce the impact of epidemics. In the spread of fires, fire fighting methods (such as fire extinguishers, firefighting equipment, fire brigades, etc.) are used to control the spread of fire, reducing the damage caused by fires. In this mapping, both prevention and control measures and fire fighting methods are means used in their respective systems to control and respond to transmission and propagation.']","**Pathogen ↔ Fire**: A pathogen (like a virus or bacteria) initiates disease spread, just as fire ignites combustion. Both are the primary sources of their respective processes. **Crowd ↔ Combustibles**: A crowd acts as a susceptible population where pathogens transmit between individuals, analogous to combustibles (e.g., wood) serving as fuel for fire to expand. **Prevention and control measures ↔ Fire fighting methods**: Measures like vaccines or hygiene disrupt pathogen transmission, similar to how fire extinguishers or water suppress flames by removing heat or fuel.","The analogy between the spread of pathogens and the spread of fire is constructed by aligning their core elements and mechanisms. Both concepts involve a primary agent (pathogen/fire) that propagates through a susceptible medium (crowd/combustibles), requiring active measures to limit their spread (prevention and control measures/fire fighting methods). By pairing analogous properties, the relationship between abstract biological processes and tangible physical phenomena becomes clearer.",0.9130734801292419,string_to_string
deepseek-r1,unpaired_properties,4,,Gene editing,kirigami,"Gene editing is a revolutionary technique in molecular biology that allows for specific targeted changes to an organism's DNA. Using tools such as CRISPR-Cas9 technology, zinc finger nucleases, and transcription activator-like effector nucleases, scientists can insert, delete, or substitute genetic material to achieve desired results. This technique holds great promise in developing new treatments for diseases through gene therapy. With the ability to edit genes, there is potential to correct genetic mutations that cause diseases, hereditary conditions, and even cancer. The CRISPR-Cas9 system, in particular, has opened up a new era of gene editing due to its efficiency and specificity, allowing scientists to create targeted mutations at precise locations in the genome. As gene editing technology continues to evolve, it holds the promise of revolutionizing the fields of medicine, agriculture, and environmental science.","Kirigami is a fascinating art form that originated from Japan, derived from the traditional origami. Unlike origami, kirigami involves the use of scissors in addition to folding paper to create intricate 3D designs that rise from the page. The art form involves cutting and folding paper into various shapes and sizes to create beautiful and intricate paper-cut works. The raw material used in kirigami is simply paper, which can then be transformed into stunning pieces of art with just a few simple cuts and folds. From animals to buildings and even plants, kirigami can be used to create almost anything. Using just a pair of scissors and some paper, you can unleash your artistic side and create beautiful and intricate works of art through the fascinating art form of kirigami.","['Gene', 'CRISPR-Cas9 Technology', 'edited gene']","['raw material', 'Scissors', 'Paper-cut works']","['Gene corresponds to raw materials: in gene editing, genes are the objects being edited and modified , and they contain the genetic information of organisms. In paper-cut works, raw materials (such as paper) are the substances being cut and shaped to make paper-cut works. In this analogy, genes and raw materials are both the core objects being manipulated and changed in their respective systems.', 'CRISPR-Cas9 technology corresponds to scissors: in gene editing, CRISPR-Cas9 technology is a tool used for precise editing of genes, which can achieve the addition, deletion or modification of specific gene fragments. In paper-cut works, scissors are used to cut paper and shape the form of paper-cut works. In this analogy, CRISPR-Cas9 technology and scissors are both the key tools used for implementation and change in their respective systems.', 'Edited genes correspond to paper-cut works: in gene editing process, edited genes are the products that have been changed, and they have new characteristics and functions that may affect the traits of organisms. While in paper-cut process, paper-cut works are the results of cutting and shaping, having unique shapes and beauty. In this analogy, edited genes and paper-cut works are both the final products after implementation and change in their respective systems.']","Gene ↔ Raw material: Genes serve as the foundational biological material being modified, analogous to paper being the raw material in kirigami. CRISPR-Cas9 Technology ↔ Scissors: CRISPR-Cas9 acts as a precise cutting/editing tool for genes, just as scissors enable controlled cuts in kirigami. Edited gene ↔ Paper-cut works: The edited gene represents a purposefully altered biological outcome, mirroring how kirigami transforms paper into designed artworks.","The analogy between gene editing and kirigami hinges on structural parallels in their processes and components. Both involve manipulating a base material (genes/paper) with precise tools (CRISPR-Cas9/scissors) to create modified outcomes (edited genes/paper-cut works). The ""Gene"" corresponds to kirigami's ""raw material"" as foundational elements, ""CRISPR-Cas9 Technology"" mirrors ""Scissors"" as precision instruments, and ""edited gene"" aligns with ""Paper-cut works"" as intentional end products shaped by the process.",0.8218297958374023,string_to_string
qwen3-14b,unpaired_properties,0,,biological clock,clock,"The biological clock is a fundamental aspect of human physiology that governs the body's internal rhythms and processes. It refers to a range of mechanisms that enable the body to adjust to different states and changes in the environment. These mechanisms include the ageing process, menstrual cycle, circadian rhythm, vernalisation, and molecular and epigenetic clocks. The biological clock is responsible for regulating several essential processes, such as sleep-wake cycles, hormone release, and metabolism. This delicate balance can be disrupted when the body is subjected to different circumstances, such as changes in light exposure, temperature, or hormonal imbalances. Understanding the mechanisms of the biological clock is critical for maintaining good health and quality of life. It provides invaluable information for developing effective strategies to mitigate the effects of ageing, improve reproductive health, and combat sleep disorders. By studying the mechanisms of the biological clock, researchers are continually uncovering new ways to treat and prevent a range of health conditions. In short, the biological clock is a remarkable biological mechanism that plays a vital role in our lives, allowing us to adjust to changing circumstances and maintain a healthy state of being.","A clock, also known as a timepiece, is a device used to measure and indicate time. From sun dials to water clocks, clocks have evolved over millennia. The invention of the verge escapement led to the development of mechanical clocks, and the pendulum clock improved their accuracy during the 17th century. The importance of precise timekeeping for navigation further stimulated clock innovation. Today, clocks come in many forms including analog clocks with moving hands, digital clocks with electronic mechanisms and numeric displays, and speaking clocks for the visually impaired. Despite the many forms that clocks can take, they all have a harmonic oscillator that serves as the timekeeping element, and they all require maintenance to continue functioning properly.","['changes', 'state', 'adjust']","['pointer', 'time', 'maintain']","['Changes correspond to pointers: In the biological clock, physiological changes are biological processes that occur over time, such as hormone secretion and changes in body temperature. In a clock, the pointer is the physical component used to indicate changes in time. Both represent changes that occur over time.', 'Physiological state corresponds to time points: The physiological state in the biological clock can represent the state of a living organism at a specific time, such as morning, daytime, or nighttime. The time points in a clock directly represent specific moments, such as 10:00 AM or 3:00 PM. Here, physiological state and time points are both used to describe the situation at a particular moment.', 'Adjustment corresponds to maintenance: The biological clock needs adjustment to maintain the normal physiological function of a living organism, such as adjusting the response to environmental factors like light and temperature. Similarly, a clock needs maintenance to ensure its normal operation, such as adjusting the pointer or replacing batteries. In this mapping, adjustment and maintenance both represent optimization and maintenance of the operating system to ensure normal operation.']","The 'changes' property of a biological clock is analogous to the 'pointer' of a regular clock, as both indicate progression over time. The 'state' of a biological clock corresponds to the 'time' tracked by a regular clock, representing the current condition or moment. The 'adjust' function of a biological clock relates to the 'maintain' function of a regular clock, as both involve regulating or preserving their respective timekeeping mechanisms.","The reasoning involves mapping the properties of a biological clock to those of a regular clock by identifying analogous functions and behaviors. Both concepts involve tracking time, but a biological clock operates internally and adapts to changes, while a regular clock mechanically tracks time. The properties ""changes,"" ""state,"" and ""adjust"" in the biological clock can be compared to ""pointer,"" ""time,"" and ""maintain"" in the regular clock, respectively.",0.8571775555610657,string_to_string
qwen3-14b,unpaired_properties,1,,Biosphere,Library,"The biosphere refers to the sum of all ecosystems on Earth, including the interactions between living organisms and their environment, such as the lithosphere, cryosphere, hydrosphere, and atmosphere. This spherical shell system is closed with regards to matter, with minimal inputs and outputs, yet open with regards to energy, as it captures solar energy through photosynthesis. The biosphere is postulated to have evolved through biopoiesis or biogenesis, and it encompasses all living beings and their relationships, including biodiversity. Biospheres can be both natural and artificial, including ones on other planets or moons. In essence, the biosphere is a global ecological system that integrates all living organisms and their various ecosystems.","A library is much more than a building full of books. It is a collection of physical and digital resources accessible to the public for use and not just display. The materials found in a library can come in many forms, including books, DVDs, CDs and cassettes, and even bibliographic databases. Libraries can be organized and maintained by a variety of entities such as a government, school, museum, corporation or private individual. Libraries provide access to materials and information as well as the services of trained librarians who assist with finding, selecting, circulating and organizing information. They also offer a variety of spaces for studying, collaborating and accessing electronic resources like computers and the Internet. Libraries serve various types of communities, offering tailored services to fit their needs. Additionally, libraries are more than just buildings, they provide material that is accessible electronically, extending their services beyond the physical walls.","['biology', 'biodiversity', 'ecosystem']","['books', 'Book Type', 'library room']","[""Biology corresponds to books: In the biosphere, organisms are the basic units that make up the ecosystem, and various organisms together form a complex biological network. Similarly, in a library, books are carriers of knowledge and collectively form the library's knowledge system. In this analogy, both biology and books are basic components of their respective systems."", 'Biodiversity corresponds to book types: Biodiversity refers to the richness of the variety of species in the biosphere, which helps maintain the balance and stability of the ecosystem. In a library, book types represent the various fields of knowledge collected in the library, which helps to meet the needs of different readers. In this analogy, biodiversity and book types both represent the richness and diversity of their respective systems.', 'Ecosystem corresponds to library rooms: The ecosystem in the biosphere is formed by the interaction of different organisms, and these ecosystems are interconnected, interdependent, and together maintain the balance of the biosphere. In a library, rooms are laid out according to different classifications and themes, which helps readers to better find and use relevant resources. In this analogy, the ecosystem and library rooms both represent interrelated subsystems in their respective fields.']","Biology (study of life in the biosphere) is analogous to books (containers of knowledge in a library), as both represent the foundational elements of their respective domains. Biodiversity (variety of species in the biosphere) is analogous to book types (categories of books in a library), as both represent diversity within a structured system. Ecosystem (interacting communities in the biosphere) is analogous to library rooms (organized sections in a library), as both are structured spaces where components (organisms/books) interact and coexist.","The reasoning involves mapping the key properties of the biosphere to those of a library by identifying analogous functions and structures. Biology (study of life) corresponds to books (knowledge containers), biodiversity (variety of life) to book types (variety of knowledge categories), and ecosystems (interacting communities) to library rooms (organized spaces for specific resources).",0.9096001386642456,string_to_string
qwen3-14b,unpaired_properties,2,,Respiratory system,engine,"The respiratory system is a critical biological system used for gas exchange in both animals and plants. In land animals, the lungs play the central role in gas exchange, with millions of air sacs called alveoli serving as the respiratory surface. Oxygen from the environment is brought to the alveoli by breathing muscles, which pump air through a system of hollow tubes, such as the trachea and bronchi, and bronchioles. Birds have similar air sacs called atria, and their bronchioles are termed parabronchi. Fish have gills, while insects have simpler respiratory systems, and amphibians rely on their skin for gas exchange. Plants also have respiratory systems, with stomata serving as one such feature. Understanding how the respiratory system works is critical to comprehending the overall workings of both animals and plants.","An engine or motor is a machine that transforms energy into mechanical energy for various applications. It can convert different energy sources, including potential energy, heat energy, chemical energy, electric potential, and nuclear energy, to generate motion.  Heat engines that convert heat into work are commonly used in transportation and industrial processes. One common example is the internal combustion engine, which rapidly pressurizes the gaseous combustion products in the combustion chamber to produce motion. Other types of engines include reaction engines, electric motors, pneumatic motors, and biological systems. Chemical heat engines, also known as airbreathing engines, use ambient atmospheric gas as a part of the fuel reaction to generate motion. These engines can operate outside of the Earth's atmosphere but may require additional fuel components such as oxidizers. The engine comprises a fuel source, a combustion chamber, and a piston, among other components.","['oxygen', 'the lungs', 'breathing muscles']","['fuel', 'combustion chamber', 'piston']","['Oxygen corresponds to fuel: In the respiratory system, oxygen is an essential element for sustaining life and participates in the energy-generating process within the organism. In an engine, fuel (such as gasoline, diesel, etc.) is the energy source required for its operation. In this mapping, both oxygen and fuel are critical factors in energy generation within their respective systems.', 'Lungs correspond to the combustion chamber: In the respiratory system, the lungs are responsible for the exchange of oxygen and carbon dioxide, providing oxygen to the organism and expelling waste gases. In an engine, the combustion chamber is where fuel and oxygen mix and burn, releasing energy to drive the engine. In this mapping, the lungs and combustion chamber are the places where gas exchange and energy release occur within their respective systems.', 'Breathing muscles correspond to the piston: In the respiratory system, breathing muscles (such as the diaphragm and intercostal muscles) control the flow of gas into and out of the lungs through contraction and relaxation, enabling the process of breathing. In an engine, the piston converts the energy produced within the combustion chamber into mechanical energy, driving other parts of the engine. In this mapping, both breathing muscles and the piston are crucial components for gas flow and energy conversion within their respective systems.']","Oxygen in the respiratory system is analogous to fuel in an engine, as both are essential energy sources required for the system's operation. The lungs in the respiratory system are analogous to the combustion chamber in an engine, as both are the central sites where critical processes (gas exchange/combustion) occur. Breathing muscles in the respiratory system are analogous to the piston in an engine, as both are mechanical components that drive the system's cyclical motion (inhalation/exhalation or combustion cycles).","The reasoning is that both the respiratory system and an engine have components that facilitate the intake of essential elements, a central processing area, and mechanical components to drive the system's function. By comparing ""oxygen"" to ""fuel,"" ""the lungs"" to ""combustion chamber,"" and ""breathing muscles"" to ""piston,"" the analogy highlights their functional similarities in enabling energy transfer and system operation.",0.8923157453536987,string_to_string
qwen3-14b,unpaired_properties,3,,Spread of Pathogens,Spread of Fire,"The spread of pathogens is a serious concern, especially in crowded environments where individuals are in close proximity to each other. The incident aboard the Japan Air Lines Boeing 747 serves as a harsh reminder of the potential impacts of pathogen contamination. The incident involved the consumption of a contaminated in-flight meal that contained Staphylococci bacteria, resulting in the illness of 197 individuals. The incident highlights the need for effective prevention and control measures to minimize the spread of pathogens in crowded settings. These measures may include proper hygiene practices, regular sanitization, and the use of protective equipment to limit the transmission of pathogens. By taking proactive measures, the risk of contamination and illness can be reduced, ensuring the safety and health of individuals in crowded environments.","Fire is a natural process that is essential for maintaining ecological systems, but when it becomes out of control, it can cause significant damage. Fire occurs when a material undergoes rapid oxidation during combustion, releasing heat, light, and reaction products. Flames are produced at a certain point in the combustion reaction, which is known as ignition point. The color and intensity of the flame will vary depending on the substances alight and any impurities outside. In its most common form, fire can result in conflagration, which can cause damage to life and property. Fire can also cause atmospheric pollution and water contamination. However, fire also has some positive effects, such as stimulating growth and maintaining ecological systems. Fire has been used by humans for various purposes such as rituals, in agriculture for clearing land, cooking, generating heat and light, propulsion purposes, smelting, forging, incineration of waste, cremation, and as a weapon or mode of destruction. Fire fighting methods are crucial to control the spread of fire, especially in hazardous situations.","['pathogen', 'crowd', 'Prevention and control measures']","['fire', 'combustibles', 'Fire fighting methods']","['Pathogens correspond to fire: in the transmission of pathogens, pathogens (such as viruses and bacteria) are the causes of diseases that spread and cause health problems among people. In the spread of fires, fire is the element that ignites fires, spreading among combustibles and causing property damage and endangering lives. In this mapping, both pathogens and fire are the core factors of transmission and propagation in their respective systems.', 'Crowds correspond to combustibles: in the transmission of pathogens, crowds are the main channel for the spread of pathogens, which spread through contact and airborne droplets among people. In the spread of fires, combustibles (such as wood, paper, chemicals, etc.) are the key factors that allow fire to spread, as fire ignites combustibles to expand the blaze. In this mapping, both crowds and combustibles are the main channels and carriers of transmission and propagation in their respective systems.', 'Prevention and control measures correspond to fire fighting methods: in the transmission of pathogens, prevention and control measures (such as wearing masks, keeping social distance, vaccination, etc.) aim to slow down the speed and scope of pathogen transmission and reduce the impact of epidemics. In the spread of fires, fire fighting methods (such as fire extinguishers, firefighting equipment, fire brigades, etc.) are used to control the spread of fire, reducing the damage caused by fires. In this mapping, both prevention and control measures and fire fighting methods are means used in their respective systems to control and respond to transmission and propagation.']",Pathogen (unfamiliar) is analogous to fire (familiar) as both are the initiating agents that cause the spread. Crowd (unfamiliar) corresponds to combustibles (familiar) because both represent the environment or medium that enables the spread to occur. Prevention and control measures (unfamiliar) are analogous to fire fighting methods (familiar) as both refer to strategies to contain or stop the spread.,"The reasoning is based on identifying analogous relationships between the properties of the two concepts. Both ""Spread of Pathogens"" and ""Spread of Fire"" involve an initial agent (pathogen/fire), a medium that enables spread (crowd/combustibles), and methods to mitigate the spread (prevention/control measures/fire fighting methods). These parallels allow the familiar concept of fire spread to explain the unfamiliar concept of pathogen spread.",0.8548003435134888,string_to_string
qwen3-14b,unpaired_properties,4,,Gene editing,kirigami,"Gene editing is a revolutionary technique in molecular biology that allows for specific targeted changes to an organism's DNA. Using tools such as CRISPR-Cas9 technology, zinc finger nucleases, and transcription activator-like effector nucleases, scientists can insert, delete, or substitute genetic material to achieve desired results. This technique holds great promise in developing new treatments for diseases through gene therapy. With the ability to edit genes, there is potential to correct genetic mutations that cause diseases, hereditary conditions, and even cancer. The CRISPR-Cas9 system, in particular, has opened up a new era of gene editing due to its efficiency and specificity, allowing scientists to create targeted mutations at precise locations in the genome. As gene editing technology continues to evolve, it holds the promise of revolutionizing the fields of medicine, agriculture, and environmental science.","Kirigami is a fascinating art form that originated from Japan, derived from the traditional origami. Unlike origami, kirigami involves the use of scissors in addition to folding paper to create intricate 3D designs that rise from the page. The art form involves cutting and folding paper into various shapes and sizes to create beautiful and intricate paper-cut works. The raw material used in kirigami is simply paper, which can then be transformed into stunning pieces of art with just a few simple cuts and folds. From animals to buildings and even plants, kirigami can be used to create almost anything. Using just a pair of scissors and some paper, you can unleash your artistic side and create beautiful and intricate works of art through the fascinating art form of kirigami.","['Gene', 'CRISPR-Cas9 Technology', 'edited gene']","['raw material', 'Scissors', 'Paper-cut works']","['Gene corresponds to raw materials: in gene editing, genes are the objects being edited and modified , and they contain the genetic information of organisms. In paper-cut works, raw materials (such as paper) are the substances being cut and shaped to make paper-cut works. In this analogy, genes and raw materials are both the core objects being manipulated and changed in their respective systems.', 'CRISPR-Cas9 technology corresponds to scissors: in gene editing, CRISPR-Cas9 technology is a tool used for precise editing of genes, which can achieve the addition, deletion or modification of specific gene fragments. In paper-cut works, scissors are used to cut paper and shape the form of paper-cut works. In this analogy, CRISPR-Cas9 technology and scissors are both the key tools used for implementation and change in their respective systems.', 'Edited genes correspond to paper-cut works: in gene editing process, edited genes are the products that have been changed, and they have new characteristics and functions that may affect the traits of organisms. While in paper-cut process, paper-cut works are the results of cutting and shaping, having unique shapes and beauty. In this analogy, edited genes and paper-cut works are both the final products after implementation and change in their respective systems.']","Gene (raw material): In gene editing, genes are the raw material being modified, similar to how paper is the raw material in kirigami. CRISPR-Cas9 Technology (Scissors): CRISPR-Cas9 acts as precision scissors in gene editing, analogous to the scissors used to cut paper in kirigami. Edited gene (Paper-cut works): The result of gene editing is a modified gene, just as kirigami produces intricate paper-cut works through deliberate cuts.","Gene editing and kirigami share a process of modifying a base element using specific tools to create a desired outcome. Both involve a raw material, a tool for modification, and a final product.",0.8749197721481323,string_to_string
qwen3-32b,unpaired_properties,0,,biological clock,clock,"The biological clock is a fundamental aspect of human physiology that governs the body's internal rhythms and processes. It refers to a range of mechanisms that enable the body to adjust to different states and changes in the environment. These mechanisms include the ageing process, menstrual cycle, circadian rhythm, vernalisation, and molecular and epigenetic clocks. The biological clock is responsible for regulating several essential processes, such as sleep-wake cycles, hormone release, and metabolism. This delicate balance can be disrupted when the body is subjected to different circumstances, such as changes in light exposure, temperature, or hormonal imbalances. Understanding the mechanisms of the biological clock is critical for maintaining good health and quality of life. It provides invaluable information for developing effective strategies to mitigate the effects of ageing, improve reproductive health, and combat sleep disorders. By studying the mechanisms of the biological clock, researchers are continually uncovering new ways to treat and prevent a range of health conditions. In short, the biological clock is a remarkable biological mechanism that plays a vital role in our lives, allowing us to adjust to changing circumstances and maintain a healthy state of being.","A clock, also known as a timepiece, is a device used to measure and indicate time. From sun dials to water clocks, clocks have evolved over millennia. The invention of the verge escapement led to the development of mechanical clocks, and the pendulum clock improved their accuracy during the 17th century. The importance of precise timekeeping for navigation further stimulated clock innovation. Today, clocks come in many forms including analog clocks with moving hands, digital clocks with electronic mechanisms and numeric displays, and speaking clocks for the visually impaired. Despite the many forms that clocks can take, they all have a harmonic oscillator that serves as the timekeeping element, and they all require maintenance to continue functioning properly.","['changes', 'state', 'adjust']","['pointer', 'time', 'maintain']","['Changes correspond to pointers: In the biological clock, physiological changes are biological processes that occur over time, such as hormone secretion and changes in body temperature. In a clock, the pointer is the physical component used to indicate changes in time. Both represent changes that occur over time.', 'Physiological state corresponds to time points: The physiological state in the biological clock can represent the state of a living organism at a specific time, such as morning, daytime, or nighttime. The time points in a clock directly represent specific moments, such as 10:00 AM or 3:00 PM. Here, physiological state and time points are both used to describe the situation at a particular moment.', 'Adjustment corresponds to maintenance: The biological clock needs adjustment to maintain the normal physiological function of a living organism, such as adjusting the response to environmental factors like light and temperature. Similarly, a clock needs maintenance to ensure its normal operation, such as adjusting the pointer or replacing batteries. In this mapping, adjustment and maintenance both represent optimization and maintenance of the operating system to ensure normal operation.']","changes : pointer -> A biological clock 'changes' cyclically over time, similar to how a clock's 'pointer' moves to indicate the passage of time. state : maintain -> The 'state' of a biological clock (e.g., awake/sleep phase) is sustained and tracked, much like a clock 'maintains' the current time. adjust : adjust -> Both biological and mechanical clocks can 'adjust' to external signals (e.g., light for biological clocks, user input for clocks) to realign their timing.","The analogy between a biological clock and a regular clock is built by mapping their shared functional and operational properties. The biological clock's ability to ""change"" over time mirrors the clock's ""pointer"" movement, both representing progression. The biological clock's ""state"" (e.g., circadian rhythm phase) corresponds to the clock's role in ""maintaining"" time, as both track and sustain a condition. Finally, the biological clock's capacity to ""adjust"" to external cues (e.g., light) parallels the clock's need to ""adjust"" its timekeeping when reset manually or automatically (e.g., daylight saving changes).",0.8105071783065796,string_to_string
